ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+PD","0.00","1.21(-0.72,3.21)","4.89(2.74,7.11)","2.29(-0.65,5.32)","0.2093","0.0002","0.1318","1.0009","1.0019","1.0032",3640,2628,2289,3406,3389,2994,"",NA,"NA",NA,NA,"0.71(0.58,0.84)","0.0002","1.0015",2264,2770,"0.15(-0.06,0.35)","0.1498","1.0008",2324,2778,"",NA,"NA",NA,NA,"0.02(0.01,0.02)","0.0002","1.0002",4073,3402,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+DB","0.00","1.94(-0.01,3.86)","6.45(4.19,8.69)","5.00(1.71,8.28)","0.0514","0.0002","0.0010","1.0003","1.0020","1.0012",3576,2517,2408,3638,3390,3259,"",NA,"NA",NA,NA,"0.85(0.73,0.97)","0.0002","1.0041",2069,2936,"-0.07(-0.33,0.20)","0.6192","1.0014",2466,3350,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.18(-1.09,0.71)","0.6880","1.0011",2394,3414
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+UN+PD","0.00","4.03(2.16,6.00)","10.75(8.57,13.02)","10.96(8.11,13.84)","0.0006","0.0002","0.0002","0.9999","1.0007","1.0016",2661,1982,1974,3302,2787,2858,"",NA,"NA",NA,NA,"0.86(0.73,0.98)","0.0002","1.0017",1622,1824,"",NA,"NA",NA,NA,"-1.52(-1.78,-1.26)","0.0002","1.0024",1814,2349,"0.01(0.00,0.01)","0.0265","1.0016",5024,4109,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+UN+DB","0.00","4.06(2.14,6.06)","10.69(8.39,13.03)","10.27(7.04,13.59)","0.0002","0.0002","0.0002","1.0020","1.0033","1.0019",2939,2307,1995,3147,3186,2717,"",NA,"NA",NA,NA,"0.90(0.78,1.01)","0.0002","1.0016",2227,3164,"",NA,"NA",NA,NA,"-1.62(-1.86,-1.37)","0.0002","1.0012",2233,3174,"",NA,"NA",NA,NA,"0.41(-0.20,1.02)","0.1877","1.0000",2398,3241
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+PD+DB","0.00","1.40(-0.58,3.38)","5.26(2.94,7.53)","3.00(-0.45,6.35)","0.1627","0.0002","0.0844","1.0035","1.0004","1.0009",2585,1941,1681,2912,2983,2707,"",NA,"NA",NA,NA,"0.74(0.61,0.86)","0.0002","1.0015",1823,2560,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.01,0.02)","0.0002","0.9998",4640,3762,"0.12(-0.49,0.75)","0.7034","1.0007",1771,2404
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+OB+UN+PD","0.00","2.48(0.46,4.39)","5.71(3.36,7.95)","0.88(-2.20,3.80)","0.0160","0.0002","0.5518","1.0023","1.0034","1.0032",2039,1361,1604,2912,2534,1943,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.72(0.53,0.93)","0.0002","1.0041",1317,2192,"-1.40(-1.65,-1.14)","0.0002","1.0014",1740,2682,"0.03(0.02,0.03)","0.0002","1.0005",3971,3275,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+OB+UN+DB","0.00","3.96(1.89,5.90)","8.97(6.34,11.53)","6.91(2.24,10.91)","0.0002","0.0002","0.0031","1.0023","1.0370","1.0865",1613,125,44,1994,610,168,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.18(-0.20,0.63)","0.4355","1.1009",40,140,"-1.76(-2.07,-1.41)","0.0002","1.0812",49,140,"",NA,"NA",NA,NA,"-0.66(-1.54,0.26)","0.1560","1.0263",183,1651
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+OB+PD+DB","0.00","0.65(-1.34,2.64)","2.26(-0.00,4.61)","-2.98(-6.24,0.36)","0.5159","0.0506","0.0773","1.0021","1.0007","1.0023",3634,2647,2305,3676,3495,2704,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.72(0.44,0.99)","0.0002","1.0019",2301,2628,"",NA,"NA",NA,NA,"0.03(0.03,0.04)","0.0002","0.9998",4767,4243,"-0.72(-1.65,0.18)","0.1210","1.0013",2310,2751
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+UN+PD+DB","0.00","2.75(0.80,4.70)","6.02(3.73,8.29)","1.23(-2.16,4.56)","0.0065","0.0002","0.4718","1.0036","1.0045","1.0053",1970,1254,1071,2719,2247,1901,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.35(-1.63,-1.09)","0.0002","1.0041",1220,1246,"0.02(0.02,0.03)","0.0002","1.0010",3145,3127,"1.19(0.49,1.87)","0.0002","1.0091",667,1370
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+UN","0.00","2.95(0.99,4.82)","8.80(6.49,10.97)","9.50(6.60,12.45)","0.0040","0.0002","0.0002","1.0017","1.0009","1.0015",3264,2731,2578,3854,3387,3494,"0.95(0.68,1.22)","0.0002","1.0006",3410,3609,"0.90(0.78,1.01)","0.0002","1.0003",2734,3088,"-0.31(-0.54,-0.09)","0.0056","1.0000",2827,3047,"-1.74(-1.97,-1.49)","0.0002","1.0015",3115,3423,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+PD","0.00","0.01(-2.04,1.99)","2.69(0.38,5.01)","0.77(-2.10,3.71)","0.9996","0.0219","0.6134","0.9997","1.0006","1.0005",3513,2481,2290,3465,3541,3294,"0.84(0.55,1.12)","0.0002","1.0006",3147,3238,"0.70(0.58,0.82)","0.0002","1.0021",2820,3361,"-0.27(-0.51,-0.02)","0.0331","1.0010",3047,3266,"",NA,"NA",NA,NA,"0.02(0.01,0.02)","0.0002","1.0009",4903,4276,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+DB","0.00","0.83(-1.12,2.89)","4.42(2.01,6.84)","3.42(0.14,6.83)","0.4330","0.0002","0.0410","1.0000","1.0007","1.0001",3754,2603,2608,3590,3064,3322,"0.75(0.47,1.03)","0.0002","1.0004",3185,3326,"0.86(0.74,0.98)","0.0002","1.0005",2831,3332,"-0.52(-0.83,-0.21)","0.0006","0.9999",2721,3128,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.06(-0.83,0.97)","0.8942","1.0004",2740,3345
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+UN+PD","0.00","2.24(0.27,4.22)","7.25(4.80,9.65)","6.70(3.70,9.57)","0.0273","0.0002","0.0002","1.0014","1.0016","1.0027",2878,2146,1983,3379,3044,2867,"0.90(0.67,1.12)","0.0002","1.0020",2498,3444,"0.77(0.65,0.88)","0.0002","1.0003",2020,2567,"",NA,"NA",NA,NA,"-1.67(-1.92,-1.42)","0.0002","1.0004",2608,3314,"0.01(0.01,0.02)","0.0002","1.0011",4707,3757,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+UN+DB","0.00","3.13(1.18,5.05)","9.12(6.76,11.54)","9.55(6.29,12.95)","0.0010","0.0002","0.0002","1.0014","1.0009","1.0012",3260,2674,2455,3510,2642,3303,"0.77(0.54,1.01)","0.0002","1.0012",3269,3183,"0.88(0.76,0.99)","0.0002","1.0017",2743,3078,"",NA,"NA",NA,NA,"-1.76(-2.00,-1.52)","0.0002","1.0021",2496,3207,"",NA,"NA",NA,NA,"-0.37(-1.04,0.29)","0.2822","1.0013",3273,3731
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+PD+DB","0.00","0.17(-1.78,2.15)","3.05(0.65,5.44)","1.23(-2.13,4.55)","0.8667","0.0152","0.4793","1.0015","1.0025","1.0012",3009,2172,1936,3380,3323,3303,"0.73(0.49,0.98)","0.0002","1.0011",3181,3451,"0.68(0.55,0.80)","0.0002","1.0006",2404,3236,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0003",5251,3914,"-0.54(-1.22,0.12)","0.1181","1.0008",2301,3292
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+OB+UN+PD","0.00","1.13(-0.85,3.06)","3.34(0.95,5.64)","-0.56(-3.50,2.43)","0.2672","0.0052","0.7192","1.0026","1.0025","1.0034",2567,2102,1987,2949,2983,2846,"1.01(0.74,1.29)","0.0002","1.0008",2618,2855,"",NA,"NA",NA,NA,"0.23(-0.01,0.46)","0.0669","1.0024",1851,2501,"-1.49(-1.76,-1.24)","0.0002","1.0003",1999,2648,"0.03(0.02,0.03)","0.0002","1.0011",4200,4036,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+OB+UN+DB","0.00","2.63(0.56,4.66)","5.98(3.45,8.44)","3.00(-0.56,6.66)","0.0115","0.0002","0.1098","1.0011","1.0060","1.0110",2048,1221,632,3094,2228,888,"0.86(0.60,1.13)","0.0002","1.0004",2074,2243,"",NA,"NA",NA,NA,"-0.08(-0.43,0.25)","0.6667","1.0104",576,735,"-1.69(-1.97,-1.42)","0.0002","1.0130",690,1246,"",NA,"NA",NA,NA,"-0.11(-1.00,0.78)","0.8000","1.0023",1261,2588
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+OB+PD+DB","0.00","-0.65(-2.69,1.31)","-0.14(-2.51,2.27)","-4.97(-8.30,-1.72)","0.5372","0.9184","0.0027","1.0002","1.0006","1.0002",3411,2338,2509,3466,3352,3458,"0.86(0.58,1.14)","0.0002","1.0000",3688,3441,"",NA,"NA",NA,NA,"0.23(-0.08,0.54)","0.1435","1.0008",2471,3428,"",NA,"NA",NA,NA,"0.03(0.03,0.04)","0.0002","1.0002",5304,4054,"-0.45(-1.32,0.44)","0.3201","1.0007",2626,3387
