ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+UN+PD","0.00","3.47(2.74,4.20)","7.06(6.15,7.96)","9.85(8.63,11.05)","0.0002","0.0002","0.0002","1.0002","1.0019","1.0035",2486,2059,1815,3036,3108,2844,"",NA,"NA",NA,NA,"-0.01(-0.08,0.06)","0.7634","1.0030",2056,2724,"0.26(0.17,0.34)","0.0002","1.0033",2490,2939,"-0.18(-0.27,-0.08)","0.0002","1.0017",2223,2871,"0.00(0.00,0.01)","0.0035","1.0000",4201,4073,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+UN+DB","0.00","3.22(2.45,3.99)","6.40(5.45,7.34)","8.07(6.72,9.45)","0.0002","0.0002","0.0002","1.0001","1.0003","1.0005",3395,2957,2952,3330,3472,3193,"",NA,"NA",NA,NA,"0.06(-0.02,0.13)","0.1364","1.0015",3269,3314,"-0.01(-0.12,0.09)","0.7788","1.0012",3142,3156,"-0.20(-0.30,-0.11)","0.0002","1.0006",3530,3925,"",NA,"NA",NA,NA,"1.21(0.89,1.52)","0.0002","1.0004",3241,3209
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+PD+DB","0.00","2.77(2.01,3.52)","5.50(4.61,6.41)","6.79(5.45,8.11)","0.0002","0.0002","0.0002","1.0007","1.0002","1.0005",3269,2505,2347,3353,3156,3342,"",NA,"NA",NA,NA,"0.05(-0.03,0.12)","0.2272","1.0022",2613,3032,"0.03(-0.07,0.14)","0.5697","1.0010",3394,3603,"",NA,"NA",NA,NA,"0.00(0.00,0.01)","0.0023","1.0003",4825,4495,"1.18(0.85,1.50)","0.0002","1.0012",2875,3225
"K70_K76_C22","2011_2015",10,"SVI+PA+UN+PD+DB","0.00","3.07(2.33,3.84)","6.08(5.14,7.03)","7.56(6.16,8.95)","0.0002","0.0002","0.0002","1.0006","1.0018","1.0012",2794,2059,1954,3437,2981,2484,"",NA,"NA",NA,NA,"0.03(-0.05,0.11)","0.4493","1.0033",2165,2632,"",NA,"NA",NA,NA,"-0.19(-0.28,-0.09)","0.0002","1.0020",2164,3077,"0.00(0.00,0.00)","0.0181","1.0012",3473,3879,"1.25(0.98,1.52)","0.0002","1.0001",2271,2252
"K70_K76_C22","2011_2015",10,"SVI+OB+UN+PD+DB","0.00","3.04(2.29,3.82)","6.01(5.08,6.96)","7.45(6.09,8.82)","0.0002","0.0002","0.0002","1.0002","1.0014","1.0020",3765,2688,2316,4033,3217,2737,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.03(-0.08,0.13)","0.6192","1.0008",3345,3611,"-0.19(-0.28,-0.09)","0.0002","1.0007",3227,3582,"0.00(0.00,0.01)","0.0073","1.0009",4373,4025,"1.17(0.85,1.48)","0.0002","1.0016",2778,3668
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+UN+PD","0.00","2.54(1.79,3.29)","5.54(4.60,6.43)","9.02(7.79,10.20)","0.0002","0.0002","0.0002","1.0014","1.0018","1.0021",3309,2530,2515,3464,2968,2972,"0.72(0.61,0.82)","0.0002","1.0016",4358,3782,"0.06(-0.02,0.13)","0.1523","1.0015",3026,3159,"-0.03(-0.13,0.07)","0.5234","1.0008",3267,3454,"-0.24(-0.34,-0.15)","0.0002","1.0013",2896,2894,"0.00(0.00,0.01)","0.0002","1.0000",4632,4271,"",NA,"NA",NA,NA
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+UN+DB","0.00","2.10(1.38,2.83)","4.43(3.49,5.37)","6.43(5.04,7.75)","0.0002","0.0002","0.0002","1.0007","1.0015","1.0020",3005,2308,2207,3814,2840,2819,"0.79(0.68,0.89)","0.0002","1.0018",2855,3592,"0.18(0.10,0.25)","0.0002","1.0024",2870,2860,"-0.43(-0.55,-0.32)","0.0002","1.0008",2432,3080,"-0.27(-0.37,-0.18)","0.0002","1.0006",2463,3016,"",NA,"NA",NA,NA,"1.75(1.38,2.10)","0.0002","1.0015",1893,3165
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+PD+DB","0.00","1.46(0.73,2.20)","3.17(2.23,4.10)","4.64(3.32,5.98)","0.0002","0.0002","0.0002","1.0015","1.0019","1.0031",3138,2291,2211,3414,3112,2776,"0.79(0.68,0.90)","0.0002","1.0024",2427,3425,"0.16(0.08,0.24)","0.0002","1.0007",2951,3376,"-0.35(-0.47,-0.22)","0.0002","1.0018",2291,3251,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0002","1.0004",4609,4244,"1.67(1.31,2.04)","0.0002","1.0069",1585,2705
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+UN+PD+DB","0.00","2.01(1.23,2.77)","4.29(3.31,5.26)","6.02(4.63,7.46)","0.0002","0.0002","0.0002","1.0009","1.0014","1.0026",3097,2519,2426,3448,3245,2807,"0.67(0.58,0.76)","0.0002","1.0008",3584,3647,"0.15(0.07,0.23)","0.0006","1.0011",2826,3074,"",NA,"NA",NA,NA,"-0.24(-0.33,-0.14)","0.0002","1.0009",3082,3355,"0.01(0.00,0.01)","0.0002","1.0009",4572,3767,"1.09(0.81,1.36)","0.0002","1.0015",3001,3253
"K70_K76_C22","2011_2015",10,"SVI+SM+OB+UN+PD+DB","0.00","1.76(1.01,2.49)","3.66(2.71,4.62)","5.20(3.86,6.60)","0.0002","0.0002","0.0002","1.0020","1.0039","1.0044",1902,1314,1156,2992,2615,2579,"0.78(0.67,0.88)","0.0002","1.0031",1823,2634,"",NA,"NA",NA,NA,"-0.36(-0.49,-0.24)","0.0002","1.0030",1452,2382,"-0.26(-0.36,-0.17)","0.0002","1.0014",2278,2992,"0.01(0.00,0.01)","0.0002","1.0011",3138,3400,"1.57(1.21,1.94)","0.0002","1.0049",1091,2244
"K70_K76_C22","2011_2015",10,"SVI+PA+OB+UN+PD+DB","0.00","3.05(2.29,3.80)","6.06(5.09,7.02)","7.55(6.17,8.92)","0.0002","0.0002","0.0002","1.0012","1.0012","1.0007",3161,2391,2294,3222,3066,2516,"",NA,"NA",NA,NA,"0.03(-0.04,0.11)","0.4122","1.0012",2932,2968,"0.03(-0.08,0.14)","0.5663","1.0012",3109,3455,"-0.18(-0.28,-0.09)","0.0002","1.0004",2464,3126,"0.00(0.00,0.00)","0.0210","0.9997",4570,3760,"1.19(0.87,1.51)","0.0002","1.0020",2692,3408
"K70_K76_C22","2011_2015",10,"SVI+SM+PA+OB+UN+PD+DB","0.00","1.79(1.06,2.54)","3.84(2.88,4.80)","5.53(4.16,6.94)","0.0002","0.0002","0.0002","1.0037","1.0041","1.0032",2511,1734,1757,3476,2819,2910,"0.81(0.71,0.92)","0.0002","1.0023",2342,3286,"0.14(0.06,0.22)","0.0006","1.0004",2604,3146,"-0.36(-0.48,-0.24)","0.0002","1.0013",2140,3165,"-0.24(-0.34,-0.15)","0.0002","1.0019",2307,3266,"0.00(0.00,0.01)","0.0002","1.0006",4832,4292,"1.74(1.36,2.10)","0.0002","1.0015",1511,2831
