ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+UN+PD","0.00","2.31(1.67,2.95)","4.30(3.52,5.08)","6.87(5.79,7.96)","0.0002","0.0002","0.0002","1.0021","1.0007","1.0032",2333,1806,1660,3349,2847,2501,"",NA,"NA",NA,NA,"-0.12(-0.19,-0.05)","0.0035","1.0025",2178,3246,"0.33(0.25,0.41)","0.0002","1.0030",2480,3105,"-0.42(-0.50,-0.34)","0.0002","1.0020",2044,3074,"0.00(-0.00,0.00)","0.8921","0.9999",3862,4366,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+UN+DB","0.00","2.12(1.51,2.74)","3.82(3.04,4.56)","5.72(4.59,6.83)","0.0002","0.0002","0.0002","1.0020","1.0034","1.0013",2932,2512,2271,3088,3029,3268,"",NA,"NA",NA,NA,"-0.09(-0.16,-0.02)","0.0106","1.0023",2435,3032,"0.23(0.15,0.32)","0.0002","1.0023",2613,3249,"-0.43(-0.51,-0.34)","0.0002","1.0002",2276,2825,"",NA,"NA",NA,NA,"0.59(0.32,0.86)","0.0006","1.0007",2470,3205
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+PD+DB","0.00","1.48(0.83,2.11)","2.60(1.83,3.38)","4.00(2.83,5.20)","0.0002","0.0002","0.0002","1.0015","1.0022","1.0012",2349,1795,2034,2991,3104,2788,"",NA,"NA",NA,NA,"-0.05(-0.12,0.03)","0.1864","1.0028",1980,2027,"0.25(0.16,0.35)","0.0002","1.0013",2533,2949,"",NA,"NA",NA,NA,"0.00(-0.00,0.00)","0.1323","0.9997",4056,4153,"0.55(0.26,0.84)","0.0002","1.0017",2562,3106
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+UN+PD+DB","0.00","2.14(1.53,2.76)","3.84(3.06,4.58)","5.72(4.55,6.88)","0.0002","0.0002","0.0002","1.0012","1.0016","1.0006",2512,1847,1699,3405,3223,2597,"",NA,"NA",NA,NA,"-0.13(-0.21,-0.06)","0.0002","1.0028",1775,2484,"",NA,"NA",NA,NA,"-0.44(-0.52,-0.36)","0.0002","1.0010",1965,2944,"-0.00(-0.00,-0.00)","0.0390","1.0004",4232,3851,"0.96(0.71,1.20)","0.0002","1.0022",1776,2450
"N00_N29_C64_C65","2011_2015",10,"SVI+OB+UN+PD+DB","0.00","2.19(1.59,2.79)","4.03(3.26,4.80)","6.04(4.88,7.18)","0.0002","0.0002","0.0002","1.0016","1.0026","1.0033",2580,2128,1908,3612,2919,2805,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.26(0.17,0.34)","0.0002","1.0019",2857,3446,"-0.42(-0.49,-0.34)","0.0002","1.0015",2000,3082,"-0.00(-0.00,0.00)","0.4618","1.0006",3991,3632,"0.65(0.38,0.93)","0.0002","1.0000",2836,3309
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+UN+PD","0.00","1.91(1.31,2.53)","3.64(2.89,4.42)","6.45(5.42,7.50)","0.0002","0.0002","0.0002","1.0011","1.0012","1.0006",2419,2039,2119,2761,3156,2800,"0.28(0.20,0.36)","0.0002","1.0004",3514,3444,"-0.08(-0.15,-0.01)","0.0240","1.0020",2256,2902,"0.22(0.14,0.31)","0.0002","1.0008",2547,3146,"-0.43(-0.51,-0.35)","0.0002","1.0009",2337,2471,"0.00(-0.00,0.00)","0.3676","1.0004",4036,4357,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+UN+DB","0.00","1.68(1.06,2.28)","3.07(2.29,3.84)","5.12(4.00,6.23)","0.0002","0.0002","0.0002","1.0011","1.0023","1.0028",2990,2251,2226,3405,3339,3000,"0.31(0.23,0.40)","0.0002","1.0016",3379,3513,"-0.04(-0.11,0.03)","0.2489","1.0020",2177,2328,"0.07(-0.02,0.17)","0.1289","1.0019",2626,3116,"-0.44(-0.52,-0.37)","0.0002","1.0024",2253,2783,"",NA,"NA",NA,NA,"0.75(0.48,1.02)","0.0002","1.0012",2136,2974
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+PD+DB","0.00","1.00(0.35,1.62)","1.76(0.93,2.57)","3.25(2.04,4.43)","0.0048","0.0002","0.0002","1.0009","1.0014","1.0016",3013,2280,2283,3550,2953,2688,"0.30(0.21,0.39)","0.0002","1.0023",3726,3683,"-0.00(-0.07,0.07)","0.9321","1.0011",3036,3298,"0.11(0.01,0.21)","0.0235","1.0003",3461,3658,"",NA,"NA",NA,NA,"0.00(0.00,0.00)","0.0194","0.9999",4349,4066,"0.68(0.40,0.97)","0.0002","1.0007",3129,3251
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+UN+PD+DB","0.00","1.60(0.97,2.22)","2.92(2.08,3.72)","4.94(3.71,6.10)","0.0002","0.0002","0.0002","1.0014","1.0032","1.0023",2042,1583,1550,2963,2734,2637,"0.34(0.27,0.42)","0.0002","1.0007",2512,3101,"-0.06(-0.13,0.01)","0.1281","1.0022",1426,1983,"",NA,"NA",NA,NA,"-0.44(-0.52,-0.37)","0.0002","1.0010",1925,3071,"0.00(-0.00,0.00)","0.7975","1.0008",4159,3945,"0.86(0.63,1.10)","0.0002","1.0034",2040,2645
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+OB+UN+PD+DB","0.00","1.65(0.99,2.29)","3.06(2.25,3.86)","5.13(3.93,6.28)","0.0002","0.0002","0.0002","1.0016","1.0021","1.0021",2289,1786,1718,3008,2269,2265,"0.33(0.24,0.41)","0.0002","1.0008",3105,3376,"",NA,"NA",NA,NA,"0.09(-0.01,0.18)","0.0831","1.0013",2340,3057,"-0.43(-0.51,-0.35)","0.0002","1.0007",2118,3229,"0.00(-0.00,0.00)","0.6438","1.0015",3518,4160,"0.78(0.51,1.06)","0.0002","1.0013",2274,2820
"N00_N29_C64_C65","2011_2015",10,"SVI+PA+OB+UN+PD+DB","0.00","2.12(1.48,2.74)","3.84(3.05,4.60)","5.75(4.58,6.90)","0.0002","0.0002","0.0002","0.9998","1.0009","1.0003",2577,2060,1999,2781,3191,2635,"",NA,"NA",NA,NA,"-0.09(-0.17,-0.02)","0.0123","1.0015",2074,2293,"0.23(0.14,0.32)","0.0002","1.0022",2447,2841,"-0.43(-0.51,-0.35)","0.0002","1.0022",2216,2967,"-0.00(-0.00,0.00)","0.8971","1.0003",4650,4101,"0.59(0.32,0.88)","0.0002","1.0020",2969,3314
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+PA+OB+UN+PD+DB","0.00","1.63(0.99,2.24)","2.98(2.18,3.78)","4.99(3.80,6.16)","0.0002","0.0002","0.0002","1.0019","1.0017","1.0026",2639,2152,2013,3204,3046,2848,"0.32(0.23,0.40)","0.0002","1.0002",3086,3727,"-0.05(-0.12,0.02)","0.1931","1.0010",2431,3187,"0.08(-0.02,0.19)","0.1035","1.0021",2293,3121,"-0.44(-0.52,-0.36)","0.0002","0.9997",2476,3259,"0.00(-0.00,0.00)","0.4743","0.9997",4622,4449,"0.74(0.46,1.02)","0.0002","1.0022",2480,3151
