Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,National,101623,1512661979,6.4346,0.0203,6.3951,6.4743,6.43 ± 0.02
2006-2010,C91_C95,Leukemia,Leukemia,Census Region,Northeast,21424,274502288,6.8719,0.0473,6.7801,6.9645,6.87 ± 0.05
2006-2010,C91_C95,Leukemia,Leukemia,Census Region,Midwest,26960,330927436,7.5256,0.0461,7.436,7.6159,7.53 ± 0.05
2006-2010,C91_C95,Leukemia,Leukemia,Census Region,South,39153,555088977,6.922,0.0352,6.8536,6.9909,6.92 ± 0.04
2006-2010,C91_C95,Leukemia,Leukemia,Census Region,West,22608,352143278,6.7119,0.0449,6.6247,6.7999,6.71 ± 0.04
2006-2010,C91_C95,Leukemia,Leukemia,Census Region,National,110145,1512661979,7.0062,0.0212,6.9648,7.0477,7.01 ± 0.02
2006-2010,F01,Vascular Dementia (VD),VD,Census Region,Northeast,6177,274502288,1.8149,0.0232,1.7699,1.8608,1.81 ± 0.02
2006-2010,F01,Vascular Dementia (VD),VD,Census Region,Midwest,10374,330927436,2.7447,0.0271,2.6922,2.7981,2.74 ± 0.03
2006-2010,F01,Vascular Dementia (VD),VD,Census Region,South,15510,555088977,2.8541,0.0229,2.8094,2.8994,2.85 ± 0.02
2006-2010,F01,Vascular Dementia (VD),VD,Census Region,West,13900,352143278,4.1935,0.0357,4.1241,4.2638,4.19 ± 0.04
2006-2010,F01,Vascular Dementia (VD),VD,Census Region,National,45961,1512661979,2.8859,0.0135,2.8595,2.9124,2.89 ± 0.01
2006-2010,F03,Unspecified Dementia (UD),UD,Census Region,Northeast,81378,274502288,23.671,0.0834,23.5086,23.8342,23.67 ± 0.08
2006-2010,F03,Unspecified Dementia (UD),UD,Census Region,Midwest,102783,330927436,26.9603,0.0844,26.7957,27.1256,26.96 ± 0.08
2006-2010,F03,Unspecified Dementia (UD),UD,Census Region,South,156782,555088977,28.8725,0.073,28.7298,29.0158,28.87 ± 0.07
2006-2010,F03,Unspecified Dementia (UD),UD,Census Region,West,60519,352143278,18.2078,0.0742,18.063,18.3535,18.21 ± 0.07
2006-2010,F03,Unspecified Dementia (UD),UD,Census Region,National,401462,1512661979,25.1091,0.0397,25.0315,25.1869,25.11 ± 0.04
2006-2010,G10,Huntington's Disease (HD),HD,Census Region,Northeast,830,274502288,0.2709,0.0095,0.2528,0.29,0.27 ± 0.01
2006-2010,G10,Huntington's Disease (HD),HD,Census Region,Midwest,1226,330927436,0.3407,0.0098,0.3219,0.3604,0.34 ± 0.01
2006-2010,G10,Huntington's Disease (HD),HD,Census Region,South,1427,555088977,0.2412,0.0064,0.2289,0.2541,0.24 ± 0.01
2006-2010,G10,Huntington's Disease (HD),HD,Census Region,West,909,352143278,0.253,0.0085,0.2368,0.27,0.25 ± 0.01
2006-2010,G10,Huntington's Disease (HD),HD,Census Region,National,4392,1512661979,0.2714,0.0041,0.2634,0.2796,0.27 ± 0.00
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Northeast,5873,274502288,1.8865,0.0248,1.8385,1.9353,1.89 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,Midwest,7961,330927436,2.2195,0.025,2.171,2.2688,2.22 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,South,10590,555088977,1.8121,0.0177,1.7777,1.8469,1.81 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,West,6659,352143278,1.9369,0.0239,1.8906,1.984,1.94 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),ALS,Census Region,National,31083,1512661979,1.9453,0.0111,1.9237,1.9671,1.95 ± 0.01
2006-2010,G20,Parkinson's Disease (PD),PD,Census Region,Northeast,18582,274502288,5.7368,0.0423,5.6546,5.8199,5.74 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),PD,Census Region,Midwest,25730,330927436,7.0894,0.0444,7.003,7.1766,7.09 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),PD,Census Region,South,35139,555088977,6.4824,0.0346,6.4148,6.5506,6.48 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),PD,Census Region,West,22123,352143278,6.8468,0.0462,6.7569,6.9376,6.85 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),PD,Census Region,National,101574,1512661979,6.5467,0.0206,6.5065,6.5871,6.55 ± 0.02
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Northeast,169720,274502288,50.0254,0.1221,49.7877,50.264,50.03 ± 0.12
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,Midwest,243517,330927436,64.5781,0.1315,64.3219,64.8351,64.58 ± 0.13
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,South,359114,555088977,66.0639,0.1104,65.848,66.2803,66.06 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,West,198587,352143278,60.0115,0.135,59.7479,60.276,60.01 ± 0.14
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),NDD,Census Region,National,970938,1512661979,61.059,0.0621,60.9376,61.1805,61.06 ± 0.06
2006-2010,G30,Alzheimer's Disease (AD),AD,Census Region,Northeast,57710,274502288,16.9162,0.0708,16.7785,17.0548,16.92 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),AD,Census Region,Midwest,96669,330927436,25.5643,0.0826,25.4034,25.7259,25.56 ± 0.08
2006-2010,G30,Alzheimer's Disease (AD),AD,Census Region,South,141093,555088977,26.0427,0.0694,25.907,26.179,26.04 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),AD,Census Region,West,95386,352143278,28.8265,0.0936,28.6439,29.0101,28.83 ± 0.09
2006-2010,G30,Alzheimer's Disease (AD),AD,Census Region,National,390858,1512661979,24.5719,0.0394,24.495,24.6491,24.57 ± 0.04
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Northeast,145265,274502288,42.4021,0.1119,42.1844,42.6208,42.40 ± 0.11
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,Midwest,209826,330927436,55.2693,0.1212,55.033,55.5062,55.27 ± 0.12
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,South,313385,555088977,57.7694,0.1033,57.5673,57.972,57.77 ± 0.10
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,West,169805,352143278,51.2278,0.1246,50.9845,51.4721,51.23 ± 0.12
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,National,838281,1512661979,52.5669,0.0575,52.4544,52.6796,52.57 ± 0.06
2006-2010,I00-I99,I00-I99,I00_I99,Census Region,Northeast,808728,274502288,246.2143,0.2757,245.678,246.7515,246.21 ± 0.28
2006-2010,I00-I99,I00-I99,I00_I99,Census Region,Midwest,932394,330927436,251.9632,0.2625,251.4521,252.4752,251.96 ± 0.26
2006-2010,I00-I99,I00-I99,I00_I99,Census Region,South,1483767,555088971,264.0615,0.2177,263.6368,264.4867,264.06 ± 0.22
2006-2010,I00-I99,I00-I99,I00_I99,Census Region,West,764051,352143283,226.9552,0.261,226.4466,227.4646,226.96 ± 0.26
2006-2010,I00-I99,I00-I99,I00_I99,Census Region,National,3988940,1512661978,250.0934,0.1257,249.8481,250.339,250.09 ± 0.13
2006-2010,I00_I99,I00_I99,CVD,Census Region,Northeast,808728,274502288,246.2143,0.2757,245.678,246.7515,246.21 ± 0.28
2006-2010,I00_I99,I00_I99,CVD,Census Region,Midwest,932394,330927436,251.9632,0.2625,251.4521,252.4752,251.96 ± 0.26
2006-2010,I00_I99,I00_I99,CVD,Census Region,South,1483767,555088971,264.0615,0.2177,263.6368,264.4867,264.06 ± 0.22
2006-2010,I00_I99,I00_I99,CVD,Census Region,West,764051,352143283,226.9552,0.261,226.4466,227.4646,226.96 ± 0.26
2006-2010,I00_I99,I00_I99,CVD,Census Region,National,3988940,1512661978,250.0934,0.1257,249.8481,250.339,250.09 ± 0.13
2006-2010,I10_I15,I10_I15,HD,Census Region,Northeast,52625,274502288,16.0676,0.0706,15.9306,16.2055,16.07 ± 0.07
2006-2010,I10_I15,I10_I15,HD,Census Region,Midwest,64523,330927436,17.3442,0.0687,17.2106,17.4785,17.34 ± 0.07
2006-2010,I10_I15,I10_I15,HD,Census Region,South,114187,555088971,20.1858,0.06,20.0688,20.3032,20.19 ± 0.06
2006-2010,I10_I15,I10_I15,HD,Census Region,West,66110,352143278,19.4407,0.076,19.2928,19.5895,19.44 ± 0.08
2006-2010,I10_I15,I10_I15,HD,Census Region,National,297445,1512661973,18.526,0.0341,18.4595,18.5927,18.53 ± 0.03
2006-2010,I20_I25,I20_I25,IHD,Census Region,Northeast,443665,274502288,134.9782,0.204,134.5813,135.376,134.98 ± 0.20
2006-2010,I20_I25,I20_I25,IHD,Census Region,Midwest,459932,330927436,124.3712,0.1844,124.012,124.7312,124.37 ± 0.18
2006-2010,I20_I25,I20_I25,IHD,Census Region,South,708881,555088971,125.4892,0.1497,125.1972,125.7816,125.49 ± 0.15
2006-2010,I20_I25,I20_I25,IHD,Census Region,West,378495,352143278,112.2063,0.1834,111.8491,112.5644,112.21 ± 0.18
2006-2010,I20_I25,I20_I25,IHD,Census Region,National,1990973,1512661973,124.5701,0.0887,124.3971,124.7433,124.57 ± 0.09
2006-2010,I50,I50,HF,Census Region,Northeast,53594,274502288,15.8675,0.069,15.7335,16.0025,15.87 ± 0.07
2006-2010,I50,I50,HF,Census Region,Midwest,74233,330927436,19.6855,0.0726,19.5442,19.8277,19.69 ± 0.07
2006-2010,I50,I50,HF,Census Region,South,112669,555088971,20.3864,0.0609,20.2676,20.5058,20.39 ± 0.06
2006-2010,I50,I50,HF,Census Region,West,45939,352143278,13.7762,0.0645,13.6505,13.9028,13.78 ± 0.06
2006-2010,I50,I50,HF,Census Region,National,286435,1512661973,17.9373,0.0336,17.8716,18.0031,17.94 ± 0.03
2006-2010,I60_I69,I60_I69,Stroke,Census Region,Northeast,112533,274502288,34.3115,0.103,34.1113,34.5126,34.31 ± 0.10
2006-2010,I60_I69,I60_I69,Stroke,Census Region,Midwest,158793,330927436,42.9534,0.1084,42.7424,43.1652,42.95 ± 0.11
2006-2010,I60_I69,I60_I69,Stroke,Census Region,South,255386,555088971,45.8541,0.0911,45.6764,46.0323,45.85 ± 0.09
2006-2010,I60_I69,I60_I69,Stroke,Census Region,West,134615,352143278,40.3322,0.1104,40.1171,40.5483,40.33 ± 0.11
2006-2010,I60_I69,I60_I69,Stroke,Census Region,National,661327,1512661973,41.6849,0.0514,41.5845,41.7855,41.68 ± 0.05
2006-2010,X60_X69,X60_X69,NVS,Census Region,Northeast,4647,274502288,1.5994,0.0237,1.5538,1.6461,1.60 ± 0.02
2006-2010,X60_X69,X60_X69,NVS,Census Region,Midwest,7166,330927436,2.1169,0.0253,2.0682,2.1665,2.12 ± 0.03
2006-2010,X60_X69,X60_X69,NVS,Census Region,South,10580,555088971,1.8667,0.0183,1.8313,1.9026,1.87 ± 0.02
2006-2010,X60_X69,X60_X69,NVS,Census Region,West,9198,352143278,2.5766,0.0271,2.5242,2.6298,2.58 ± 0.03
2006-2010,X60_X69,X60_X69,NVS,Census Region,National,31591,1512661973,2.0312,0.0115,2.0089,2.0537,2.03 ± 0.01
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Northeast,24588,274502288,8.5806,0.0553,8.4737,8.6885,8.58 ± 0.06
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Midwest,37161,330927436,11.0455,0.0579,10.9335,11.1584,11.05 ± 0.06
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,South,68351,555088971,12.1175,0.0467,12.0268,12.2087,12.12 ± 0.05
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,West,45631,352143278,12.8574,0.0606,12.7397,12.9759,12.86 ± 0.06
2006-2010,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,National,175731,1512661973,11.3759,0.0273,11.3228,11.4293,11.38 ± 0.03
2006-2010,X70_X84,X70_X84,VS,Census Region,Northeast,19886,274502288,6.962,0.0499,6.8655,7.0594,6.96 ± 0.05
2006-2010,X70_X84,X70_X84,VS,Census Region,Midwest,29933,330927436,8.9098,0.052,8.8092,9.0114,8.91 ± 0.05
2006-2010,X70_X84,X70_X84,VS,Census Region,South,57639,555088971,10.2276,0.0429,10.1443,10.3114,10.23 ± 0.04
2006-2010,X70_X84,X70_X84,VS,Census Region,West,36325,352143278,10.2508,0.0542,10.1456,10.3567,10.25 ± 0.05
2006-2010,X70_X84,X70_X84,VS,Census Region,National,143783,1512661973,9.3217,0.0248,9.2735,9.37,9.32 ± 0.02
2006-2010,Y87.0,Y87.0,SI,Census Region,Northeast,55,274502288,0.0192,0.0026,0.0145,0.025,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,Census Region,Midwest,62,330927436,0.0187,0.0024,0.0144,0.024,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,Census Region,South,132,555088971,0.0232,0.002,0.0194,0.0276,0.02 ± 0.00
2006-2010,Y87.0,Y87.0,SI,Census Region,West,108,352143278,0.03,0.0029,0.0246,0.0363,0.03 ± 0.00
2006-2010,Y87.0,Y87.0,SI,Census Region,National,357,1512661973,0.0231,0.0012,0.0207,0.0256,0.02 ± 0.00
2011-2015,C00_C97,All-site Cancer,Cancer,Census Region,Northeast,548545,279661986,160.8981,0.2204,160.4726,161.3244,160.90 ± 0.22
2011-2015,C00_C97,All-site Cancer,Cancer,Census Region,Midwest,674453,336087772,171.0987,0.2112,170.6906,171.5075,171.10 ± 0.21
2011-2015,C00_C97,All-site Cancer,Cancer,Census Region,South,1106431,587581057,167.9894,0.1615,167.6765,168.3027,167.99 ± 0.16
2011-2015,C00_C97,All-site Cancer,Cancer,Census Region,West,583354,371900834,148.5615,0.1971,148.1805,148.9432,148.56 ± 0.20
2011-2015,C00_C97,All-site Cancer,Cancer,Census Region,National,2912783,1575231649,163.0716,0.0967,162.8844,163.259,163.07 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,Colorectal,Census Region,Northeast,48809,279661986,14.2405,0.0655,14.1145,14.3674,14.24 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,Colorectal,Census Region,Midwest,59979,336087772,15.2181,0.063,15.0965,15.3403,15.22 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,Colorectal,Census Region,South,99003,587581057,15.1003,0.0486,15.0064,15.1946,15.10 ± 0.05
2011-2015,C18_C21,Colorectal Cancer,Colorectal,Census Region,West,52546,371900834,13.3711,0.0591,13.2571,13.486,13.37 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,Colorectal,Census Region,National,260337,1575231649,14.5964,0.029,14.5403,14.6525,14.60 ± 0.03
2011-2015,C22,Liver Cancer,Liver,Census Region,Northeast,20808,279661986,6.0118,0.0423,5.9304,6.0941,6.01 ± 0.04
2011-2015,C22,Liver Cancer,Liver,Census Region,Midwest,22984,336087772,5.6949,0.0381,5.6215,5.769,5.69 ± 0.04
2011-2015,C22,Liver Cancer,Liver,Census Region,South,45890,587581057,6.7282,0.0318,6.6668,6.79,6.73 ± 0.03
2011-2015,C22,Liver Cancer,Liver,Census Region,West,28440,371900834,6.9605,0.0419,6.8798,7.0419,6.96 ± 0.04
2011-2015,C22,Liver Cancer,Liver,Census Region,National,118122,1575231649,6.4148,0.0189,6.3782,6.4515,6.41 ± 0.02
2011-2015,C25,Pancreatic Cancer,Pancreatic,Census Region,Northeast,38929,279661986,11.3523,0.0583,11.2398,11.4657,11.35 ± 0.06
2011-2015,C25,Pancreatic Cancer,Pancreatic,Census Region,Midwest,44598,336087772,11.2369,0.0539,11.1329,11.3417,11.24 ± 0.05
2011-2015,C25,Pancreatic Cancer,Pancreatic,Census Region,South,71794,587581057,10.8421,0.0409,10.7629,10.9217,10.84 ± 0.04
2011-2015,C25,Pancreatic Cancer,Pancreatic,Census Region,West,40775,371900834,10.3163,0.0518,10.2164,10.4169,10.32 ± 0.05
2011-2015,C25,Pancreatic Cancer,Pancreatic,Census Region,National,196096,1575231649,10.9092,0.0249,10.861,10.9576,10.91 ± 0.02
2011-2015,C34,Lung Cancer,Lung,Census Region,Northeast,140660,279661986,41.3317,0.1116,41.116,41.5483,41.33 ± 0.11
2011-2015,C34,Lung Cancer,Lung,Census Region,Midwest,188095,336087772,47.6122,0.1111,47.3973,47.8279,47.61 ± 0.11
2011-2015,C34,Lung Cancer,Lung,Census Region,South,313428,587581057,47.0172,0.0849,46.8528,47.1821,47.02 ± 0.08
2011-2015,C34,Lung Cancer,Lung,Census Region,West,133180,371900834,34.0323,0.0945,33.8498,34.2156,34.03 ± 0.09
2011-2015,C34,Lung Cancer,Lung,Census Region,National,775363,1575231649,43.1972,0.0496,43.1011,43.2934,43.20 ± 0.05
2011-2015,C50,Breast Cancer,Breast,Census Region,Northeast,39474,279661986,11.6344,0.0596,11.5199,11.7497,11.63 ± 0.06
2011-2015,C50,Breast Cancer,Breast,Census Region,Midwest,46575,336087772,11.8471,0.0558,11.7397,11.9552,11.85 ± 0.06
2011-2015,C50,Breast Cancer,Breast,Census Region,South,77441,587581057,11.8211,0.043,11.738,11.9046,11.82 ± 0.04
2011-2015,C50,Breast Cancer,Breast,Census Region,West,43089,371900834,10.8727,0.0531,10.7703,10.9759,10.87 ± 0.05
2011-2015,C50,Breast Cancer,Breast,Census Region,National,206579,1575231649,11.5857,0.0259,11.5358,11.6358,11.59 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,Census Region,Northeast,14054,279661986,4.1231,0.0353,4.0552,4.1919,4.12 ± 0.04
2011-2015,C56,Ovary Cancer,Ovarian,Census Region,Midwest,15744,336087772,3.9967,0.0323,3.9345,4.0596,4.00 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,Census Region,South,25173,587581057,3.8244,0.0244,3.7773,3.872,3.82 ± 0.02
2011-2015,C56,Ovary Cancer,Ovarian,Census Region,West,15828,371900834,3.9963,0.0322,3.9343,4.059,4.00 ± 0.03
2011-2015,C56,Ovary Cancer,Ovarian,Census Region,National,70799,1575231649,3.9565,0.0151,3.9274,3.9858,3.96 ± 0.02
2011-2015,C61,Prostate Cancer,Prostate,Census Region,Northeast,25739,279661986,7.4116,0.0468,7.3214,7.5028,7.41 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,Census Region,Midwest,31189,336087772,7.8737,0.0451,7.7866,7.9616,7.87 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,Census Region,South,50832,587581057,7.9191,0.0354,7.8504,7.9883,7.92 ± 0.04
2011-2015,C61,Prostate Cancer,Prostate,Census Region,West,31600,371900834,8.2269,0.0468,8.1364,8.3181,8.23 ± 0.05
2011-2015,C61,Prostate Cancer,Prostate,Census Region,National,139360,1575231649,7.8777,0.0213,7.8364,7.9191,7.88 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,Northeast,11627,279661986,3.3861,0.0318,3.3249,3.4482,3.39 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,Midwest,16718,336087772,4.2104,0.033,4.1468,4.2747,4.21 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,South,26513,587581057,4.006,0.0249,3.9579,4.0545,4.01 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,West,14088,371900834,3.5487,0.0303,3.4903,3.6078,3.55 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,Kidney,Census Region,National,68946,1575231649,3.8322,0.0148,3.8037,3.8609,3.83 ± 0.01
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,Northeast,19246,279661986,5.6921,0.0416,5.6119,5.7731,5.69 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,NHL,Census Region,Midwest,24155,336087772,6.1922,0.0404,6.1143,6.2708,6.19 ± 0.04
