Time_Period,ICD-10 Code,Outcome_Fullname,Outcome_Shortname,Stratification,Strata,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,West,242809,388977323,55.2949,0.1128,55.0751,55.5152,55.29 ± 0.11
2016-2020,G30_F01_F03,Dementia (AD+VD+UD),Dementia,Census Region,National,1202128,1627096605,60.3093,0.0553,60.2016,60.4172,60.31 ± 0.06
2016-2020,I00-I99,I00-I99,I00_I99,Census Region,Northeast,793732,280623842,207.8822,0.2374,207.4251,208.3401,207.88 ± 0.24
2016-2020,I00-I99,I00-I99,I00_I99,Census Region,Midwest,985807,339554183,227.7701,0.233,227.3207,228.2201,227.77 ± 0.23
2016-2020,I00-I99,I00-I99,I00_I99,Census Region,South,1699424,617941257,231.7153,0.1797,231.3671,232.064,231.72 ± 0.18
2016-2020,I00-I99,I00-I99,I00_I99,Census Region,West,868731,388977323,195.4823,0.2119,195.0714,195.8938,195.48 ± 0.21
2016-2020,I00-I99,I00-I99,I00_I99,Census Region,National,4347694,1627096605,218.5273,0.1061,218.3219,218.7328,218.53 ± 0.11
2016-2020,I00_I99,I00_I99,CVD,Census Region,Northeast,793732,280623842,207.8822,0.2374,207.4251,208.3401,207.88 ± 0.24
2016-2020,I00_I99,I00_I99,CVD,Census Region,Midwest,985807,339554183,227.7701,0.233,227.3207,228.2201,227.77 ± 0.23
2016-2020,I00_I99,I00_I99,CVD,Census Region,South,1699424,617941257,231.7153,0.1797,231.3671,232.064,231.72 ± 0.18
2016-2020,I00_I99,I00_I99,CVD,Census Region,West,868731,388977323,195.4823,0.2119,195.0714,195.8938,195.48 ± 0.21
2016-2020,I00_I99,I00_I99,CVD,Census Region,National,4347694,1627096605,218.5273,0.1061,218.3219,218.7328,218.53 ± 0.11
2016-2020,I10_I15,I10_I15,HD,Census Region,Northeast,78632,280623842,20.6642,0.0752,20.52,20.8092,20.66 ± 0.08
2016-2020,I10_I15,I10_I15,HD,Census Region,Midwest,98145,339554183,22.7207,0.0738,22.5788,22.8633,22.72 ± 0.07
2016-2020,I10_I15,I10_I15,HD,Census Region,South,201016,617941257,27.4869,0.0621,27.3668,27.6073,27.49 ± 0.06
2016-2020,I10_I15,I10_I15,HD,Census Region,West,109681,388977323,24.6238,0.0751,24.4783,24.7699,24.62 ± 0.08
2016-2020,I10_I15,I10_I15,HD,Census Region,National,487474,1627096605,24.542,0.0356,24.4731,24.611,24.54 ± 0.04
2016-2020,I20_I25,I20_I25,IHD,Census Region,Northeast,369073,280623842,96.5112,0.1615,96.2001,96.8231,96.51 ± 0.16
2016-2020,I20_I25,I20_I25,IHD,Census Region,Midwest,406483,339554183,93.7118,0.1493,93.424,94.0004,93.71 ± 0.15
2016-2020,I20_I25,I20_I25,IHD,Census Region,South,689683,617941257,93.124,0.1134,92.9043,93.344,93.12 ± 0.11
2016-2020,I20_I25,I20_I25,IHD,Census Region,West,364575,388977323,81.3841,0.1363,81.1201,81.6487,81.38 ± 0.14
2016-2020,I20_I25,I20_I25,IHD,Census Region,National,1829814,1627096605,91.4051,0.0684,91.2727,91.5377,91.41 ± 0.07
2016-2020,I50,I50,HF,Census Region,Northeast,72586,280623842,18.463,0.0694,18.3289,18.5978,18.46 ± 0.07
2016-2020,I50,I50,HF,Census Region,Midwest,104991,339554183,23.8736,0.0744,23.7294,24.0184,23.87 ± 0.07
2016-2020,I50,I50,HF,Census Region,South,164528,617941257,22.5402,0.056,22.4315,22.6494,22.54 ± 0.06
2016-2020,I50,I50,HF,Census Region,West,70674,388977323,15.9501,0.0604,15.8327,16.0681,15.95 ± 0.06
2016-2020,I50,I50,HF,Census Region,National,412779,1627096605,20.6363,0.0324,20.5734,20.6994,20.64 ± 0.03
2016-2020,I60_I69,I60_I69,Stroke,Census Region,Northeast,110935,280623842,29.1558,0.089,28.9845,29.3279,29.16 ± 0.09
2016-2020,I60_I69,I60_I69,Stroke,Census Region,Midwest,165317,339554183,38.2326,0.0953,38.0485,38.4173,38.23 ± 0.10
2016-2020,I60_I69,I60_I69,Stroke,Census Region,South,306685,617941257,42.0913,0.0767,41.9425,42.2406,42.09 ± 0.08
2016-2020,I60_I69,I60_I69,Stroke,Census Region,West,159649,388977323,36.2162,0.0915,36.0387,36.3943,36.22 ± 0.09
2016-2020,I60_I69,I60_I69,Stroke,Census Region,National,742586,1627096605,37.4871,0.044,37.4019,37.5725,37.49 ± 0.04
2016-2020,X60_X69,X60_X69,NVS,Census Region,Northeast,5080,280623842,1.6682,0.0242,1.6226,1.7147,1.67 ± 0.02
2016-2020,X60_X69,X60_X69,NVS,Census Region,Midwest,6689,339554183,1.9062,0.024,1.8608,1.9525,1.91 ± 0.02
2016-2020,X60_X69,X60_X69,NVS,Census Region,South,10343,617941257,1.595,0.0161,1.5644,1.6261,1.60 ± 0.02
2016-2020,X60_X69,X60_X69,NVS,Census Region,West,8704,388977323,2.1186,0.0232,2.0743,2.1636,2.12 ± 0.02
2016-2020,X60_X69,X60_X69,NVS,Census Region,National,30816,1627096605,1.7943,0.0105,1.7744,1.8145,1.79 ± 0.01
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Northeast,30640,280623842,10.2745,0.0605,10.1597,10.3901,10.27 ± 0.06
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Midwest,48431,339554183,13.9377,0.065,13.8139,14.0624,13.94 ± 0.07
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,South,90381,617941257,14.1598,0.0481,14.0676,14.2524,14.16 ± 0.05
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,West,59312,388977323,14.7013,0.0614,14.5832,14.8201,14.70 ± 0.06
2016-2020,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,National,228764,1627096605,13.5513,0.029,13.4958,13.6069,13.55 ± 0.03
2016-2020,X70_X84,X70_X84,VS,Census Region,Northeast,25534,280623842,8.5976,0.0554,8.4924,8.7037,8.60 ± 0.06
2016-2020,X70_X84,X70_X84,VS,Census Region,Midwest,41698,339554183,12.0187,0.0604,11.9036,12.1346,12.02 ± 0.06
2016-2020,X70_X84,X70_X84,VS,Census Region,South,79939,617941257,12.5495,0.0453,12.4627,12.6368,12.55 ± 0.05
2016-2020,X70_X84,X70_X84,VS,Census Region,West,50524,388977323,12.5626,0.0568,12.4533,12.6726,12.56 ± 0.06
2016-2020,X70_X84,X70_X84,VS,Census Region,National,197695,1627096605,11.7422,0.027,11.6905,11.7941,11.74 ± 0.03
2016-2020,Y87.0,Y87.0,SI,Census Region,Northeast,26,280623842,0.0087,0.0018,0.0057,0.0127,0.01 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Census Region,Midwest,44,339554183,0.0128,0.002,0.0093,0.0172,0.01 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Census Region,South,99,617941257,0.0152,0.0016,0.0124,0.0185,0.02 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Census Region,West,84,388977323,0.0201,0.0022,0.0161,0.0249,0.02 ± 0.00
2016-2020,Y87.0,Y87.0,SI,Census Region,National,253,1627096605,0.0147,0.0009,0.013,0.0167,0.01 ± 0.00
2021-2024,I00_I99,I00_I99,CVD,Census Region,Northeast,622264,211734981,231.0451,0.3021,230.4714,231.6199,231.05 ± 0.30
2021-2024,I00_I99,I00_I99,CVD,Census Region,Midwest,826416,272687327,258.6029,0.294,258.0456,259.161,258.60 ± 0.29
2021-2024,I00_I99,I00_I99,CVD,Census Region,South,1493336,513721603,264.9729,0.2232,264.5481,265.3982,264.97 ± 0.22
2021-2024,I00_I99,I00_I99,CVD,Census Region,West,749687,315130347,218.2896,0.259,217.7957,218.7843,218.29 ± 0.26
2021-2024,I00_I99,I00_I99,CVD,Census Region,National,3691703,1313274258,247.1784,0.1325,246.9264,247.4307,247.18 ± 0.13
2021-2024,I10_I15,I10_I15,HD,Census Region,Northeast,250235,211734981,111.1746,0.2299,110.7395,111.6111,111.17 ± 0.23
2021-2024,I10_I15,I10_I15,HD,Census Region,Midwest,345042,272687327,123.4411,0.2172,123.0295,123.8537,123.44 ± 0.22
2021-2024,I10_I15,I10_I15,HD,Census Region,South,691580,513721603,135.8325,0.1677,135.5125,136.153,135.83 ± 0.17
2021-2024,I10_I15,I10_I15,HD,Census Region,West,379283,315130347,121.6728,0.2029,121.2859,122.0606,121.67 ± 0.20
2021-2024,I10_I15,I10_I15,HD,Census Region,National,1666140,1313274258,125.737,0.1002,125.5461,125.9281,125.74 ± 0.10
2021-2024,I20_I25,I20_I25,IHD,Census Region,Northeast,439570,211734981,182.0501,0.2851,181.5123,182.5891,182.05 ± 0.29
2021-2024,I20_I25,I20_I25,IHD,Census Region,Midwest,552879,272687327,189.1454,0.2639,188.6471,189.6446,189.15 ± 0.26
2021-2024,I20_I25,I20_I25,IHD,Census Region,South,1025133,513721603,194.8035,0.1982,194.4265,195.1809,194.80 ± 0.20
2021-2024,I20_I25,I20_I25,IHD,Census Region,West,558584,315130347,173.9966,0.2399,173.5406,174.4535,174.00 ± 0.24
2021-2024,I20_I25,I20_I25,IHD,Census Region,National,2576166,1313274258,186.7918,0.1201,186.5637,187.02,186.79 ± 0.12
2021-2024,I50,I50,HF,Census Region,Northeast,61800,211734981,21.7475,0.0889,21.5764,21.9197,21.75 ± 0.09
2021-2024,I50,I50,HF,Census Region,Midwest,88092,272687327,26.4276,0.0908,26.2534,26.6027,26.43 ± 0.09
2021-2024,I50,I50,HF,Census Region,South,141284,513721603,24.4745,0.0665,24.347,24.6024,24.47 ± 0.07
2021-2024,I50,I50,HF,Census Region,West,62352,315130347,17.7493,0.0723,17.6103,17.8892,17.75 ± 0.07
2021-2024,I50,I50,HF,Census Region,National,353528,1313274258,22.9313,0.0393,22.8558,23.0071,22.93 ± 0.04
2021-2024,I60_I69,I60_I69,Stroke,Census Region,Northeast,266997,211734981,116.5345,0.2334,116.0929,116.9774,116.53 ± 0.23
2021-2024,I60_I69,I60_I69,Stroke,Census Region,Midwest,381378,272687327,133.3811,0.2232,132.9581,133.8051,133.38 ± 0.22
2021-2024,I60_I69,I60_I69,Stroke,Census Region,South,743510,513721603,143.5605,0.1708,143.2343,143.8872,143.56 ± 0.17
2021-2024,I60_I69,I60_I69,Stroke,Census Region,West,404990,315130347,128.4511,0.2072,128.0558,128.8473,128.45 ± 0.21
2021-2024,I60_I69,I60_I69,Stroke,Census Region,National,1796875,1313274258,133.2675,0.1022,133.0727,133.4625,133.27 ± 0.10
2021-2024,X60_X69,X60_X69,NVS,Census Region,Northeast,3860,211734981,1.9025,0.0314,1.8429,1.9634,1.90 ± 0.03
2021-2024,X60_X69,X60_X69,NVS,Census Region,Midwest,5018,272687327,2.0232,0.0292,1.9676,2.08,2.02 ± 0.03
2021-2024,X60_X69,X60_X69,NVS,Census Region,South,7499,513721603,1.5824,0.0187,1.5468,1.6187,1.58 ± 0.02
2021-2024,X60_X69,X60_X69,NVS,Census Region,West,6639,315130347,2.2564,0.0284,2.2025,2.3114,2.26 ± 0.03
2021-2024,X60_X69,X60_X69,NVS,Census Region,National,23016,1313274258,1.886,0.0127,1.8617,1.9105,1.89 ± 0.01
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Northeast,24576,211734981,12.1108,0.079,11.9598,12.2632,12.11 ± 0.08
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,Midwest,40822,272687327,16.1661,0.0818,16.0096,16.3237,16.17 ± 0.08
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,South,78012,513721603,16.2302,0.0593,16.1165,16.3445,16.23 ± 0.06
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,West,49308,315130347,16.607,0.0765,16.4608,16.7543,16.61 ± 0.08
2021-2024,X60_X84_Y87.0,X60_X84_Y87.0,Suicide,Census Region,National,192718,1313274258,15.619,0.0363,15.5494,15.6889,15.62 ± 0.04
2021-2024,X70_X84,X70_X84,VS,Census Region,Northeast,20417,211734981,10.0597,0.0719,9.9222,10.1987,10.06 ± 0.07
2021-2024,X70_X84,X70_X84,VS,Census Region,Midwest,35366,272687327,13.9641,0.0759,13.8189,14.1104,13.96 ± 0.08
2021-2024,X70_X84,X70_X84,VS,Census Region,South,69776,513721603,14.4904,0.056,14.383,14.5983,14.49 ± 0.06
2021-2024,X70_X84,X70_X84,VS,Census Region,West,42186,315130347,14.1818,0.0706,14.0468,14.3178,14.18 ± 0.07
2021-2024,X70_X84,X70_X84,VS,Census Region,National,167745,1313274258,13.5701,0.0338,13.5053,13.6352,13.57 ± 0.03
2021-2024,Y87.0,Y87.0,SI,Census Region,Northeast,299,211734981,0.1486,0.0088,0.1322,0.1665,0.15 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Census Region,Midwest,438,272687327,0.1788,0.0087,0.1624,0.1963,0.18 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Census Region,South,737,513721603,0.1574,0.0059,0.1462,0.1691,0.16 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Census Region,West,483,315130347,0.1688,0.0079,0.1541,0.1846,0.17 ± 0.01
2021-2024,Y87.0,Y87.0,SI,Census Region,National,1957,1313274258,0.1629,0.0038,0.1558,0.1703,0.16 ± 0.00
