ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
"C76_C80","2000_2005","2011_2015",10,"EQI_Disadvantaged","0.05(-9.76,9.79)","0.998","0.00","-0.46(-1.26,0.36)","-0.91(-1.78,-0.06)*","-0.56(-2.22,1.10)","-0.51(-10.46,9.23)"
"C76_C80","2000_2005","2011_2015",10,"Air_Unbalanced","-2.37(-3.79,-0.99)***","0.001","0.00","-2.21(-3.62,-0.79)**","-2.52(-3.85,-1.19)***","-2.70(-3.92,-1.49)***","-2.91(-4.17,-1.70)***"
"C76_C80","2000_2005","2011_2015",10,"Air_Disadvantaged","-0.83(-2.56,0.90)","0.348","0.00","-1.78(-2.77,-0.80)***","-0.36(-1.34,0.61)","-0.71(-1.80,0.39)","-1.38(-2.96,0.16)"
"C76_C80","2000_2005","2011_2015",10,"Built_Unbalanced","0.24(-1.23,1.71)","0.756","0.00","0.25(-0.97,1.45)","-0.05(-1.22,1.14)","-0.78(-1.89,0.32)","-0.13(-1.27,1.01)"
"C76_C80","2000_2005","2011_2015",10,"Built_Disadvantaged","1.30(-0.78,3.43)","0.234","0.00","-0.05(-0.84,0.77)","0.09(-0.88,1.06)","0.85(-0.35,2.05)","0.93(-0.94,2.79)"
"C76_C80","2000_2005","2011_2015",10,"Water_Unbalanced","0.03(-9.82,10.02)","0.980","0.00","0.58(-0.26,1.42)","1.49(-2.79,5.81)","0.98(-9.39,11.19)","1.24(-9.03,11.63)"
"C76_C80","2000_2005","2011_2015",10,"Water_Disadvantaged","0.64(-2.28,3.56)","0.671","0.00","0.65(-0.63,1.89)","1.28(-0.02,2.56)","0.99(-0.38,2.33)","1.85(0.38,3.32)*"
"C76_C80","2000_2005","2011_2015",10,"Land_Unbalanced","1.11(-0.33,2.52)","0.129","0.00","0.49(-0.57,1.57)","0.08(-1.00,1.15)","0.89(-0.19,1.95)","0.78(-0.38,1.93)"
"C76_C80","2000_2005","2011_2015",10,"Land_Disadvantaged","-0.80(-2.71,1.12)","0.414","0.00","0.54(-0.29,1.36)","-0.84(-1.78,0.12)","1.43(0.09,2.75)*","-1.13(-2.92,0.64)"
"C76_C80","2000_2005","2011_2015",10,"Social_Unbalanced","1.01(-0.43,2.54)","0.185","0.00","0.64(-0.46,1.73)","0.36(-0.73,1.46)","-0.07(-1.19,1.04)","-0.72(-1.88,0.47)"
"C76_C80","2000_2005","2011_2015",10,"Social_Disadvantaged","0.99(-0.88,2.80)","0.294","0.00","-0.99(-1.78,-0.17)*","-0.37(-1.37,0.63)","-1.74(-3.04,-0.45)**","-0.75(-2.35,0.87)"
"C76_C80","2006_2010","2011_2015",5,"EQI_Unbalanced","-1.66(-3.10,-0.18)*","0.029","0.00","-1.35(-2.37,-0.32)**","-1.69(-2.77,-0.63)**","-1.92(-3.11,-0.75)**","-1.91(-3.23,-0.56)**"
"C76_C80","2006_2010","2011_2015",5,"EQI_Disadvantaged","-2.31(-3.62,-1.02)***","0.001","0.00","-0.76(-1.85,0.30)","-0.01(-1.10,1.07)","-0.98(-2.05,0.09)","-2.56(-3.69,-1.46)***"
"C76_C80","2006_2010","2011_2015",5,"Air_Unbalanced","-1.16(-2.49,0.15)","0.083","0.00","0.30(-0.83,1.40)","-0.67(-1.77,0.43)","0.08(-1.07,1.21)","-0.52(-1.68,0.63)"
"C76_C80","2006_2010","2011_2015",5,"Air_Disadvantaged","0.70(-0.64,2.03)","0.323","0.00","0.13(-0.83,1.11)","1.67(0.59,2.73)**","0.86(-0.17,1.89)","1.34(0.14,2.52)*"
"C76_C80","2006_2010","2011_2015",5,"Built_Unbalanced","-1.44(-2.79,-0.06)*","0.040","0.00","-1.88(-2.97,-0.81)***","-2.07(-3.19,-0.93)***","-2.64(-3.75,-1.57)***","-2.52(-3.71,-1.34)***"
"C76_C80","2006_2010","2011_2015",5,"Built_Disadvantaged","-2.09(-3.50,-0.69)**","0.003","0.00","-1.04(-2.50,0.38)","-1.94(-3.30,-0.59)**","-2.13(-3.47,-0.79)**","-3.17(-4.39,-1.95)***"
"C76_C80","2006_2010","2011_2015",5,"Water_Unbalanced","-0.02(-9.77,10.06)","0.995","0.00","0.68(-0.05,1.42)","1.14(-1.74,4.10)","0.11(-2.58,2.85)","-0.54(-10.42,9.69)"
"C76_C80","2006_2010","2011_2015",5,"Water_Disadvantaged","-0.59(-2.64,1.43)","0.568","0.00","-2.70(-3.91,-1.47)***","-0.96(-2.20,0.31)","-0.72(-1.99,0.55)","-1.11(-2.49,0.24)"
"C76_C80","2006_2010","2011_2015",5,"Land_Unbalanced","-0.87(-2.16,0.39)","0.170","0.00","-0.34(-1.40,0.70)","-0.56(-1.56,0.47)","-0.35(-1.40,0.70)","-0.79(-1.86,0.28)"
"C76_C80","2006_2010","2011_2015",5,"Land_Disadvantaged","-0.85(-2.21,0.52)","0.219","0.00","0.61(-0.30,1.50)","-0.98(-1.92,-0.04)*","0.08(-1.04,1.23)","-0.77(-1.92,0.37)"
"C76_C80","2006_2010","2011_2015",5,"Social_Unbalanced","-0.79(-2.29,0.70)","0.299","0.00","0.04(-0.86,0.96)","1.48(0.51,2.45)**","0.52(-0.49,1.54)","0.56(-0.56,1.72)"
"C76_C80","2006_2010","2011_2015",5,"Social_Disadvantaged","-0.14(-1.97,1.69)","0.880","0.00","0.56(-1.15,2.29)","1.23(-0.39,2.86)","1.36(-0.26,2.97)","1.21(-0.34,2.81)"
"C76_C80","2006_2010","2016_2020",10,"EQI_Unbalanced","-0.31(-1.76,1.19)","0.687","0.00","-0.92(-1.94,0.10)","-1.15(-2.19,-0.10)*","-1.22(-2.39,-0.08)*","-0.80(-2.11,0.51)"
"C76_C80","2006_2010","2016_2020",10,"EQI_Disadvantaged","-1.45(-2.82,-0.07)*","0.037","0.00","-0.95(-2.03,0.16)","-0.83(-1.89,0.24)","-2.61(-3.68,-1.50)***","-1.95(-3.08,-0.79)**"
"C76_C80","2006_2010","2016_2020",10,"Air_Unbalanced","-0.84(-2.19,0.50)","0.226","0.00","-0.55(-1.65,0.56)","-0.54(-1.62,0.55)","-0.40(-1.57,0.75)","-0.46(-1.67,0.74)"
"C76_C80","2006_2010","2016_2020",10,"Air_Disadvantaged","-0.59(-2.01,0.83)","0.415","0.00","-0.76(-1.72,0.18)","-0.53(-1.58,0.50)","-0.19(-1.23,0.87)","-0.21(-1.48,1.04)"
"C76_C80","2006_2010","2016_2020",10,"Built_Unbalanced","-0.28(-1.70,1.09)","0.684","0.00","-0.18(-1.23,0.88)","-1.37(-2.48,-0.27)*","-1.08(-2.18,0.01)","-1.03(-2.27,0.16)"
"C76_C80","2006_2010","2016_2020",10,"Built_Disadvantaged","-0.94(-2.37,0.45)","0.182","0.00","0.35(-1.09,1.76)","-0.22(-1.57,1.11)","-1.12(-2.43,0.20)","-1.69(-2.90,-0.45)**"
"C76_C80","2006_2010","2016_2020",10,"Water_Unbalanced","0.01(-9.84,9.78)","0.995","0.00","0.56(-0.19,1.30)","1.81(-1.11,4.76)","-0.18(-2.95,2.65)","-0.66(-10.54,9.11)"
"C76_C80","2006_2010","2016_2020",10,"Water_Disadvantaged","-0.21(-2.20,1.81)","0.850","0.00","-0.43(-1.63,0.77)","0.08(-1.15,1.30)","0.46(-0.81,1.70)","-0.88(-2.22,0.45)"
"C76_C80","2006_2010","2016_2020",10,"Land_Unbalanced","-0.57(-1.88,0.70)","0.393","0.00","-0.01(-1.08,1.06)","-0.36(-1.40,0.67)","-0.52(-1.60,0.53)","-0.69(-1.79,0.43)"
"C76_C80","2006_2010","2016_2020",10,"Land_Disadvantaged","0.61(-0.84,2.02)","0.396","0.00","0.16(-0.73,1.06)","-0.19(-1.16,0.75)","0.62(-0.50,1.76)","0.49(-0.72,1.72)"
"C76_C80","2006_2010","2016_2020",10,"Social_Unbalanced","0.03(-1.49,1.53)","0.964","0.00","0.40(-0.51,1.32)","0.26(-0.67,1.23)","0.92(-0.11,1.95)","0.47(-0.64,1.61)"
"C76_C80","2006_2010","2016_2020",10,"Social_Disadvantaged","2.08(0.19,3.90)*","0.031","0.00","0.58(-1.13,2.25)","0.55(-1.10,2.21)","1.40(-0.24,3.04)","2.52(0.92,4.09)**"
