ICD_Code,EQI_Period,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,Smoking_rate,Heavy_Drinking_rate,Physical_Activities_rate,Obesity_rate,Forest_Coverage,Uninsured_rate,Physician_Density_per100k,AQS_Number,Homeownership_rate,Diabetes_Prevalence_rate
"K70_K76_C22","2006_2010","2016_2020",10,"EQI+A+B","0.00","0.57(-0.36,1.53)","0.45(-0.53,1.43)","0.09(-0.97,1.11)","-0.64(-1.72,0.45)","0.2312","0.3807","0.8760","0.2662","1.0019","1.0033","1.0044","1.0034",1821,1565,1421,1401,2676,2504,2199,1927,"4.25(3.80,4.68)","-0.08(-0.55,0.36)","1.32(0.52,2.10)","-1.46(-2.11,-0.81)","0.39(0.02,0.75)","0.52(-0.17,1.21)","1.12(0.83,1.40)","-0.03(-0.28,0.22)","0.56(0.25,0.88)","5.07(4.35,5.75)"
"K70_K76_C22","2006_2010","2016_2020",10,"+Smoking_rate","0.00","0.76(-0.20,1.74)","0.71(-0.31,1.68)","-0.09(-1.13,0.96)","-1.02(-2.11,0.07)","0.1272","0.1752","0.8765","0.0687","1.0001","1.0008","1.0007","1.0003",2470,2227,2098,2006,2952,2882,2836,2983,"4.12(3.81,4.44)","","","","","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Heavy_Drinking_rate","0.00","0.01(-1.04,1.05)","-0.46(-1.53,0.61)","-1.66(-2.77,-0.48)","-3.21(-4.40,-2.03)","0.9730","0.4081","0.0042","0.0002","1.0016","1.0018","1.0021","1.0026",2414,2208,1959,2090,2767,3035,2799,2864,"","-1.53(-1.95,-1.10)","","","","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Physical_Activities_rate","0.00","0.15(-0.86,1.12)","-0.15(-1.20,0.86)","-1.10(-2.22,-0.06)","-2.23(-3.37,-1.13)","0.7591","0.8015","0.0372","0.0002","1.0016","1.0009","1.0018","1.0020",2322,2227,1846,1885,2919,2930,2436,2715,"","","-3.83(-4.21,-3.44)","","","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Obesity_rate","0.00","0.22(-0.77,1.25)","0.03(-1.02,1.13)","-1.09(-2.21,0.08)","-2.49(-3.63,-1.33)","0.6841","0.9640","0.0672","0.0002","1.0013","1.0019","1.0036","1.0029",1980,1717,1558,1616,2794,2403,2391,2535,"","","","3.09(2.72,3.49)","","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Forest_Coverage","0.00","0.21(-0.81,1.25)","-0.06(-1.15,1.04)","-1.07(-2.23,0.06)","-2.48(-3.66,-1.28)","0.6881","0.8965","0.0677","0.0002","1.0001","1.0009","1.0010","1.0004",2099,2054,1817,1835,2895,2989,2649,2607,"","","","","0.95(0.57,1.34)","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Uninsured_rate","0.00","0.54(-0.49,1.65)","0.40(-0.71,1.49)","-0.48(-1.59,0.67)","-1.79(-2.97,-0.62)","0.3277","0.4826","0.4006","0.0067","1.0005","1.0003","1.0004","1.0015",2175,1743,1652,1649,2637,2277,2538,2501,"","","","","","2.72(2.07,3.38)","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Physician_Density_per100k","0.00","0.25(-0.78,1.28)","-0.02(-1.14,1.09)","-1.18(-2.32,-0.08)","-2.75(-3.89,-1.61)","0.6251","0.9640","0.0352","0.0002","1.0010","1.0018","1.0005","1.0015",2110,1941,1813,1745,2920,2221,2234,2564,"","","","","","","-0.42(-0.68,-0.16)","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+AQS_Number","0.00","0.26(-0.80,1.31)","-0.02(-1.11,1.09)","-1.07(-2.18,0.04)","-2.59(-3.78,-1.45)","0.6181","0.9740","0.0582","0.0002","1.0017","1.0010","1.0016","1.0005",2109,1949,1742,1778,2653,2672,2570,2674,"","","","","","","","-0.07(-0.33,0.20)","",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Homeownership_rate","0.00","0.25(-0.75,1.31)","-0.01(-1.10,1.08)","-1.03(-2.15,0.14)","-2.54(-3.69,-1.34)","0.6336","0.9890","0.0837","0.0002","1.0017","1.0025","1.0044","1.0026",2144,1708,1614,1593,3061,2774,2294,2657,"","","","","","","","","-0.14(-0.43,0.14)",""
"K70_K76_C22","2006_2010","2016_2020",10,"+Diabetes_Prevalence_rate","0.00","-0.13(-1.10,0.85)","-0.39(-1.42,0.61)","-1.30(-2.42,-0.21)","-2.60(-3.69,-1.49)","0.7981","0.4801","0.0142","0.0002","1.0017","1.0000","1.0026","1.0012",1948,1817,1927,1881,2957,2418,2518,2519,"","","","","","","","","","4.36(3.97,4.75)"
"K70_K76_C22","2006_2010","2021_2024",15,"EQI+A","0.00","0.02(-1.56,1.52)","0.20(-1.39,1.81)","-1.49(-3.17,0.17)","-2.88(-4.66,-1.15)","0.9760","0.8075","0.0837","0.0012","1.0030","1.0040","1.0030","1.0047",1224,1080,1078,1065,2316,2050,1943,1914,"5.39(4.69,6.09)","-0.42(-1.10,0.27)","-0.89(-1.94,0.20)","1.32(0.37,2.29)","","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"EQI+B","0.00","-0.86(-2.44,0.69)","-0.86(-2.53,0.78)","-2.51(-4.25,-0.78)","-4.12(-5.88,-2.35)","0.2812","0.3062","0.0042","0.0002","1.0008","1.0008","1.0010","1.0019",1881,1649,1492,1476,2442,2718,2255,2230,"","","","","1.83(1.26,2.41)","1.97(0.90,3.05)","0.85(0.36,1.36)","-0.29(-0.72,0.15)","1.21(0.70,1.74)","7.47(6.74,8.22)"
"K70_K76_C22","2006_2010","2021_2024",15,"EQI+A+B","0.00","-0.06(-1.53,1.46)","0.25(-1.36,1.79)","-1.03(-2.68,0.68)","-2.13(-3.93,-0.31)","0.9285","0.7661","0.2407","0.0237","1.0002","1.0002","1.0005","1.0000",1629,1478,1347,1366,2310,2434,1871,2261,"6.35(5.62,7.06)","-0.61(-1.26,0.08)","3.04(1.83,4.29)","-0.61(-1.69,0.46)","0.82(0.20,1.42)","1.72(0.57,2.83)","1.40(0.92,1.88)","-0.29(-0.70,0.12)","0.81(0.31,1.32)","7.12(6.00,8.21)"
"K70_K76_C22","2006_2010","2021_2024",15,"+Smoking_rate","0.00","0.47(-1.08,2.02)","0.70(-0.95,2.33)","-0.83(-2.51,0.90)","-2.20(-3.97,-0.37)","0.5636","0.4101","0.3402","0.0142","1.0056","1.0072","1.0080","1.0096",1189,1010,1012,1015,1930,2058,1919,1870,"6.61(6.09,7.14)","","","","","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Heavy_Drinking_rate","0.00","-0.88(-2.54,0.83)","-1.18(-2.90,0.58)","-3.47(-5.28,-1.62)","-5.85(-7.76,-4.01)","0.2922","0.1817","0.0002","0.0002","1.0052","1.0067","1.0057","1.0052",1850,1624,1475,1441,2719,2088,2694,2219,"","-2.37(-3.05,-1.68)","","","","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Physical_Activities_rate","0.00","-0.58(-2.23,0.99)","-0.57(-2.20,1.08)","-2.50(-4.20,-0.74)","-4.12(-5.82,-2.35)","0.4791","0.5026","0.0032","0.0002","1.0028","1.0038","1.0037","1.0036",1578,1248,1214,1258,2357,2157,2068,2254,"","","-6.23(-6.83,-5.60)","","","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Obesity_rate","0.00","-0.72(-2.33,0.80)","-0.53(-2.25,1.21)","-2.76(-4.50,-1.06)","-4.82(-6.62,-3.00)","0.3712","0.5071","0.0032","0.0002","1.0064","1.0056","1.0054","1.0043",1448,1475,1366,1422,2653,2120,2350,2226,"","","","5.77(5.19,6.37)","","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Forest_Coverage","0.00","-0.41(-2.02,1.22)","-0.48(-2.22,1.26)","-2.48(-4.26,-0.74)","-4.57(-6.39,-2.74)","0.6186","0.5831","0.0052","0.0002","1.0021","1.0018","1.0027","1.0030",1861,1662,1482,1504,2599,2323,2458,2369,"","","","","1.75(1.15,2.34)","","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Uninsured_rate","0.00","0.04(-1.59,1.68)","0.14(-1.61,1.91)","-1.63(-3.42,0.19)","-3.55(-5.38,-1.62)","0.9635","0.8805","0.0812","0.0002","1.0011","1.0017","1.0027","1.0027",1786,1536,1427,1432,2402,2025,2073,1719,"","","","","","5.23(4.17,6.30)","","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Physician_Density_per100k","0.00","-0.45(-2.05,1.18)","-0.53(-2.25,1.17)","-2.92(-4.68,-1.13)","-5.30(-7.16,-3.43)","0.5856","0.5341","0.0022","0.0002","1.0016","1.0011","1.0022","1.0031",1824,1763,1614,1534,2646,2480,2436,2276,"","","","","","","-1.30(-1.71,-0.90)","","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+AQS_Number","0.00","-0.22(-1.84,1.41)","-0.25(-1.97,1.48)","-2.35(-4.18,-0.55)","-4.64(-6.55,-2.82)","0.7981","0.7621","0.0132","0.0002","1.0017","1.0016","1.0015","1.0026",1735,1546,1374,1429,2565,2252,2106,2445,"","","","","","","","-0.66(-1.11,-0.24)","",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Homeownership_rate","0.00","-0.37(-1.96,1.34)","-0.45(-2.18,1.30)","-2.57(-4.39,-0.76)","-4.91(-6.74,-2.99)","0.6681","0.6226","0.0047","0.0002","1.0028","1.0039","1.0043","1.0038",1644,1328,1244,1281,2580,2298,2193,2312,"","","","","","","","","0.23(-0.23,0.67)",""
"K70_K76_C22","2006_2010","2021_2024",15,"+Diabetes_Prevalence_rate","0.00","-1.22(-2.82,0.35)","-1.16(-2.81,0.50)","-3.08(-4.85,-1.38)","-4.98(-6.77,-3.26)","0.1287","0.1657","0.0002","0.0002","1.0025","1.0033","1.0023","1.0031",1603,1529,1479,1423,2390,2197,2457,2428,"","","","","","","","","","7.08(6.43,7.72)"
