ICD_Code,EQI_Period,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,Smoking_rate,Heavy_Drinking_rate,Physical_Activities_rate,Obesity_rate,Forest_Coverage,Uninsured_rate,Physician_Density_per100k,AQS_Number,Homeownership_rate,Diabetes_Prevalence_rate
"C00_C97","2000_2005","2006_2010",5,"+AQS_Number","0.00","14.78(11.48,18.01)","14.47(11.17,17.70)","12.53(9.22,15.91)","5.99(2.11,9.49)","0.0002","0.0002","0.0002","0.0012","1.0021","1.0032","1.0031","1.0042",1948,1652,1510,1274,2564,2432,1977,2240,"","","","","","","","1.33(0.24,2.38)","",""
"C00_C97","2000_2005","2006_2010",5,"+Homeownership_rate","0.00","14.77(11.61,18.00)","14.66(11.41,17.92)","12.83(9.53,16.21)","7.12(3.51,10.80)","0.0002","0.0002","0.0002","0.0002","1.0025","1.0014","1.0004","1.0001",1833,1624,1659,1596,2707,2119,2589,2314,"","","","","","","","","-0.59(-1.85,0.61)",""
"C00_C97","2000_2005","2006_2010",5,"+Diabetes_Prevalence_rate","0.00","17.38(14.21,20.62)","20.27(16.98,23.53)","21.15(17.81,24.55)","18.31(14.62,21.96)","0.0002","0.0002","0.0002","0.0002","1.0008","1.0020","1.0006","1.0006",1633,1558,1477,1526,2130,2161,2218,2351,"","","","","","","","","","16.49(14.55,18.42)"
"C00_C97","2000_2005","2011_2015",10,"EQI+A","0.00","15.79(12.91,18.68)","20.38(17.48,23.26)","23.84(20.63,26.99)","27.92(24.27,31.53)","0.0002","0.0002","0.0002","0.0002","1.0053","1.0055","1.0053","1.0047",1897,1710,1575,1540,2487,2351,2117,1815,"16.69(15.11,18.24)","-3.33(-4.88,-1.69)","-4.70(-6.79,-2.57)","1.35(-0.62,3.31)","","","","","",""
"C00_C97","2000_2005","2011_2015",10,"EQI+B","0.00","17.19(14.21,19.94)","19.67(16.63,22.49)","20.29(16.89,23.52)","15.12(11.13,18.92)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0007","1.0006","1.0010",1922,1517,1359,1321,2464,1930,1968,1766,"","","","","5.16(3.88,6.42)","-4.46(-6.60,-2.35)","2.08(0.92,3.26)","0.31(-0.66,1.30)","2.40(1.18,3.60)","18.71(16.80,20.67)"
"C00_C97","2000_2005","2011_2015",10,"EQI+A+B","0.00","15.38(12.47,18.17)","18.67(15.72,21.57)","20.27(16.91,23.56)","21.40(17.43,25.33)","0.0002","0.0002","0.0002","0.0002","1.0003","1.0015","1.0009","1.0019",3123,2492,2366,2449,2395,2480,2427,2476,"17.52(15.97,19.10)","-3.11(-4.64,-1.62)","-6.05(-8.38,-3.72)","-2.86(-5.30,-0.47)","2.54(1.31,3.76)","-10.96(-12.99,-8.91)","3.59(2.54,4.63)","0.44(-0.43,1.31)","0.97(-0.18,2.14)","9.13(6.28,11.90)"
"C00_C97","2000_2005","2011_2015",10,"+Smoking_rate","0.00","13.96(11.10,16.70)","16.76(13.98,19.41)","18.58(15.63,21.57)","21.38(18.17,24.52)","0.0002","0.0002","0.0002","0.0002","1.0011","1.0008","1.0005","1.0036",1757,1598,1559,1702,2303,2626,2184,2353,"19.69(18.37,21.03)","","","","","","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Heavy_Drinking_rate","0.00","15.09(12.07,18.15)","15.41(12.44,18.38)","13.90(10.77,17.09)","6.53(3.33,9.95)","0.0002","0.0002","0.0002","0.0002","1.0036","1.0023","1.0024","1.0027",2265,1972,1818,1756,2600,2446,2657,2305,"","-6.84(-8.55,-5.16)","","","","","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Physical_Activities_rate","0.00","17.51(14.52,20.41)","22.86(19.79,25.82)","26.69(23.33,30.00)","25.76(22.00,29.53)","0.0002","0.0002","0.0002","0.0002","1.0014","1.0013","1.0012","1.0015",1880,1310,1337,1179,1967,2256,2001,1851,"","","-15.59(-17.11,-14.01)","","","","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Obesity_rate","0.00","15.93(12.99,18.86)","19.11(16.10,22.14)","20.47(17.29,23.63)","18.65(15.00,22.20)","0.0002","0.0002","0.0002","0.0002","1.0027","1.0031","1.0024","1.0024",1619,1526,1391,1292,2587,2465,2249,2217,"","","","13.07(11.38,14.69)","","","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Forest_Coverage","0.00","14.56(11.45,17.63)","14.37(11.39,17.37)","13.06(10.08,16.15)","6.10(2.84,9.31)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0009","1.0001","1.0001",1775,1780,1703,1651,2351,2631,2430,2296,"","","","","3.95(2.57,5.27)","","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Uninsured_rate","0.00","14.08(10.88,17.15)","13.73(10.69,16.75)","11.69(8.27,14.94)","3.71(0.04,7.25)","0.0002","0.0002","0.0002","0.0492","1.0009","1.0004","1.0007","1.0004",1869,1671,1509,1416,2449,2359,2211,2461,"","","","","","-1.42(-3.57,0.69)","","","",""
"C00_C97","2000_2005","2011_2015",10,"+Physician_Density_per100k","0.00","14.20(11.08,17.30)","14.14(11.12,17.17)","12.53(9.27,15.74)","5.02(1.49,8.57)","0.0002","0.0002","0.0002","0.0052","1.0006","1.0012","1.0020","1.0005",2034,1837,1770,1748,2568,2442,2490,2423,"","","","","","","-0.38(-1.48,0.71)","","",""
"C00_C97","2000_2005","2011_2015",10,"+AQS_Number","0.00","14.19(11.12,17.23)","13.89(10.82,16.94)","11.90(8.69,15.03)","3.48(0.18,6.81)","0.0002","0.0002","0.0002","0.0412","1.0048","1.0058","1.0036","1.0063",2065,1856,1697,1348,2483,2521,2062,2744,"","","","","","","","0.99(-0.05,2.00)","",""
"C00_C97","2000_2005","2011_2015",10,"+Homeownership_rate","0.00","14.17(11.24,17.21)","13.99(10.91,16.95)","12.13(8.87,15.27)","4.29(0.96,7.61)","0.0002","0.0002","0.0002","0.0137","1.0022","1.0016","1.0018","1.0014",2056,1730,1590,1558,2571,2470,2265,2419,"","","","","","","","","-0.35(-1.41,0.70)",""
"C00_C97","2000_2005","2011_2015",10,"+Diabetes_Prevalence_rate","0.00","16.78(13.71,19.81)","19.48(16.41,22.53)","20.16(16.87,23.31)","15.06(11.58,18.54)","0.0002","0.0002","0.0002","0.0002","1.0018","1.0036","1.0023","1.0022",1711,1437,1379,1367,2253,2181,2150,2091,"","","","","","","","","","15.37(13.63,17.10)"
"C00_C97","2000_2005","2016_2020",15,"EQI+A","0.00","13.92(11.25,16.65)","16.61(13.86,19.39)","19.05(16.09,22.22)","22.76(19.39,26.23)","0.0002","0.0002","0.0002","0.0002","1.0034","1.0039","1.0041","1.0041",1578,1414,1269,1207,1833,2365,1822,1893,"16.54(15.06,17.95)","-2.70(-4.16,-1.24)","-2.76(-4.61,-0.94)","4.78(3.04,6.54)","","","","","",""
"C00_C97","2000_2005","2016_2020",15,"EQI+B","0.00","15.84(13.03,18.71)","16.10(13.16,18.98)","15.99(12.72,19.20)","10.52(6.78,14.27)","0.0002","0.0002","0.0002","0.0002","1.0004","1.0008","1.0022","1.0013",2110,1650,1684,1663,2540,2106,2218,2195,"","","","","3.58(2.38,4.79)","-6.26(-8.39,-4.11)","1.75(0.70,2.81)","-0.68(-1.57,0.20)","2.62(1.57,3.68)","19.42(17.66,21.25)"
"C00_C97","2000_2005","2016_2020",15,"EQI+A+B","0.00","14.08(11.56,16.57)","15.63(12.97,18.29)","16.54(13.49,19.59)","18.24(14.64,21.83)","0.0002","0.0002","0.0002","0.0002","1.0028","1.0029","1.0030","1.0036",2049,1626,1583,1718,2510,2304,2139,2256,"17.35(15.94,18.79)","-2.55(-3.99,-1.11)","-4.79(-6.92,-2.65)","0.63(-1.57,2.81)","1.23(0.11,2.31)","-12.72(-14.84,-10.63)","3.46(2.55,4.38)","-0.51(-1.25,0.21)","1.14(0.19,2.10)","8.06(5.47,10.65)"
"C00_C97","2000_2005","2016_2020",15,"+Smoking_rate","0.00","12.05(9.42,14.72)","12.63(10.01,15.18)","13.40(10.65,16.23)","15.36(12.29,18.42)","0.0002","0.0002","0.0002","0.0002","0.9999","1.0000","1.0009","1.0021",1892,1792,1778,1544,2224,2498,2134,2352,"19.95(18.75,21.17)","","","","","","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Heavy_Drinking_rate","0.00","13.33(10.52,16.25)","11.20(8.33,14.21)","8.68(5.57,11.69)","0.27(-2.89,3.39)","0.0002","0.0002","0.0002","0.8615","1.0017","1.0007","1.0017","1.0013",1838,1859,1696,1695,2725,2448,2380,2213,"","-6.67(-8.24,-5.07)","","","","","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Physical_Activities_rate","0.00","15.97(13.21,18.75)","19.00(16.13,21.86)","21.78(18.64,24.98)","19.83(16.20,23.30)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0014","1.0028","1.0027",1979,1822,1551,1412,2575,2449,2145,2024,"","","-15.59(-17.02,-14.15)","","","","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Obesity_rate","0.00","14.67(11.93,17.49)","15.95(13.05,18.82)","16.84(13.80,19.82)","14.92(11.53,18.23)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0017","1.0018","1.0019",1689,1469,1361,1337,2425,2061,2131,2162,"","","","15.11(13.71,16.51)","","","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Forest_Coverage","0.00","12.74(9.65,15.66)","10.10(7.12,13.06)","7.65(4.59,10.74)","-0.67(-3.83,2.55)","0.0002","0.0002","0.0002","0.6821","1.0017","1.0027","1.0043","1.0031",1698,1595,1637,1578,2146,2103,2185,2159,"","","","","2.52(1.26,3.77)","","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Uninsured_rate","0.00","12.29(9.35,15.24)","9.26(6.37,12.22)","6.11(2.97,9.14)","-3.13(-6.56,0.29)","0.0002","0.0002","0.0002","0.0687","1.0012","1.0013","1.0035","1.0026",1872,1637,1494,1514,2480,2293,1999,2058,"","","","","","-3.27(-5.58,-0.91)","","","",""
"C00_C97","2000_2005","2016_2020",15,"+Physician_Density_per100k","0.00","12.65(9.63,15.65)","10.28(7.15,13.29)","7.91(4.73,11.02)","-0.33(-3.82,3.12)","0.0002","0.0002","0.0002","0.8240","1.0007","1.0015","1.0013","1.0010",1669,1518,1339,1356,1969,2318,1886,1857,"","","","","","","-0.97(-1.97,0.03)","","",""
"C00_C97","2000_2005","2016_2020",15,"+AQS_Number","0.00","12.50(9.56,15.34)","9.89(6.89,12.78)","7.14(4.11,10.12)","-1.75(-5.04,1.47)","0.0002","0.0002","0.0002","0.2997","1.0024","1.0004","1.0006","1.0006",1827,2026,1660,1571,2431,2663,2451,2401,"","","","","","","","0.05(-0.91,1.01)","",""
"C00_C97","2000_2005","2016_2020",15,"+Homeownership_rate","0.00","12.43(9.47,15.39)","9.85(6.92,12.74)","7.08(4.17,10.03)","-1.80(-4.95,1.35)","0.0002","0.0002","0.0002","0.2582","1.0003","1.0006","1.0003","1.0002",1653,1573,1527,1472,2039,2173,2041,2388,"","","","","","","","","-0.19(-1.13,0.79)",""
"C00_C97","2000_2005","2016_2020",15,"+Diabetes_Prevalence_rate","0.00","15.33(12.46,18.12)","15.68(12.81,18.45)","15.43(12.40,18.36)","9.37(6.20,12.64)","0.0002","0.0002","0.0002","0.0002","1.0005","1.0014","1.0041","1.0015",1356,1236,1069,1033,1908,1795,1682,1799,"","","","","","","","","","15.86(14.24,17.53)"
"C00_C97","2000_2005","2021_2024",20,"EQI+A","0.00","16.63(13.30,20.00)","17.86(14.58,21.29)","18.39(14.74,22.15)","19.96(15.83,24.22)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0008","1.0025","1.0014",2189,1789,1627,1580,2615,2290,2487,1983,"21.20(19.31,23.08)","-2.51(-4.47,-0.51)","-4.66(-7.10,-2.22)","6.77(4.45,9.12)","","","","","",""
"C00_C97","2000_2005","2021_2024",20,"EQI+B","0.00","19.36(15.85,22.85)","18.79(15.37,22.30)","16.91(13.22,20.76)","8.43(4.17,12.94)","0.0002","0.0002","0.0002","0.0002","1.0023","1.0039","1.0031","1.0036",2187,1895,1919,1850,2611,2490,2435,2629,"","","","","5.43(3.81,7.12)","-1.52(-4.56,1.47)","1.75(0.32,3.24)","-2.06(-3.21,-0.91)","2.64(1.19,4.11)","25.27(22.91,27.78)"
"C00_C97","2000_2005","2021_2024",20,"EQI+A+B","0.00","17.47(14.17,20.75)","18.21(14.76,21.56)","17.65(13.76,21.41)","18.01(13.60,22.51)","0.0002","0.0002","0.0002","0.0002","1.0003","1.0018","1.0016","1.0013",2663,2319,2078,2133,2855,3105,2652,2636,"21.68(19.72,23.63)","-2.71(-4.61,-0.80)","-4.54(-7.38,-1.72)","2.82(-0.35,5.84)","2.73(1.23,4.22)","-8.59(-11.57,-5.70)","3.73(2.41,5.08)","-1.73(-2.82,-0.69)","0.43(-0.88,1.78)","10.32(6.73,13.95)"
"C00_C97","2000_2005","2021_2024",20,"+Smoking_rate","0.00","14.82(11.51,18.25)","13.28(10.00,16.57)","11.38(7.95,14.92)","10.41(6.57,14.27)","0.0002","0.0002","0.0002","0.0002","1.0013","1.0021","1.0013","1.0019",1842,1737,1422,1340,2714,2405,2260,2244,"26.27(24.68,27.97)","","","","","","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Heavy_Drinking_rate","0.00","17.20(13.62,20.79)","12.18(8.52,15.74)","6.19(2.29,10.06)","-7.84(-11.76,-4.02)","0.0002","0.0002","0.0012","0.0002","1.0007","1.0012","1.0004","1.0005",2130,2019,1954,1892,2624,2521,2310,2639,"","-8.32(-10.53,-6.18)","","","","","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Physical_Activities_rate","0.00","18.42(14.91,22.08)","20.35(16.69,23.97)","21.08(17.27,25.01)","15.21(10.95,19.63)","0.0002","0.0002","0.0002","0.0002","1.0019","1.0017","1.0023","1.0026",1538,1507,1287,1185,2207,2484,2162,2228,"","","-20.99(-22.84,-19.14)","","","","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Obesity_rate","0.00","17.56(14.13,21.24)","17.38(13.79,21.00)","15.69(11.95,19.50)","10.04(5.77,14.10)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0015","1.0016","1.0012",2118,1887,1774,1575,2744,2175,2272,2388,"","","","20.58(18.58,22.46)","","","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Forest_Coverage","0.00","16.44(12.76,20.25)","10.91(7.11,14.68)","5.06(1.17,8.85)","-8.72(-12.90,-4.47)","0.0002","0.0002","0.0142","0.0002","1.0004","1.0015","1.0008","1.0009",1802,1602,1420,1545,2444,2147,1740,2188,"","","","","3.90(2.20,5.60)","","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Uninsured_rate","0.00","16.24(12.54,20.03)","10.96(7.34,14.68)","5.05(1.21,9.08)","-9.15(-13.13,-5.05)","0.0002","0.0002","0.0122","0.0002","1.0012","1.0024","1.0032","1.0040",1862,1893,1554,1482,2568,2387,2228,2272,"","","","","","2.58(-0.54,5.72)","","","",""
"C00_C97","2000_2005","2021_2024",20,"+Physician_Density_per100k","0.00","16.27(12.57,20.02)","11.24(7.45,14.89)","5.85(1.86,9.80)","-7.45(-11.88,-3.12)","0.0002","0.0002","0.0067","0.0002","1.0005","1.0020","1.0024","1.0025",2178,2080,1907,1836,2705,2529,2328,2606,"","","","","","","-2.17(-3.58,-0.83)","","",""
"C00_C97","2000_2005","2021_2024",20,"+AQS_Number","0.00","16.16(12.41,19.77)","10.86(7.18,14.64)","4.90(1.02,8.75)","-8.80(-13.20,-4.60)","0.0002","0.0002","0.0132","0.0002","1.0018","1.0039","1.0025","1.0039",2074,1705,1683,1688,2585,2091,2225,2457,"","","","","","","","-1.21(-2.46,-0.01)","",""
"C00_C97","2000_2005","2021_2024",20,"+Homeownership_rate","0.00","16.19(12.39,19.96)","10.55(6.73,14.29)","4.13(0.28,7.89)","-10.59(-14.69,-6.52)","0.0002","0.0002","0.0352","0.0002","1.0015","0.9995","1.0003","1.0008",2066,2097,1985,1963,2455,2499,2478,2469,"","","","","","","","","-0.79(-2.04,0.44)",""
"C00_C97","2000_2005","2021_2024",20,"+Diabetes_Prevalence_rate","0.00","18.48(14.99,22.00)","17.02(13.57,20.58)","13.94(10.15,17.79)","2.88(-1.09,6.90)","0.0002","0.0002","0.0002","0.1477","1.0005","1.0012","1.0010","1.0014",1885,1562,1552,1472,2373,2259,2175,2548,"","","","","","","","","","21.76(19.56,24.06)"
"C00_C97","2006_2010","2011_2015",5,"EQI+A","0.00","3.94(0.86,6.95)","3.44(0.35,6.52)","1.68(-1.69,4.86)","-0.14(-3.58,3.21)","0.0177","0.0297","0.3177","0.9360","1.0017","1.0027","1.0034","1.0021",1916,1602,1492,1784,2023,2321,1894,2205,"15.12(13.62,16.58)","-3.70(-5.22,-2.20)","-1.39(-3.67,0.72)","-1.30(-3.33,0.64)","","","","","",""
"C00_C97","2006_2010","2011_2015",5,"EQI+B","0.00","1.79(-1.31,4.87)","0.90(-2.29,4.14)","-1.07(-4.35,2.38)","-4.59(-8.25,-0.99)","0.2512","0.6081","0.5466","0.0092","1.0011","1.0020","1.0028","1.0025",1953,1834,1894,1891,2730,1930,2622,2504,"","","","","4.81(3.45,6.18)","-8.59(-10.72,-6.48)","1.27(0.14,2.39)","0.61(-0.44,1.64)","1.67(0.38,2.95)","14.86(13.17,16.50)"
"C00_C97","2006_2010","2011_2015",5,"EQI+A+B","0.00","2.42(-0.59,5.27)","1.36(-1.75,4.50)","0.06(-3.21,3.23)","-2.00(-5.40,1.47)","0.1147","0.3827","0.9475","0.2652","1.0004","1.0003","1.0011","1.0009",2709,2419,2284,2219,2714,2802,2632,2642,"16.21(14.62,17.76)","-3.69(-5.11,-2.20)","-4.26(-6.75,-1.76)","-3.64(-6.07,-1.27)","1.58(0.32,2.87)","-13.56(-15.62,-11.52)","3.31(2.27,4.33)","1.25(0.31,2.15)","0.36(-0.86,1.57)","7.02(4.56,9.37)"
"C00_C97","2006_2010","2011_2015",5,"+Smoking_rate","0.00","4.37(1.42,7.30)","4.35(1.21,7.40)","2.82(-0.52,6.09)","1.07(-2.39,4.53)","0.0027","0.0042","0.0892","0.5161","1.0022","1.0014","1.0029","1.0014",1586,1505,1404,1398,2263,2412,2182,2252,"15.61(14.40,16.81)","","","","","","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Heavy_Drinking_rate","0.00","3.03(-0.22,6.19)","1.53(-1.69,5.02)","-1.08(-4.57,2.56)","-5.15(-8.64,-1.48)","0.0632","0.3837","0.5421","0.0072","1.0008","0.9997","0.9997","1.0007",2040,1640,1538,1611,2515,2431,2022,2463,"","-5.99(-7.51,-4.46)","","","","","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Physical_Activities_rate","0.00","2.94(-0.23,6.18)","2.37(-0.91,5.71)","0.53(-2.94,3.95)","-2.11(-5.83,1.49)","0.0707","0.1542","0.7646","0.2657","1.0007","1.0008","1.0019","1.0014",1658,1661,1435,1444,2434,2436,1967,2162,"","","-12.55(-13.94,-11.10)","","","","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Obesity_rate","0.00","3.16(-0.08,6.42)","2.88(-0.44,6.29)","0.45(-3.09,4.02)","-3.07(-6.67,0.69)","0.0562","0.0967","0.7946","0.1137","1.0001","1.0030","1.0010","1.0016",1588,1425,1340,1319,1779,1527,2011,1805,"","","","10.45(9.03,11.82)","","","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Forest_Coverage","0.00","3.40(0.24,6.62)","2.58(-0.85,6.00)","0.59(-3.06,4.09)","-2.85(-6.52,0.82)","0.0352","0.1362","0.7491","0.1332","1.0032","1.0051","1.0027","1.0037",1388,1297,1391,1275,2175,2267,2126,1392,"","","","","3.81(2.46,5.15)","","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Uninsured_rate","0.00","3.33(0.06,6.77)","2.39(-0.91,5.73)","0.10(-3.52,3.86)","-4.06(-7.60,-0.38)","0.0452","0.1577","0.9570","0.0272","1.0047","1.0046","1.0036","1.0047",1599,1347,1282,1328,2095,1975,1908,2193,"","","","","","-2.30(-4.34,-0.22)","","","",""
"C00_C97","2006_2010","2011_2015",5,"+Physician_Density_per100k","0.00","3.50(0.34,6.62)","2.67(-0.64,6.04)","0.21(-3.27,3.71)","-3.82(-7.42,-0.02)","0.0287","0.1202","0.9025","0.0487","1.0035","1.0027","1.0033","1.0032",1536,1407,1327,1414,2012,2337,2153,2063,"","","","","","","-1.22(-2.16,-0.27)","","",""
"C00_C97","2006_2010","2011_2015",5,"+AQS_Number","0.00","3.36(0.16,6.69)","2.52(-0.85,5.95)","0.35(-3.11,3.90)","-3.58(-7.29,0.12)","0.0392","0.1452","0.8405","0.0592","1.0017","1.0024","1.0022","1.0010",1593,1545,1579,1562,2416,2613,2271,2529,"","","","","","","","0.37(-0.62,1.39)","",""
"C00_C97","2006_2010","2011_2015",5,"+Homeownership_rate","0.00","3.42(0.16,6.83)","2.59(-0.85,5.98)","0.44(-3.09,3.97)","-3.47(-7.10,0.20)","0.0422","0.1317","0.8110","0.0632","1.0012","1.0015","1.0028","1.0013",1813,1415,1464,1474,2488,2082,1824,1864,"","","","","","","","","-0.14(-1.24,0.94)",""
"C00_C97","2006_2010","2011_2015",5,"+Diabetes_Prevalence_rate","0.00","2.60(-0.59,5.85)","2.15(-1.21,5.51)","0.23(-3.35,3.80)","-3.11(-6.93,0.62)","0.1077","0.2137","0.8940","0.1007","1.0027","1.0020","1.0032","1.0030",1362,1341,1247,1216,2277,1988,2103,1928,"","","","","","","","","","11.31(9.82,12.77)"
"C00_C97","2006_2010","2016_2020",10,"EQI+A","0.00","3.24(0.51,6.02)","0.92(-1.90,3.76)","-1.01(-4.04,2.04)","-2.10(-5.21,1.00)","0.0187","0.5336","0.5156","0.1842","1.0002","1.0008","1.0020","1.0023",1705,1571,1437,1523,2171,2134,1807,2023,"15.00(13.67,16.44)","-3.41(-4.80,-2.04)","0.20(-1.81,2.19)","2.70(0.93,4.47)","","","","","",""
"C00_C97","2006_2010","2016_2020",10,"EQI+B","0.00","1.38(-1.64,4.35)","-1.40(-4.58,1.74)","-3.79(-6.98,-0.52)","-6.57(-10.03,-3.22)","0.3542","0.3777","0.0227","0.0002","1.0005","1.0005","1.0016","1.0007",1829,1696,1662,1715,2674,2506,2463,2284,"","","","","3.15(1.95,4.42)","-9.12(-11.40,-6.84)","0.55(-0.50,1.57)","-0.44(-1.37,0.51)","2.47(1.34,3.60)","15.81(14.31,17.31)"
