ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a2s1,a2s2,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"C00_C97","2011_2015",10,"AirSVI+PA+OB+UN+PD","0.00","19.72(16.31,23.05)","8.65(5.64,11.64)","21.23(18.01,24.37)","0.0002","1.0004",3016,3514,"0.0002","1.0005",2547,2940,"0.0002","1.0003",2530,2998,"",NA,"NA",NA,NA,"0.46(0.30,0.62)","0.0002","1.0012",2221,2686,"3.17(2.92,3.44)","0.0002","1.0018",2501,2693,"-1.38(-1.73,-1.04)","0.0002","1.0030",2198,2901,"0.02(0.01,0.03)","0.0002","1.0015",4452,3947,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+OB+UN+DB","0.00","18.95(15.41,22.44)","8.18(5.12,11.25)","20.97(17.81,24.21)","0.0002","1.0009",3948,3679,"0.0002","1.0008",3697,3633,"0.0002","1.0006",3520,3996,"",NA,"NA",NA,NA,"0.64(0.49,0.78)","0.0002","1.0015",3254,3162,"2.44(2.08,2.79)","0.0002","1.0013",2938,3159,"-1.54(-1.89,-1.18)","0.0002","1.0005",3263,3239,"",NA,"NA",NA,NA,"2.20(1.12,3.33)","0.0006","1.0008",3095,3539
"C00_C97","2011_2015",10,"AirSVI+PA+OB+PD+DB","0.00","15.74(12.42,19.10)","10.33(7.34,13.39)","19.13(15.94,22.47)","0.0002","1.0018",3852,3862,"0.0002","1.0005",3329,3663,"0.0002","1.0000",3152,3654,"",NA,"NA",NA,NA,"0.39(0.24,0.55)","0.0002","1.0004",2789,3105,"2.64(2.23,3.03)","0.0002","1.0019",2451,3372,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0005",5693,4101,"1.04(-0.08,2.15)","0.0702","1.0015",2625,3281
"C00_C97","2011_2015",10,"AirSVI+PA+UN+PD+DB","0.00","17.63(14.10,21.16)","3.88(0.78,7.05)","17.12(13.78,20.46)","0.0002","1.0002",2915,3394,"0.0177","1.0013",2860,3563,"0.0002","1.0010",2546,3200,"",NA,"NA",NA,NA,"1.04(0.90,1.18)","0.0002","1.0031",1746,2844,"",NA,"NA",NA,NA,"-1.40(-1.75,-1.05)","0.0002","1.0016",2227,2978,"-0.01(-0.01,0.00)","0.1423","1.0013",4909,3483,"7.80(7.03,8.58)","0.0002","1.0009",2387,3125
"C00_C97","2011_2015",10,"AirSVI+OB+UN+PD+DB","0.00","16.30(12.94,19.57)","10.28(7.36,13.20)","19.21(15.93,22.43)","0.0002","1.0012",3282,3611,"0.0002","1.0020",2651,3135,"0.0002","1.0010",2538,2763,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.29(2.94,3.63)","0.0002","1.0015",2034,2841,"-1.26(-1.59,-0.91)","0.0002","1.0005",2696,3252,"0.03(0.02,0.04)","0.0002","1.0008",5420,3680,"1.02(-0.09,2.10)","0.0777","1.0007",2564,2940
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+UN+PD","0.00","15.12(11.97,18.26)","8.95(6.11,11.81)","17.04(14.02,19.98)","0.0002","1.0000",4564,3840,"0.0002","1.0003",4408,3708,"0.0002","1.0004",3494,3703,"4.30(3.94,4.65)","0.0002","1.0001",3990,3791,"0.34(0.19,0.49)","0.0002","1.0011",3597,3383,"1.04(0.75,1.32)","0.0002","1.0006",3953,3759,"-1.87(-2.19,-1.55)","0.0002","1.0005",3376,3351,"0.03(0.02,0.03)","0.0002","1.0007",5937,4145,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+UN+DB","0.00","13.34(9.99,16.62)","8.11(5.26,11.01)","15.80(12.80,18.88)","0.0002","1.0011",3037,3496,"0.0002","1.0010",3045,3556,"0.0002","1.0014",2546,3117,"4.41(4.07,4.75)","0.0002","1.0016",3100,4035,"0.60(0.47,0.74)","0.0002","1.0011",3043,3843,"-0.29(-0.68,0.11)","0.1577","1.0012",2096,3356,"-2.12(-2.44,-1.80)","0.0002","1.0007",2710,3224,"",NA,"NA",NA,NA,"4.12(3.01,5.19)","0.0002","1.0026",2112,3065
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+PD+DB","0.00","9.07(5.90,12.26)","10.84(8.05,13.68)","13.43(10.25,16.61)","0.0002","1.0014",2883,3541,"0.0002","1.0010",3102,3662,"0.0002","1.0017",2664,3474,"4.16(3.80,4.51)","0.0002","1.0010",3019,3560,"0.28(0.13,0.43)","0.0002","1.0022",2600,3188,"0.19(-0.23,0.61)","0.3960","1.0007",2160,2917,"",NA,"NA",NA,NA,"0.03(0.02,0.03)","0.0002","1.0015",5623,3736,"2.23(1.11,3.36)","0.0002","1.0011",1922,3019
"C00_C97","2011_2015",10,"AirSVI+SM+PA+UN+PD+DB","0.00","12.23(9.07,15.49)","7.34(4.56,10.11)","13.69(10.69,16.68)","0.0002","1.0016",3607,3951,"0.0002","1.0008",4038,3836,"0.0002","1.0004",3432,3426,"4.49(4.20,4.79)","0.0002","1.0000",4068,3732,"0.44(0.30,0.57)","0.0002","1.0013",3857,3523,"",NA,"NA",NA,NA,"-2.06(-2.39,-1.72)","0.0002","1.0014",3648,3400,"0.02(0.01,0.03)","0.0002","0.9996",6688,3818,"3.79(3.03,4.53)","0.0002","0.9999",3355,3701
"C00_C97","2011_2015",10,"AirSVI+SM+OB+UN+PD+DB","0.00","10.64(7.50,13.64)","9.47(6.80,12.14)","13.36(10.36,16.32)","0.0002","1.0002",3078,3459,"0.0002","1.0009",3431,3865,"0.0002","1.0007",3015,3894,"4.50(4.15,4.86)","0.0002","1.0006",3023,3413,"",NA,"NA",NA,NA,"0.47(0.08,0.85)","0.0156","1.0009",1929,2757,"-1.88(-2.18,-1.56)","0.0002","1.0019",2680,3532,"0.03(0.02,0.04)","0.0002","0.9993",7170,4281,"3.04(1.95,4.08)","0.0002","1.0003",2396,3048
"C00_C97","2011_2015",10,"AirSVI+PA+OB+UN+PD+DB","0.00","18.24(14.88,21.71)","7.71(4.60,10.84)","19.59(16.30,22.89)","0.0002","1.0010",3626,3887,"0.0002","1.0017",3355,3668,"0.0002","1.0000",3228,3888,"",NA,"NA",NA,NA,"0.51(0.36,0.67)","0.0002","1.0013",3067,3564,"2.69(2.30,3.07)","0.0002","1.0003",2631,3559,"-1.48(-1.82,-1.13)","0.0002","1.0009",3112,3569,"0.02(0.01,0.02)","0.0006","1.0008",6626,4069,"1.91(0.72,3.06)","0.0031","1.0000",2943,3350
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+UN+PD+DB","0.00","12.30(9.07,15.57)","7.37(4.44,10.23)","13.72(10.58,16.95)","0.0002","1.0010",3010,3505,"0.0002","1.0011",3091,3735,"0.0002","1.0005",2783,3269,"4.48(4.13,4.83)","0.0002","1.0013",2851,3547,"0.44(0.29,0.58)","0.0002","1.0029",2125,3103,"0.01(-0.41,0.43)","0.9575","1.0048",1898,2139,"-2.05(-2.37,-1.73)","0.0002","1.0014",2604,3468,"0.02(0.01,0.03)","0.0002","1.0004",5287,4124,"3.75(2.58,4.86)","0.0002","1.0055",1865,2664
