Model,ICD_Code,Outcome,EQI_Period,Lag,Q1,Q2,Q3,Q4,Q5
EQI_Water,G20,PD,2006_2010,5,0.0,"-0.33(-0.78,0.10)","0.21(-0.25,0.67)","0.41(-0.05,0.87)","0.70(0.22,1.18)**"
EQI_Water,G20,PD,2006_2010,10,0.0,"-0.57(-1.05,-0.07)*","0.09(-0.43,0.61)","0.41(-0.11,0.93)","0.52(-0.01,1.06)"
EQI_Water,G30,AD,2006_2010,5,0.0,"-0.47(-2.07,1.09)","-0.53(-2.22,1.11)","1.31(-0.37,3.01)","-0.14(-1.95,1.62)"
EQI_Water,G30,AD,2006_2010,10,0.0,"-0.45(-2.20,1.35)","-1.45(-3.31,0.42)","0.07(-1.77,1.88)","-0.26(-2.14,1.68)"
EQI_Water,G12.2,ALS,2006_2010,5,0.0,"0.01(-0.12,0.14)","0.12(-0.02,0.26)","0.21(0.07,0.36)**","0.36(0.20,0.51)***"
EQI_Water,G12.2,ALS,2006_2010,10,0.0,"-0.00(-0.12,0.11)","0.05(-0.07,0.17)","0.13(0.00,0.25)*","0.21(0.08,0.35)***"
EQI_Water,F01,VD,2006_2010,5,0.0,"-0.19(-0.51,0.13)","0.08(-0.27,0.42)","-0.20(-0.52,0.14)","0.22(-0.15,0.60)"
EQI_Water,F01,VD,2006_2010,10,0.0,"-0.38(-0.74,0.00)","-0.07(-0.46,0.33)","0.00(-0.39,0.41)","0.22(-0.21,0.65)"
EQI_Water,F03,UD,2006_2010,5,0.0,"-0.85(-2.48,0.77)","1.01(-0.74,2.87)","1.48(-0.33,3.23)","2.72(0.81,4.59)**"
EQI_Water,F03,UD,2006_2010,10,0.0,"-0.47(-2.03,1.11)","1.43(-0.23,3.08)","1.77(0.05,3.45)*","3.33(1.58,5.00)***"
EQI_Land,G20_G30_G12.2_F01_F03,NDD,2000_2005,5,0.0,"1.37(-0.59,3.47)","2.49(0.38,4.75)*","1.93(-0.43,4.43)","2.36(-0.22,4.89)"
EQI_Land,G20_G30_G12.2_F01_F03,NDD,2000_2005,10,0.0,"0.58(-1.49,2.61)","2.29(0.04,4.43)*","1.80(-0.69,4.36)","2.89(0.21,5.46)*"
EQI_Land,G20_G30_G12.2_F01_F03,NDD,2000_2005,15,0.0,"0.84(-1.23,2.95)","2.70(0.44,4.97)*","4.04(1.43,6.53)**","5.16(2.40,7.89)***"
EQI_Land,G10,HD,2000_2005,5,0.0,"0.02(0.00,0.03)*","0.02(0.00,0.03)*","-0.00(-0.02,0.01)","0.01(-0.01,0.03)"
EQI_Land,G10,HD,2000_2005,10,0.0,"0.01(-0.01,0.02)","0.01(-0.01,0.03)","0.00(-0.02,0.02)","0.00(-0.02,0.02)"
EQI_Land,G10,HD,2000_2005,15,0.0,"0.01(-0.01,0.02)","0.02(-0.00,0.03)","0.01(-0.01,0.03)","0.02(-0.00,0.04)"
EQI_Land,G20,PD,2000_2005,5,0.0,"0.23(-0.11,0.55)","0.38(0.02,0.74)*","0.12(-0.25,0.51)","0.26(-0.16,0.69)"
EQI_Land,G20,PD,2000_2005,10,0.0,"0.50(0.16,0.84)**","0.53(0.17,0.88)**","0.38(-0.01,0.79)","0.79(0.37,1.22)***"
EQI_Land,G20,PD,2000_2005,15,0.0,"0.03(-0.35,0.43)","0.37(-0.06,0.77)","0.15(-0.30,0.61)","0.52(0.03,1.01)*"
EQI_Land,G30,AD,2000_2005,5,0.0,"-0.61(-2.00,0.72)","0.19(-1.26,1.70)","0.80(-0.81,2.36)","1.76(0.00,3.41)"
EQI_Land,G30,AD,2000_2005,10,0.0,"-1.42(-2.77,-0.07)*","-0.41(-1.93,1.13)","-0.18(-1.86,1.48)","0.97(-0.75,2.69)"
EQI_Land,G30,AD,2000_2005,15,0.0,"-0.23(-1.72,1.26)","1.03(-0.57,2.66)","1.15(-0.66,2.98)","2.19(0.24,4.20)*"
EQI_Land,G12.2,ALS,2000_2005,5,0.0,"0.07(-0.05,0.18)","0.06(-0.07,0.19)","-0.01(-0.14,0.13)","0.03(-0.11,0.18)"
EQI_Land,G12.2,ALS,2000_2005,10,0.0,"0.06(-0.06,0.18)","-0.03(-0.16,0.09)","-0.07(-0.21,0.07)","-0.15(-0.30,-0.00)*"
EQI_Land,G12.2,ALS,2000_2005,15,0.0,"0.09(-0.01,0.19)","-0.01(-0.12,0.10)","-0.05(-0.17,0.07)","-0.05(-0.18,0.07)"
EQI_Land,F01,VD,2000_2005,5,0.0,"-0.20(-0.42,0.02)","-0.19(-0.43,0.05)","-0.38(-0.65,-0.11)**","-0.23(-0.51,0.06)"
EQI_Land,F01,VD,2000_2005,10,0.0,"0.05(-0.21,0.32)","-0.09(-0.36,0.19)","-0.10(-0.40,0.21)","-0.13(-0.45,0.21)"
EQI_Land,F01,VD,2000_2005,15,0.0,"0.06(-0.24,0.35)","0.06(-0.26,0.38)","0.01(-0.35,0.37)","0.23(-0.16,0.62)"
EQI_Land,F03,UD,2000_2005,5,0.0,"1.65(0.41,2.89)*","1.66(0.25,3.07)*","1.08(-0.47,2.63)","0.39(-1.24,2.00)"
EQI_Land,F03,UD,2000_2005,10,0.0,"1.52(0.15,2.93)*","2.30(0.81,3.80)**","1.69(0.04,3.36)*","1.50(-0.27,3.33)"
EQI_Land,F03,UD,2000_2005,15,0.0,"0.70(-0.56,2.03)","1.30(-0.10,2.73)","2.92(1.32,4.53)***","2.45(0.71,4.21)**"
EQI_Land,G20_G30_G12.2_F01_F03,NDD,2006_2010,5,0.0,"5.49(3.44,7.51)***","6.68(4.60,8.70)***","8.21(6.04,10.39)***","6.86(4.59,9.11)***"
EQI_Land,G20_G30_G12.2_F01_F03,NDD,2006_2010,10,0.0,"5.35(3.34,7.41)***","6.59(4.54,8.67)***","9.89(7.68,12.11)***","10.10(7.86,12.39)***"
EQI_Land,G10,HD,2006_2010,5,0.0,"0.03(0.01,0.04)**","0.03(0.02,0.05)***","0.04(0.02,0.06)***","0.03(0.01,0.05)***"
EQI_Land,G10,HD,2006_2010,10,0.0,"0.02(0.00,0.04)*","0.04(0.02,0.05)***","0.03(0.01,0.05)***","0.04(0.02,0.06)***"
EQI_Land,G20,PD,2006_2010,5,0.0,"0.97(0.61,1.32)***","0.91(0.55,1.27)***","1.20(0.84,1.56)***","1.46(1.07,1.83)***"
EQI_Land,G20,PD,2006_2010,10,0.0,"1.05(0.69,1.43)***","0.90(0.51,1.28)***","1.39(0.99,1.80)***","1.61(1.19,2.05)***"
EQI_Land,G30,AD,2006_2010,5,0.0,"2.02(0.68,3.41)**","3.51(2.12,4.91)***","4.29(2.92,5.66)***","3.61(2.14,5.11)***"
EQI_Land,G30,AD,2006_2010,10,0.0,"2.55(1.16,3.99)***","3.64(2.18,5.12)***","5.99(4.46,7.56)***","6.44(4.81,8.04)***"
EQI_Land,G12.2,ALS,2006_2010,5,0.0,"0.17(0.06,0.29)***","0.18(0.07,0.30)**","0.17(0.05,0.29)**","0.12(-0.01,0.24)"
EQI_Land,G12.2,ALS,2006_2010,10,0.0,"0.09(-0.01,0.19)","0.19(0.09,0.29)***","0.09(-0.02,0.19)","0.07(-0.04,0.18)"
EQI_Land,F01,VD,2006_2010,5,0.0,"0.30(0.03,0.56)*","0.20(-0.07,0.46)","0.34(0.07,0.62)*","0.46(0.17,0.76)***"
EQI_Land,F01,VD,2006_2010,10,0.0,"0.32(0.03,0.63)*","0.27(-0.03,0.58)","0.17(-0.16,0.50)","0.47(0.13,0.80)**"
EQI_Land,F03,UD,2006_2010,5,0.0,"2.35(0.99,3.74)**","2.29(0.86,3.69)**","2.72(1.29,4.17)***","2.19(0.73,3.72)**"
EQI_Land,F03,UD,2006_2010,10,0.0,"1.55(0.29,2.87)*","1.96(0.65,3.23)**","2.63(1.26,3.96)***","2.33(0.92,3.72)**"
EQI_Built,G20_G30_G12.2_F01_F03,NDD,2000_2005,5,0.0,"3.43(1.57,5.43)**","4.22(2.18,6.30)***","5.34(3.30,7.38)***","4.51(2.35,6.67)***"
EQI_Built,G20_G30_G12.2_F01_F03,NDD,2000_2005,10,0.0,"4.64(2.61,6.60)***","4.65(2.56,6.65)***","5.44(3.27,7.58)***","4.72(2.49,6.97)***"
EQI_Built,G20_G30_G12.2_F01_F03,NDD,2000_2005,15,0.0,"5.00(2.94,7.00)***","5.20(3.13,7.40)***","5.66(3.50,7.78)***","5.04(2.83,7.23)***"
EQI_Built,G10,HD,2000_2005,5,0.0,"0.01(-0.00,0.02)","0.01(-0.00,0.02)","0.03(0.02,0.05)***","0.04(0.03,0.06)***"
EQI_Built,G10,HD,2000_2005,10,0.0,"0.01(-0.00,0.03)","0.04(0.02,0.06)***","0.06(0.04,0.08)***","0.04(0.02,0.06)***"
EQI_Built,G10,HD,2000_2005,15,0.0,"0.01(-0.01,0.02)","0.02(0.00,0.03)*","0.02(0.00,0.04)*","0.03(0.01,0.05)***"
EQI_Built,G20,PD,2000_2005,5,0.0,"0.96(0.63,1.29)***","1.40(1.06,1.73)***","1.41(1.08,1.74)***","1.37(1.01,1.72)***"
EQI_Built,G20,PD,2000_2005,10,0.0,"1.32(0.97,1.66)***","1.53(1.17,1.89)***","1.73(1.36,2.09)***","1.61(1.23,1.99)***"
EQI_Built,G20,PD,2000_2005,15,0.0,"1.22(0.83,1.61)***","1.62(1.21,2.01)***","1.64(1.24,2.03)***","1.48(1.07,1.89)***"
EQI_Built,G30,AD,2000_2005,5,0.0,"2.17(0.81,3.44)**","2.42(1.11,3.73)***","2.33(0.91,3.66)***","2.51(1.01,3.94)***"
EQI_Built,G30,AD,2000_2005,10,0.0,"1.93(0.62,3.25)**","2.66(1.31,3.97)***","2.13(0.77,3.53)**","2.40(0.88,3.88)**"
EQI_Built,G30,AD,2000_2005,15,0.0,"3.15(1.72,4.62)***","3.39(1.90,4.91)***","2.39(0.87,3.94)**","2.23(0.65,3.92)**"
EQI_Built,G12.2,ALS,2000_2005,5,0.0,"0.18(0.08,0.29)***","0.38(0.27,0.50)***","0.56(0.45,0.68)***","0.54(0.41,0.66)***"
EQI_Built,G12.2,ALS,2000_2005,10,0.0,"0.28(0.17,0.39)***","0.30(0.18,0.41)***","0.51(0.39,0.64)***","0.51(0.38,0.64)***"
EQI_Built,G12.2,ALS,2000_2005,15,0.0,"0.27(0.18,0.36)***","0.30(0.21,0.40)***","0.47(0.37,0.57)***","0.51(0.40,0.62)***"
EQI_Built,F01,VD,2000_2005,5,0.0,"0.28(0.07,0.49)**","0.56(0.33,0.77)***","0.55(0.33,0.78)***","0.61(0.37,0.85)***"
EQI_Built,F01,VD,2000_2005,10,0.0,"0.50(0.24,0.73)***","0.53(0.27,0.79)**","0.54(0.28,0.80)***","0.64(0.36,0.92)***"
EQI_Built,F01,VD,2000_2005,15,0.0,"0.29(0.01,0.58)*","0.35(0.04,0.66)*","0.47(0.16,0.79)**","0.59(0.26,0.92)***"
EQI_Built,F03,UD,2000_2005,5,0.0,"1.17(-0.08,2.42)","1.01(-0.23,2.27)","1.63(0.35,2.95)*","0.62(-0.76,2.05)"
EQI_Built,F03,UD,2000_2005,10,0.0,"1.89(0.51,3.27)**","1.06(-0.36,2.51)","1.83(0.39,3.27)*","0.67(-0.90,2.18)"
EQI_Built,F03,UD,2000_2005,15,0.0,"1.76(0.48,2.98)**","1.08(-0.21,2.37)","2.32(0.98,3.71)***","1.70(0.30,3.10)*"
EQI_Built,G20_G30_G12.2_F01_F03,NDD,2006_2010,5,0.0,"3.04(0.91,5.15)**","4.00(1.77,6.28)***","4.42(2.12,6.72)***","4.32(1.96,6.64)***"
