Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q4,Q4,5670,260777432,1.9857,0.0265,1.9343,2.0381,1.99 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),EQI,Q5,Q5,18881,926838167,2.0308,0.0149,2.0019,2.06,2.03 ± 0.01
2006-2010,G20,Parkinson's Disease (PD),EQI,National,National,101861,1518958033,6.5383,0.0205,6.4982,6.5786,6.54 ± 0.02
2006-2010,G20,Parkinson's Disease (PD),EQI,Q1,Q1,2916,54149792,4.998,0.0927,4.8182,5.1828,5.00 ± 0.09
2006-2010,G20,Parkinson's Disease (PD),EQI,Q2,Q2,6575,96778284,5.6608,0.0699,5.5247,5.7993,5.66 ± 0.07
2006-2010,G20,Parkinson's Disease (PD),EQI,Q3,Q3,12677,180414358,6.3268,0.0563,6.2171,6.4379,6.33 ± 0.06
2006-2010,G20,Parkinson's Disease (PD),EQI,Q4,Q4,18648,260777432,6.6026,0.0485,6.5082,6.6981,6.60 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),EQI,Q5,Q5,61045,926838167,6.779,0.0275,6.7253,6.833,6.78 ± 0.03
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,National,National,974873,1518958033,61.0502,0.062,60.9291,61.1715,61.05 ± 0.06
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q1,Q1,30578,54149792,52.8939,0.3028,52.3027,53.4901,52.89 ± 0.30
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q2,Q2,67239,96778284,58.1314,0.2243,57.6928,58.5725,58.13 ± 0.22
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q3,Q3,120676,180414358,59.6041,0.1718,59.2683,59.9413,59.60 ± 0.17
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q4,Q4,179183,260777432,62.0198,0.1468,61.733,62.3076,62.02 ± 0.15
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),EQI,Q5,Q5,577197,926838167,61.9269,0.0818,61.7672,62.0869,61.93 ± 0.08
2006-2010,G30,Alzheimer's Disease (AD),EQI,National,National,391894,1518958033,24.5337,0.0393,24.457,24.6106,24.53 ± 0.04
2006-2010,G30,Alzheimer's Disease (AD),EQI,Q1,Q1,13782,54149792,23.9314,0.204,23.5335,24.3344,23.93 ± 0.20
2006-2010,G30,Alzheimer's Disease (AD),EQI,Q2,Q2,27538,96778284,23.8385,0.1437,23.5578,24.1217,23.84 ± 0.14
2006-2010,G30,Alzheimer's Disease (AD),EQI,Q3,Q3,49134,180414358,24.2884,0.1097,24.0741,24.5041,24.29 ± 0.11
2006-2010,G30,Alzheimer's Disease (AD),EQI,Q4,Q4,73961,260777432,25.5781,0.0942,25.3941,25.7631,25.58 ± 0.09
2006-2010,G30,Alzheimer's Disease (AD),EQI,Q5,Q5,227479,926838167,24.3728,0.0513,24.2727,24.4732,24.37 ± 0.05
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,National,National,841834,1518958033,52.5683,0.0574,52.456,52.6807,52.57 ± 0.06
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q1,Q1,26759,54149792,46.4505,0.2842,45.8956,47.0105,46.45 ± 0.28
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q2,Q2,58655,96778284,50.7756,0.2097,50.3655,51.1882,50.78 ± 0.21
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q3,Q3,104284,180414358,51.4699,0.1595,51.158,51.7833,51.47 ± 0.16
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q4,Q4,154865,260777432,53.4315,0.136,53.1657,53.6983,53.43 ± 0.14
2006-2010,G30_F01_F03,Dementia (AD+VD+UD),EQI,Q5,Q5,497271,926838167,53.1171,0.0756,52.9696,53.265,53.12 ± 0.08
2011-2015,C00_C97,All-site Cancer,EQI,National,National,2926386,1581578220,163.2351,0.0966,163.0481,163.4222,163.24 ± 0.10
2011-2015,C00_C97,All-site Cancer,EQI,Q1,Q1,113057,55692570,165.6567,0.4981,164.6925,166.6252,165.66 ± 0.50
2011-2015,C00_C97,All-site Cancer,EQI,Q2,Q2,223627,99511336,171.6347,0.3682,170.9241,172.3475,171.63 ± 0.37
2011-2015,C00_C97,All-site Cancer,EQI,Q3,Q3,388915,186955556,170.9988,0.2775,170.4618,171.5371,171.00 ± 0.28
2011-2015,C00_C97,All-site Cancer,EQI,Q4,Q4,542328,270786281,171.1192,0.2352,170.6641,171.5752,171.12 ± 0.24
2011-2015,C00_C97,All-site Cancer,EQI,Q5,Q5,1658459,968632477,158.3538,0.1247,158.1129,158.595,158.35 ± 0.12
2011-2015,C18_C21,Colorectal Cancer,EQI,National,National,261620,1581578220,14.6146,0.0289,14.5586,14.6707,14.61 ± 0.03
2011-2015,C18_C21,Colorectal Cancer,EQI,Q1,Q1,10970,55692570,16.2291,0.1568,15.9268,16.5357,16.23 ± 0.16
2011-2015,C18_C21,Colorectal Cancer,EQI,Q2,Q2,20606,99511336,15.9746,0.1131,15.7573,16.1943,15.97 ± 0.11
2011-2015,C18_C21,Colorectal Cancer,EQI,Q3,Q3,34934,186955556,15.4823,0.0839,15.3204,15.6455,15.48 ± 0.08
2011-2015,C18_C21,Colorectal Cancer,EQI,Q4,Q4,48722,270786281,15.4454,0.0709,15.3085,15.5831,15.45 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,EQI,Q5,Q5,146388,968632477,13.9385,0.0369,13.8672,14.0101,13.94 ± 0.04
2011-2015,C22,Liver Cancer,EQI,National,National,118912,1581578220,6.4327,0.0189,6.3962,6.4693,6.43 ± 0.02
2011-2015,C22,Liver Cancer,EQI,Q1,Q1,4475,55692570,6.4275,0.0971,6.2406,6.6186,6.43 ± 0.10
2011-2015,C22,Liver Cancer,EQI,Q2,Q2,8873,99511336,6.7175,0.0723,6.5785,6.8588,6.72 ± 0.07
2011-2015,C22,Liver Cancer,EQI,Q3,Q3,15371,186955556,6.5917,0.0538,6.4879,6.6968,6.59 ± 0.05
2011-2015,C22,Liver Cancer,EQI,Q4,Q4,21594,270786281,6.6315,0.0457,6.5434,6.7206,6.63 ± 0.05
2011-2015,C22,Liver Cancer,EQI,Q5,Q5,68599,968632477,6.3292,0.0246,6.2819,6.3767,6.33 ± 0.02
2011-2015,C25,Pancreatic Cancer,EQI,National,National,196960,1581578220,10.9177,0.0249,10.8695,10.966,10.92 ± 0.02
2011-2015,C25,Pancreatic Cancer,EQI,Q1,Q1,7220,55692570,10.5178,0.125,10.2765,10.7632,10.52 ± 0.12
2011-2015,C25,Pancreatic Cancer,EQI,Q2,Q2,14103,99511336,10.6863,0.091,10.5107,10.8641,10.69 ± 0.09
2011-2015,C25,Pancreatic Cancer,EQI,Q3,Q3,25072,186955556,10.9186,0.0697,10.7839,11.0546,10.92 ± 0.07
2011-2015,C25,Pancreatic Cancer,EQI,Q4,Q4,35748,270786281,11.1995,0.0599,11.0837,11.3162,11.20 ± 0.06
2011-2015,C25,Pancreatic Cancer,EQI,Q5,Q5,114817,968632477,10.9177,0.0327,10.8546,10.981,10.92 ± 0.03
2011-2015,C34,Lung Cancer,EQI,National,National,779194,1581578220,43.2536,0.0496,43.1576,43.3498,43.25 ± 0.05
2011-2015,C34,Lung Cancer,EQI,Q1,Q1,31982,55692570,45.9155,0.2591,45.4137,46.4215,45.92 ± 0.26
2011-2015,C34,Lung Cancer,EQI,Q2,Q2,67196,99511336,50.5529,0.1971,50.1714,50.9366,50.55 ± 0.20
2011-2015,C34,Lung Cancer,EQI,Q3,Q3,110903,186955556,48.1117,0.1459,47.829,48.3957,48.11 ± 0.15
2011-2015,C34,Lung Cancer,EQI,Q4,Q4,149769,270786281,46.85,0.1224,46.613,47.0879,46.85 ± 0.12
2011-2015,C34,Lung Cancer,EQI,Q5,Q5,419344,968632477,40.1295,0.0628,40.0082,40.2512,40.13 ± 0.06
2011-2015,C50,Breast Cancer,EQI,National,National,207588,1581578220,11.5997,0.0258,11.5498,11.6497,11.60 ± 0.03
2011-2015,C50,Breast Cancer,EQI,Q1,Q1,7315,55692570,10.9737,0.1303,10.7237,11.2282,10.97 ± 0.13
2011-2015,C50,Breast Cancer,EQI,Q2,Q2,14035,99511336,11.1105,0.0958,10.9275,11.2959,11.11 ± 0.10
2011-2015,C50,Breast Cancer,EQI,Q3,Q3,25791,186955556,11.5352,0.0731,11.3949,11.6769,11.54 ± 0.07
2011-2015,C50,Breast Cancer,EQI,Q4,Q4,36941,270786281,11.7851,0.0623,11.6653,11.9059,11.79 ± 0.06
2011-2015,C50,Breast Cancer,EQI,Q5,Q5,123506,968632477,11.6816,0.0337,11.6166,11.747,11.68 ± 0.03
2011-2015,C56,Ovary Cancer,EQI,National,National,71047,1581578220,3.956,0.015,3.927,3.9852,3.96 ± 0.02
2011-2015,C56,Ovary Cancer,EQI,Q1,Q1,2383,55692570,3.5118,0.0728,3.3722,3.6557,3.51 ± 0.07
2011-2015,C56,Ovary Cancer,EQI,Q2,Q2,4651,99511336,3.6049,0.0537,3.502,3.71,3.60 ± 0.05
2011-2015,C56,Ovary Cancer,EQI,Q3,Q3,8753,186955556,3.8551,0.0417,3.7748,3.9368,3.86 ± 0.04
2011-2015,C56,Ovary Cancer,EQI,Q4,Q4,12810,270786281,4.0554,0.0363,3.9854,4.1262,4.06 ± 0.04
2011-2015,C56,Ovary Cancer,EQI,Q5,Q5,42450,968632477,4.0274,0.0198,3.9892,4.0659,4.03 ± 0.02
2011-2015,C61,Prostate Cancer,EQI,National,National,140014,1581578220,7.8858,0.0213,7.8445,7.9272,7.89 ± 0.02
2011-2015,C61,Prostate Cancer,EQI,Q1,Q1,5710,55692570,8.43,0.1121,8.2127,8.6515,8.43 ± 0.11
2011-2015,C61,Prostate Cancer,EQI,Q2,Q2,10343,99511336,7.8365,0.0774,7.6862,7.989,7.84 ± 0.08
2011-2015,C61,Prostate Cancer,EQI,Q3,Q3,18435,186955556,8.1019,0.06,7.9853,8.2197,8.10 ± 0.06
2011-2015,C61,Prostate Cancer,EQI,Q4,Q4,25505,270786281,8.0479,0.0508,7.9495,8.1473,8.05 ± 0.05
2011-2015,C61,Prostate Cancer,EQI,Q5,Q5,80021,968632477,7.7615,0.0278,7.7078,7.8155,7.76 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,National,National,69217,1581578220,3.8332,0.0147,3.8047,3.8619,3.83 ± 0.01
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q1,Q1,2743,55692570,3.9907,0.077,3.8428,4.1429,3.99 ± 0.08
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q2,Q2,5468,99511336,4.1826,0.0574,4.0725,4.295,4.18 ± 0.06
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q3,Q3,9378,186955556,4.1032,0.0429,4.0205,4.1871,4.10 ± 0.04
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q4,Q4,13005,270786281,4.0709,0.0361,4.0012,4.1415,4.07 ± 0.04
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,EQI,Q5,Q5,38623,968632477,3.6584,0.0189,3.622,3.695,3.66 ± 0.02
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,National,National,101196,1581578220,5.7347,0.0182,5.6994,5.7701,5.73 ± 0.02
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,Q1,Q1,3651,55692570,5.4413,0.091,5.2662,5.6207,5.44 ± 0.09
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,Q2,Q2,7074,99511336,5.4567,0.0657,5.3303,5.5854,5.46 ± 0.07
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,Q3,Q3,13017,186955556,5.8024,0.0514,5.7032,5.903,5.80 ± 0.05
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,Q4,Q4,18770,270786281,6.0007,0.0443,5.9151,6.0872,6.00 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,EQI,Q5,Q5,58684,968632477,5.7044,0.0239,5.6583,5.7507,5.70 ± 0.02
2011-2015,C91_C95,Leukemia,EQI,National,National,115161,1581578220,6.5858,0.0196,6.5478,6.6239,6.59 ± 0.02
2011-2015,C91_C95,Leukemia,EQI,Q1,Q1,4105,55692570,6.1885,0.0977,6.0006,6.3808,6.19 ± 0.10
2011-2015,C91_C95,Leukemia,EQI,Q2,Q2,8234,99511336,6.4718,0.0725,6.3327,6.6131,6.47 ± 0.07
2011-2015,C91_C95,Leukemia,EQI,Q3,Q3,14860,186955556,6.6873,0.0555,6.5802,6.7957,6.69 ± 0.06
2011-2015,C91_C95,Leukemia,EQI,Q4,Q4,20930,270786281,6.7445,0.0472,6.6534,6.8365,6.74 ± 0.05
2011-2015,C91_C95,Leukemia,EQI,Q5,Q5,67032,968632477,6.5644,0.0257,6.5148,6.6143,6.56 ± 0.03
2011-2015,F01,Vascular Dementia (VD),EQI,National,National,64954,1581578220,3.5985,0.0142,3.5709,3.6263,3.60 ± 0.01
2011-2015,F01,Vascular Dementia (VD),EQI,Q1,Q1,1763,55692570,2.6724,0.0638,2.5491,2.8001,2.67 ± 0.06
2011-2015,F01,Vascular Dementia (VD),EQI,Q2,Q2,3608,99511336,2.7606,0.0461,2.6713,2.8522,2.76 ± 0.05
2011-2015,F01,Vascular Dementia (VD),EQI,Q3,Q3,7456,186955556,3.2748,0.0381,3.2009,3.35,3.27 ± 0.04
2011-2015,F01,Vascular Dementia (VD),EQI,Q4,Q4,10950,270786281,3.4132,0.0328,3.3496,3.4777,3.41 ± 0.03
2011-2015,F01,Vascular Dementia (VD),EQI,Q5,Q5,41177,968632477,3.8855,0.0193,3.8481,3.9233,3.89 ± 0.02
2011-2015,F03,Unspecified Dementia (UD),EQI,National,National,593128,1581578220,32.7339,0.0428,32.6506,32.8173,32.73 ± 0.04
2011-2015,F03,Unspecified Dementia (UD),EQI,Q1,Q1,18493,55692570,28.0373,0.2065,27.6346,28.4443,28.04 ± 0.21
2011-2015,F03,Unspecified Dementia (UD),EQI,Q2,Q2,40953,99511336,31.3211,0.1551,31.0185,31.6259,31.32 ± 0.16
2011-2015,F03,Unspecified Dementia (UD),EQI,Q3,Q3,72453,186955556,31.7608,0.1184,31.5299,31.9929,31.76 ± 0.12
2011-2015,F03,Unspecified Dementia (UD),EQI,Q4,Q4,106304,270786281,32.946,0.1016,32.7483,33.1447,32.95 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),EQI,Q5,Q5,354925,968632477,33.325,0.0565,33.2155,33.4348,33.32 ± 0.06
2011-2015,G10,Huntington's Disease (HD),EQI,National,National,5067,1581578220,0.2868,0.0041,0.279,0.2948,0.29 ± 0.00
2011-2015,G10,Huntington's Disease (HD),EQI,Q1,Q1,147,55692570,0.228,0.0192,0.1926,0.2679,0.23 ± 0.02
