Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,0,Natural,24021,571554533,4.0041,0.026,3.9536,4.055,4.00 ± 0.03
2006-2010,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,1,Water-Sensitive,11514,249881527,3.8294,0.0358,3.7598,3.9,3.83 ± 0.04
2006-2010,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,2,Agricultural,12434,256231205,4.5117,0.0407,4.4327,4.5917,4.51 ± 0.04
2006-2010,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,3,Urban,16060,441345687,3.6776,0.0292,3.6209,3.7349,3.68 ± 0.03
2006-2010,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,National,National,64029,1519012952,3.9698,0.0158,3.9391,4.0007,3.97 ± 0.02
2006-2010,C82_C85,Non-Hodgkin Lymphoma,LandUse,0,Natural,37280,571554533,6.3719,0.0332,6.3074,6.4369,6.37 ± 0.03
2006-2010,C82_C85,Non-Hodgkin Lymphoma,LandUse,1,Water-Sensitive,18967,249881527,6.3705,0.0465,6.2802,6.4618,6.37 ± 0.05
2006-2010,C82_C85,Non-Hodgkin Lymphoma,LandUse,2,Agricultural,18610,256231205,6.8401,0.0504,6.7422,6.9391,6.84 ± 0.05
2006-2010,C82_C85,Non-Hodgkin Lymphoma,LandUse,3,Urban,27138,441345687,6.2947,0.0385,6.22,6.37,6.29 ± 0.04
2006-2010,C82_C85,Non-Hodgkin Lymphoma,LandUse,National,National,101995,1519012952,6.4322,0.0202,6.3928,6.4718,6.43 ± 0.02
2006-2010,C91_C95,Leukemia,LandUse,0,Natural,40597,571554533,6.966,0.0348,6.8984,7.0341,6.97 ± 0.03
2006-2010,C91_C95,Leukemia,LandUse,1,Water-Sensitive,20296,249881527,6.8838,0.0486,6.7894,6.9792,6.88 ± 0.05
2006-2010,C91_C95,Leukemia,LandUse,2,Agricultural,20064,256231205,7.4044,0.0525,7.3023,7.5076,7.40 ± 0.05
2006-2010,C91_C95,Leukemia,LandUse,3,Urban,29620,441345687,6.8875,0.0403,6.8092,6.9664,6.89 ± 0.04
2006-2010,C91_C95,Leukemia,LandUse,National,National,110577,1519012952,7.0052,0.0212,6.9639,7.0466,7.01 ± 0.02
2006-2010,F01,Vascular Dementia (VD),LandUse,0,Natural,18897,571554533,3.3099,0.0241,3.2629,3.3574,3.31 ± 0.02
2006-2010,F01,Vascular Dementia (VD),LandUse,1,Water-Sensitive,8416,249881527,2.7242,0.0297,2.6663,2.783,2.72 ± 0.03
2006-2010,F01,Vascular Dementia (VD),LandUse,2,Agricultural,7309,256231205,2.6081,0.0306,2.5486,2.6686,2.61 ± 0.03
2006-2010,F01,Vascular Dementia (VD),LandUse,3,Urban,11557,441345687,2.6343,0.0246,2.5865,2.6828,2.63 ± 0.02
2006-2010,F01,Vascular Dementia (VD),LandUse,National,National,46179,1519012952,2.8874,0.0135,2.8611,2.9138,2.89 ± 0.01
2006-2010,F03,Unspecified Dementia (UD),LandUse,0,Natural,136634,571554533,23.9032,0.0648,23.7766,24.0303,23.90 ± 0.06
2006-2010,F03,Unspecified Dementia (UD),LandUse,1,Water-Sensitive,80382,249881527,25.9028,0.0915,25.724,26.0825,25.90 ± 0.09
2006-2010,F03,Unspecified Dementia (UD),LandUse,2,Agricultural,71095,256231205,25.1751,0.0947,24.9904,25.3608,25.18 ± 0.09
2006-2010,F03,Unspecified Dementia (UD),LandUse,3,Urban,115676,441345687,26.2272,0.0774,26.0763,26.3788,26.23 ± 0.08
2006-2010,F03,Unspecified Dementia (UD),LandUse,National,National,403787,1519012952,25.1486,0.0397,25.0711,25.2263,25.15 ± 0.04
2006-2010,G10,Huntington's Disease (HD),LandUse,0,Natural,1756,571554533,0.2886,0.007,0.2752,0.3024,0.29 ± 0.01
2006-2010,G10,Huntington's Disease (HD),LandUse,1,Water-Sensitive,643,249881527,0.2229,0.0089,0.206,0.2408,0.22 ± 0.01
2006-2010,G10,Huntington's Disease (HD),LandUse,2,Agricultural,946,256231205,0.3445,0.0113,0.3229,0.3672,0.34 ± 0.01
2006-2010,G10,Huntington's Disease (HD),LandUse,3,Urban,1064,441345687,0.2354,0.0073,0.2215,0.25,0.24 ± 0.01
2006-2010,G10,Huntington's Disease (HD),LandUse,National,National,4409,1519012952,0.2714,0.0041,0.2634,0.2795,0.27 ± 0.00
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,0,Natural,11766,571554533,1.9612,0.0182,1.9259,1.9969,1.96 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,1,Water-Sensitive,5706,249881527,1.9178,0.0255,1.8683,1.9682,1.92 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,2,Agricultural,5880,256231205,2.1578,0.0283,2.103,2.2137,2.16 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,3,Urban,7831,441345687,1.8056,0.0206,1.7658,1.846,1.81 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,National,National,31183,1519012952,1.9439,0.0111,1.9224,1.9656,1.94 ± 0.01
2006-2010,G20,Parkinson's Disease (PD),LandUse,0,Natural,37955,571554533,6.7389,0.0347,6.6713,6.8071,6.74 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),LandUse,1,Water-Sensitive,19074,249881527,6.3204,0.0458,6.231,6.4107,6.32 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),LandUse,2,Agricultural,19055,256231205,7.0423,0.0512,6.9426,7.143,7.04 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),LandUse,3,Urban,25780,441345687,6.106,0.0382,6.0317,6.181,6.11 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),LandUse,National,National,101864,1519012952,6.5384,0.0205,6.4983,6.5787,6.54 ± 0.02
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,0,Natural,365857,571554533,64.1014,0.1062,63.8938,64.3094,64.10 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,1,Water-Sensitive,180210,249881527,58.4418,0.1379,58.1723,58.7122,58.44 ± 0.14
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,2,Agricultural,181388,256231205,64.8364,0.1528,64.5384,65.1355,64.84 ± 0.15
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,3,Urban,247495,441345687,56.5354,0.1141,56.3129,56.7586,56.54 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,National,National,974950,1519012952,61.0543,0.062,60.9332,61.1757,61.05 ± 0.06
2006-2010,G30,Alzheimer's Disease (AD),LandUse,0,Natural,160605,571554533,28.1881,0.0704,28.0504,28.3263,28.19 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),LandUse,1,Water-Sensitive,66632,249881527,21.5767,0.0837,21.4132,21.7412,21.58 ± 0.08
2006-2010,G30,Alzheimer's Disease (AD),LandUse,2,Agricultural,78049,256231205,27.8532,0.1001,27.6581,28.0493,27.85 ± 0.10
2006-2010,G30,Alzheimer's Disease (AD),LandUse,3,Urban,86651,441345687,19.7623,0.0674,19.631,19.8943,19.76 ± 0.07
2006-2010,G30,Alzheimer's Disease (AD),LandUse,National,National,391937,1519012952,24.5361,0.0393,24.4593,24.613,24.54 ± 0.04
2011-2015,C00_C97,All-site Cancer,LandUse,0,Natural,1092917,596705846,162.4285,0.1573,162.1241,162.7333,162.43 ± 0.16
2011-2015,C00_C97,All-site Cancer,LandUse,1,Water-Sensitive,545287,259404191,162.8641,0.2234,162.4321,163.297,162.86 ± 0.22
2011-2015,C00_C97,All-site Cancer,LandUse,2,Agricultural,513667,264189827,169.5012,0.2394,169.038,169.9654,169.50 ± 0.24
2011-2015,C00_C97,All-site Cancer,LandUse,3,Urban,774705,461437252,160.9539,0.1856,160.5957,161.3128,160.95 ± 0.19
2011-2015,C00_C97,All-site Cancer,LandUse,National,National,2926576,1581737116,163.229,0.0966,163.042,163.4161,163.23 ± 0.10
2011-2015,C18_C21,Colorectal Cancer,LandUse,0,Natural,97458,596705846,14.5649,0.0472,14.4736,14.6566,14.56 ± 0.05
2011-2015,C18_C21,Colorectal Cancer,LandUse,1,Water-Sensitive,47089,259404191,14.0983,0.0659,13.9712,14.2262,14.10 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,LandUse,2,Agricultural,46626,264189827,15.4295,0.0724,15.2898,15.5702,15.43 ± 0.07
2011-2015,C18_C21,Colorectal Cancer,LandUse,3,Urban,70445,461437252,14.5605,0.0557,14.4532,14.6684,14.56 ± 0.06
2011-2015,C18_C21,Colorectal Cancer,LandUse,National,National,261618,1581737116,14.613,0.0289,14.5571,14.6692,14.61 ± 0.03
2011-2015,C22,Liver Cancer,LandUse,0,Natural,44901,596705846,6.4465,0.0309,6.387,6.5064,6.45 ± 0.03
2011-2015,C22,Liver Cancer,LandUse,1,Water-Sensitive,21611,259404191,6.3407,0.0437,6.2564,6.4258,6.34 ± 0.04
2011-2015,C22,Liver Cancer,LandUse,2,Agricultural,17891,264189827,5.7537,0.0436,5.6697,5.8386,5.75 ± 0.04
2011-2015,C22,Liver Cancer,LandUse,3,Urban,34508,461437252,6.912,0.0378,6.8393,6.9854,6.91 ± 0.04
2011-2015,C22,Liver Cancer,LandUse,National,National,118911,1581737116,6.4319,0.0189,6.3954,6.4686,6.43 ± 0.02
2011-2015,C25,Pancreatic Cancer,LandUse,0,Natural,71875,596705846,10.5978,0.04,10.5205,10.6756,10.60 ± 0.04
2011-2015,C25,Pancreatic Cancer,LandUse,1,Water-Sensitive,37582,259404191,11.1112,0.0579,10.9992,11.2241,11.11 ± 0.06
2011-2015,C25,Pancreatic Cancer,LandUse,2,Agricultural,33207,264189827,10.8898,0.0604,10.773,11.0076,10.89 ± 0.06
2011-2015,C25,Pancreatic Cancer,LandUse,3,Urban,54314,461437252,11.272,0.0491,11.1774,11.3672,11.27 ± 0.05
2011-2015,C25,Pancreatic Cancer,LandUse,National,National,196978,1581737116,10.9175,0.0249,10.8693,10.9658,10.92 ± 0.02
2011-2015,C34,Lung Cancer,LandUse,0,Natural,291911,596705846,42.9792,0.0805,42.8234,43.1354,42.98 ± 0.08
2011-2015,C34,Lung Cancer,LandUse,1,Water-Sensitive,149583,259404191,44.2699,0.1156,44.0459,44.4948,44.27 ± 0.12
2011-2015,C34,Lung Cancer,LandUse,2,Agricultural,144735,264189827,47.5015,0.1262,47.2571,47.7469,47.50 ± 0.13
2011-2015,C34,Lung Cancer,LandUse,3,Urban,192996,461437252,40.3137,0.0931,40.1341,40.494,40.31 ± 0.09
2011-2015,C34,Lung Cancer,LandUse,National,National,779225,1581737116,43.251,0.0496,43.155,43.3471,43.25 ± 0.05
2011-2015,C50,Breast Cancer,LandUse,0,Natural,75660,596705846,11.2666,0.0416,11.1864,11.3471,11.27 ± 0.04
2011-2015,C50,Breast Cancer,LandUse,1,Water-Sensitive,37158,259404191,11.3174,0.0598,11.2026,11.433,11.32 ± 0.06
2011-2015,C50,Breast Cancer,LandUse,2,Agricultural,34224,264189827,11.3381,0.0622,11.2183,11.4589,11.34 ± 0.06
2011-2015,C50,Breast Cancer,LandUse,3,Urban,60568,461437252,12.4336,0.0513,12.3348,12.533,12.43 ± 0.05
2011-2015,C50,Breast Cancer,LandUse,National,National,207610,1581737116,11.5997,0.0258,11.5499,11.6497,11.60 ± 0.03
2011-2015,C56,Ovary Cancer,LandUse,0,Natural,26834,596705846,3.9774,0.0246,3.93,4.0253,3.98 ± 0.02
2011-2015,C56,Ovary Cancer,LandUse,1,Water-Sensitive,12600,259404191,3.7761,0.0341,3.7104,3.8426,3.78 ± 0.03
2011-2015,C56,Ovary Cancer,LandUse,2,Agricultural,12065,264189827,3.987,0.0368,3.9161,4.0587,3.99 ± 0.04
2011-2015,C56,Ovary Cancer,LandUse,3,Urban,19566,461437252,4.0433,0.0293,3.9869,4.1004,4.04 ± 0.03
2011-2015,C56,Ovary Cancer,LandUse,National,National,71065,1581737116,3.9566,0.015,3.9275,3.9858,3.96 ± 0.02
2011-2015,C61,Prostate Cancer,LandUse,0,Natural,52982,596705846,8.055,0.0353,7.9866,8.1239,8.06 ± 0.04
2011-2015,C61,Prostate Cancer,LandUse,1,Water-Sensitive,26070,259404191,7.631,0.0476,7.5386,7.7242,7.63 ± 0.05
2011-2015,C61,Prostate Cancer,LandUse,2,Agricultural,23483,264189827,7.7641,0.0511,7.6651,7.8641,7.76 ± 0.05
2011-2015,C61,Prostate Cancer,LandUse,3,Urban,37490,461437252,7.9244,0.0415,7.8444,8.005,7.92 ± 0.04
2011-2015,C61,Prostate Cancer,LandUse,National,National,140025,1581737116,7.8857,0.0213,7.8445,7.9271,7.89 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,0,Natural,26429,596705846,3.8939,0.0243,3.8471,3.9412,3.89 ± 0.02
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,1,Water-Sensitive,12414,259404191,3.687,0.0335,3.6224,3.7524,3.69 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,2,Agricultural,13367,264189827,4.3718,0.0383,4.298,4.4465,4.37 ± 0.04
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,3,Urban,17013,461437252,3.5154,0.0273,3.4628,3.5686,3.52 ± 0.03
2011-2015,C64_C65,Kidney and Renal Pelvis Cancer,LandUse,National,National,69223,1581737116,3.8332,0.0147,3.8047,3.8619,3.83 ± 0.01
2011-2015,C82_C85,Non-Hodgkin Lymphoma,LandUse,0,Natural,37985,596705846,5.7498,0.0298,5.6921,5.8079,5.75 ± 0.03
2011-2015,C82_C85,Non-Hodgkin Lymphoma,LandUse,1,Water-Sensitive,18699,259404191,5.6229,0.0416,5.5425,5.704,5.62 ± 0.04
2011-2015,C82_C85,Non-Hodgkin Lymphoma,LandUse,2,Agricultural,18115,264189827,6.0567,0.0455,5.9688,6.1456,6.06 ± 0.05
2011-2015,C82_C85,Non-Hodgkin Lymphoma,LandUse,3,Urban,26403,461437252,5.5807,0.0348,5.5136,5.6484,5.58 ± 0.03
2011-2015,C82_C85,Non-Hodgkin Lymphoma,LandUse,National,National,101202,1581737116,5.7344,0.0182,5.6992,5.7699,5.73 ± 0.02
2011-2015,C91_C95,Leukemia,LandUse,0,Natural,43050,596705846,6.5838,0.0321,6.5218,6.6463,6.58 ± 0.03
2011-2015,C91_C95,Leukemia,LandUse,1,Water-Sensitive,21289,259404191,6.502,0.0452,6.4149,6.5899,6.50 ± 0.05
2011-2015,C91_C95,Leukemia,LandUse,2,Agricultural,20652,264189827,6.9639,0.049,6.8693,7.0596,6.96 ± 0.05
2011-2015,C91_C95,Leukemia,LandUse,3,Urban,30183,461437252,6.4127,0.0374,6.3406,6.4855,6.41 ± 0.04
2011-2015,C91_C95,Leukemia,LandUse,National,National,115174,1581737116,6.5858,0.0196,6.5479,6.624,6.59 ± 0.02
2011-2015,F01,Vascular Dementia (VD),LandUse,0,Natural,25818,596705846,3.9575,0.0247,3.9094,4.0061,3.96 ± 0.02
2011-2015,F01,Vascular Dementia (VD),LandUse,1,Water-Sensitive,11378,259404191,3.2208,0.0304,3.1619,3.2805,3.22 ± 0.03
2011-2015,F01,Vascular Dementia (VD),LandUse,2,Agricultural,9760,264189827,3.1544,0.0322,3.0921,3.2176,3.15 ± 0.03
2011-2015,F01,Vascular Dementia (VD),LandUse,3,Urban,18006,461437252,3.6784,0.0277,3.6249,3.7325,3.68 ± 0.03
2011-2015,F01,Vascular Dementia (VD),LandUse,National,National,64962,1581737116,3.5987,0.0142,3.5711,3.6265,3.60 ± 0.01
2011-2015,F03,Unspecified Dementia (UD),LandUse,0,Natural,199402,596705846,30.5405,0.0687,30.4066,30.6748,30.54 ± 0.07
2011-2015,F03,Unspecified Dementia (UD),LandUse,1,Water-Sensitive,118264,259404191,33.2954,0.0975,33.1059,33.4857,33.30 ± 0.10
2011-2015,F03,Unspecified Dementia (UD),LandUse,2,Agricultural,107481,264189827,34.5161,0.1061,34.31,34.7231,34.52 ± 0.11
2011-2015,F03,Unspecified Dementia (UD),LandUse,3,Urban,168047,461437252,34.1186,0.0842,33.9556,34.2821,34.12 ± 0.08
2011-2015,F03,Unspecified Dementia (UD),LandUse,National,National,593194,1581737116,32.7344,0.0428,32.6512,32.8178,32.73 ± 0.04
2011-2015,G10,Huntington's Disease (HD),LandUse,0,Natural,2005,596705846,0.3002,0.0068,0.2872,0.3136,0.30 ± 0.01
2011-2015,G10,Huntington's Disease (HD),LandUse,1,Water-Sensitive,804,259404191,0.2564,0.0093,0.239,0.2748,0.26 ± 0.01
2011-2015,G10,Huntington's Disease (HD),LandUse,2,Agricultural,1068,264189827,0.3661,0.0114,0.3445,0.3887,0.37 ± 0.01
2011-2015,G10,Huntington's Disease (HD),LandUse,3,Urban,1189,461437252,0.241,0.0071,0.2275,0.2551,0.24 ± 0.01
2011-2015,G10,Huntington's Disease (HD),LandUse,National,National,5066,1581737116,0.2867,0.0041,0.2789,0.2947,0.29 ± 0.00
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,0,Natural,13697,596705846,2.0142,0.0174,1.9807,2.0483,2.01 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,1,Water-Sensitive,6448,259404191,1.9344,0.0244,1.8875,1.9822,1.93 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,2,Agricultural,6566,264189827,2.1663,0.0271,2.1142,2.2194,2.17 ± 0.03
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,3,Urban,9011,461437252,1.8789,0.0201,1.8403,1.9181,1.88 ± 0.02
2011-2015,G12.2,Amyotrophic Lateral Sclerosis (ALS),LandUse,National,National,35722,1581737116,1.9871,0.0106,1.9665,2.0078,1.99 ± 0.01
2011-2015,G20,Parkinson's Disease (PD),LandUse,0,Natural,46933,596705846,7.3754,0.0343,7.3088,7.4424,7.38 ± 0.03
2011-2015,G20,Parkinson's Disease (PD),LandUse,1,Water-Sensitive,23448,259404191,6.9438,0.0457,6.8552,7.0332,6.94 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),LandUse,2,Agricultural,23401,264189827,7.9153,0.0522,7.8142,8.0174,7.92 ± 0.05
2011-2015,G20,Parkinson's Disease (PD),LandUse,3,Urban,31617,461437252,6.8584,0.0391,6.783,6.9345,6.86 ± 0.04
2011-2015,G20,Parkinson's Disease (PD),LandUse,National,National,125399,1581737116,7.2461,0.0206,7.2061,7.2863,7.25 ± 0.02
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,0,Natural,476992,596705846,73.2954,0.1067,73.0875,73.5037,73.30 ± 0.11
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,1,Water-Sensitive,234326,259404191,66.6026,0.1386,66.3332,66.8728,66.60 ± 0.14
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,2,Agricultural,234875,264189827,76.1552,0.1584,75.8475,76.4638,76.16 ± 0.16
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,3,Urban,330501,461437252,67.8195,0.1194,67.5885,68.0512,67.82 ± 0.12
2011-2015,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),LandUse,National,National,1276694,1581737116,70.998,0.0633,70.8749,71.1212,71.00 ± 0.06
2011-2015,G30,Alzheimer's Disease (AD),LandUse,0,Natural,191142,596705846,29.4077,0.0676,29.2761,29.5399,29.41 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),LandUse,1,Water-Sensitive,74788,259404191,21.2083,0.0781,21.0565,21.3608,21.21 ± 0.08
2011-2015,G30,Alzheimer's Disease (AD),LandUse,2,Agricultural,87667,264189827,28.4031,0.0967,28.2154,28.5917,28.40 ± 0.10
2011-2015,G30,Alzheimer's Disease (AD),LandUse,3,Urban,103820,461437252,21.2852,0.0669,21.1559,21.4151,21.29 ± 0.07
2011-2015,G30,Alzheimer's Disease (AD),LandUse,National,National,457417,1581737116,25.4317,0.0379,25.358,25.5055,25.43 ± 0.04
2016-2020,C00_C97,All-site Cancer,LandUse,0,Natural,1136292,619141954,149.6058,0.1425,149.3308,149.8811,149.61 ± 0.14
2016-2020,C00_C97,All-site Cancer,LandUse,1,Water-Sensitive,560285,268882534,148.3494,0.2021,147.9613,148.7384,148.35 ± 0.20
2016-2020,C00_C97,All-site Cancer,LandUse,2,Agricultural,526197,270387302,157.5347,0.2207,157.1093,157.9609,157.53 ± 0.22
2016-2020,C00_C97,All-site Cancer,LandUse,3,Urban,771468,475204114,144.0637,0.1667,143.7425,144.3856,144.06 ± 0.17
2016-2020,C00_C97,All-site Cancer,LandUse,National,National,2994242,1633615904,149.1385,0.0875,148.9696,149.3075,149.14 ± 0.09
2016-2020,C18_C21,Colorectal Cancer,LandUse,0,Natural,101123,619141954,13.4976,0.0432,13.4145,13.581,13.50 ± 0.04
2016-2020,C18_C21,Colorectal Cancer,LandUse,1,Water-Sensitive,48163,268882534,12.9667,0.0605,12.8512,13.0831,12.97 ± 0.06
2016-2020,C18_C21,Colorectal Cancer,LandUse,2,Agricultural,46743,270387302,14.1617,0.0667,14.0336,14.2907,14.16 ± 0.07
2016-2020,C18_C21,Colorectal Cancer,LandUse,3,Urban,69453,475204114,12.9962,0.0501,12.8997,13.0932,13.00 ± 0.05
2016-2020,C18_C21,Colorectal Cancer,LandUse,National,National,265482,1633615904,13.3671,0.0264,13.3163,13.418,13.37 ± 0.03
