ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
C64_C65,Kidney,15,Social,0.0,"0.30(0.07,0.53)","0.17(-0.08,0.42)","0.25(-0.03,0.52)","0.25(-0.08,0.57)"
C64_C65,Kidney,20,EQI,0.0,"1.43(1.17,1.69)","2.32(2.03,2.60)","2.64(2.34,2.93)","2.61(2.29,2.95)"
C64_C65,Kidney,20,Air,0.0,"1.70(1.41,1.99)","2.48(2.18,2.78)","2.32(2.02,2.62)","1.99(1.66,2.30)"
C64_C65,Kidney,20,Water,0.0,"0.31(-0.02,0.64)","0.62(0.26,0.97)","0.75(0.40,1.10)","0.65(0.27,1.02)"
C64_C65,Kidney,20,Land,0.0,"-0.13(-0.40,0.15)","-0.13(-0.43,0.16)","0.00(-0.31,0.33)","0.04(-0.31,0.39)"
C64_C65,Kidney,20,Built,0.0,"0.75(0.51,1.00)","1.06(0.79,1.32)","1.05(0.77,1.32)","0.88(0.59,1.16)"
C64_C65,Kidney,20,Social,0.0,"0.21(-0.06,0.49)","0.08(-0.22,0.38)","0.14(-0.20,0.48)","0.09(-0.30,0.49)"
C82_C85,NHL,5,EQI,0.0,"2.07(1.76,2.38)","2.94(2.61,3.27)","3.35(3.00,3.68)","3.72(3.33,4.11)"
C82_C85,NHL,5,Air,0.0,"2.68(2.33,3.03)","2.52(2.19,2.85)","2.72(2.38,3.04)","2.48(2.13,2.82)"
C82_C85,NHL,5,Water,0.0,"-0.16(-0.52,0.20)","0.29(-0.07,0.65)","0.35(-0.02,0.73)","0.31(-0.06,0.70)"
C82_C85,NHL,5,Land,0.0,"0.11(-0.20,0.40)","0.20(-0.11,0.50)","0.33(-0.01,0.65)","0.43(0.08,0.78)"
C82_C85,NHL,5,Built,0.0,"1.11(0.81,1.40)","1.49(1.19,1.79)","1.45(1.14,1.76)","1.48(1.14,1.81)"
C82_C85,NHL,5,Social,0.0,"0.71(0.39,1.02)","0.38(0.04,0.71)","0.91(0.52,1.28)","0.95(0.50,1.38)"
C82_C85,NHL,10,EQI,0.0,"1.49(1.20,1.77)","2.58(2.27,2.88)","3.22(2.89,3.55)","3.34(2.99,3.70)"
C82_C85,NHL,10,Air,0.0,"2.44(2.13,2.75)","2.90(2.59,3.21)","2.88(2.57,3.18)","2.67(2.36,2.99)"
C82_C85,NHL,10,Water,0.0,"-0.10(-0.41,0.21)","0.21(-0.11,0.53)","0.30(-0.01,0.63)","0.38(0.05,0.71)"
C82_C85,NHL,10,Land,0.0,"0.22(-0.06,0.49)","0.18(-0.09,0.47)","0.32(0.02,0.61)","0.35(0.02,0.67)"
C82_C85,NHL,10,Built,0.0,"0.86(0.58,1.13)","0.98(0.70,1.26)","0.94(0.66,1.23)","1.11(0.81,1.41)"
C82_C85,NHL,10,Social,0.0,"0.13(-0.15,0.41)","0.49(0.20,0.79)","0.60(0.27,0.93)","0.60(0.22,0.98)"
C82_C85,NHL,15,EQI,0.0,"1.67(1.41,1.93)","2.47(2.20,2.74)","2.90(2.61,3.19)","3.17(2.84,3.50)"
C82_C85,NHL,15,Air,0.0,"1.82(1.53,2.12)","1.99(1.68,2.29)","2.09(1.78,2.39)","1.87(1.55,2.20)"
C82_C85,NHL,15,Water,0.0,"0.01(-0.29,0.32)","0.52(0.20,0.84)","0.62(0.30,0.94)","0.80(0.45,1.15)"
C82_C85,NHL,15,Land,0.0,"0.04(-0.23,0.31)","-0.05(-0.33,0.23)","0.05(-0.26,0.34)","0.18(-0.14,0.49)"
C82_C85,NHL,15,Built,0.0,"0.93(0.67,1.17)","1.17(0.92,1.44)","1.17(0.90,1.44)","1.24(0.95,1.53)"
C82_C85,NHL,15,Social,0.0,"0.61(0.33,0.87)","0.63(0.33,0.93)","0.80(0.47,1.13)","0.97(0.58,1.35)"
C82_C85,NHL,20,EQI,0.0,"1.91(1.62,2.22)","2.58(2.28,2.89)","3.10(2.77,3.44)","3.20(2.84,3.58)"
C82_C85,NHL,20,Air,0.0,"2.15(1.83,2.48)","2.55(2.20,2.90)","2.60(2.25,2.95)","2.21(1.83,2.59)"
C82_C85,NHL,20,Water,0.0,"-0.09(-0.47,0.29)","0.33(-0.07,0.73)","0.50(0.11,0.90)","0.35(-0.08,0.79)"
C82_C85,NHL,20,Land,0.0,"-0.30(-0.61,-0.00)","-0.27(-0.60,0.03)","-0.25(-0.61,0.10)","-0.21(-0.59,0.17)"
C82_C85,NHL,20,Built,0.0,"0.95(0.66,1.23)","1.19(0.90,1.49)","1.16(0.86,1.47)","1.11(0.79,1.43)"
C82_C85,NHL,20,Social,0.0,"0.52(0.21,0.82)","0.71(0.36,1.04)","0.78(0.39,1.17)","0.79(0.34,1.22)"
C91_C95,Leukemia,5,EQI,0.0,"2.25(1.92,2.57)","2.88(2.54,3.22)","3.41(3.03,3.77)","4.00(3.61,4.40)"
C91_C95,Leukemia,5,Air,0.0,"2.59(2.20,2.97)","2.62(2.24,3.00)","2.60(2.23,2.97)","2.52(2.13,2.92)"
C91_C95,Leukemia,5,Water,0.0,"-0.14(-0.53,0.25)","0.20(-0.19,0.61)","0.23(-0.15,0.63)","0.53(0.11,0.95)"
C91_C95,Leukemia,5,Land,0.0,"-0.03(-0.37,0.29)","0.23(-0.11,0.58)","0.17(-0.21,0.55)","0.20(-0.21,0.59)"
C91_C95,Leukemia,5,Built,0.0,"1.33(1.00,1.67)","1.37(1.03,1.70)","1.50(1.16,1.84)","1.41(1.06,1.76)"
C91_C95,Leukemia,5,Social,0.0,"0.35(0.00,0.69)","0.40(0.02,0.77)","0.65(0.24,1.05)","0.96(0.48,1.42)"
C91_C95,Leukemia,10,EQI,0.0,"2.13(1.80,2.46)","2.76(2.44,3.08)","3.30(2.96,3.65)","3.67(3.29,4.05)"
C91_C95,Leukemia,10,Air,0.0,"2.56(2.20,2.91)","3.01(2.66,3.36)","2.65(2.31,2.98)","2.53(2.17,2.88)"
C91_C95,Leukemia,10,Water,0.0,"-0.14(-0.49,0.22)","0.41(0.04,0.79)","0.46(0.09,0.84)","0.61(0.24,1.00)"
C91_C95,Leukemia,10,Land,0.0,"0.02(-0.29,0.33)","0.08(-0.24,0.40)","0.05(-0.30,0.39)","0.36(-0.00,0.73)"
C91_C95,Leukemia,10,Built,0.0,"0.75(0.45,1.06)","0.98(0.66,1.30)","1.04(0.73,1.36)","0.98(0.64,1.31)"
C91_C95,Leukemia,10,Social,0.0,"0.48(0.18,0.79)","0.65(0.31,1.00)","0.97(0.59,1.36)","1.13(0.69,1.57)"
C91_C95,Leukemia,15,EQI,0.0,"2.01(1.73,2.29)","2.84(2.56,3.12)","3.42(3.10,3.73)","3.58(3.23,3.92)"
C91_C95,Leukemia,15,Air,0.0,"1.94(1.62,2.25)","2.49(2.16,2.81)","2.37(2.05,2.68)","2.14(1.81,2.46)"
C91_C95,Leukemia,15,Water,0.0,"0.05(-0.27,0.38)","0.53(0.18,0.89)","0.47(0.11,0.82)","0.63(0.25,1.01)"
C91_C95,Leukemia,15,Land,0.0,"0.20(-0.08,0.48)","0.27(-0.02,0.56)","0.16(-0.16,0.47)","0.37(0.04,0.72)"
C91_C95,Leukemia,15,Built,0.0,"1.25(0.96,1.53)","1.57(1.28,1.87)","1.56(1.26,1.84)","1.41(1.12,1.72)"
C91_C95,Leukemia,15,Social,0.0,"0.32(0.03,0.61)","0.23(-0.08,0.55)","0.56(0.22,0.91)","0.61(0.21,1.02)"
C91_C95,Leukemia,20,EQI,0.0,"2.25(1.90,2.59)","3.15(2.78,3.50)","3.68(3.31,4.06)","3.89(3.46,4.32)"
C91_C95,Leukemia,20,Air,0.0,"2.06(1.68,2.44)","2.85(2.45,3.24)","2.68(2.28,3.08)","2.13(1.71,2.55)"
C91_C95,Leukemia,20,Water,0.0,"-0.02(-0.47,0.43)","0.46(-0.02,0.93)","0.62(0.17,1.09)","0.84(0.33,1.36)"
C91_C95,Leukemia,20,Land,0.0,"-0.09(-0.44,0.25)","0.04(-0.33,0.40)","-0.19(-0.60,0.20)","0.08(-0.35,0.52)"
C91_C95,Leukemia,20,Built,0.0,"1.17(0.83,1.50)","1.50(1.15,1.84)","1.50(1.14,1.85)","1.39(1.00,1.76)"
C91_C95,Leukemia,20,Social,0.0,"0.51(0.15,0.87)","0.53(0.13,0.93)","0.82(0.38,1.26)","0.87(0.36,1.37)"
