ICD_Code,Outcome,Lag,Model,Q1,Q2,Q3,Q4,Q5
N18_N19,RF,20,Land,0.0,"-0.96(-1.56,-0.34)","-0.63(-1.29,0.03)","-0.57(-1.31,0.20)","-0.76(-1.54,0.05)"
N18_N19,RF,20,Built,0.0,"1.68(1.09,2.32)","2.27(1.66,2.91)","2.61(1.97,3.28)","3.24(2.58,3.92)"
N18_N19,RF,20,Social,0.0,"-0.65(-1.34,0.03)","-1.15(-1.88,-0.42)","-1.36(-2.17,-0.55)","-1.39(-2.34,-0.43)"
N00_N15,GRTI,5,EQI,0.0,"0.49(0.37,0.61)","0.91(0.78,1.05)","1.25(1.10,1.40)","1.54(1.38,1.70)"
N00_N15,GRTI,5,Air,0.0,"0.39(0.26,0.51)","0.71(0.57,0.84)","1.14(1.00,1.28)","1.19(1.03,1.34)"
N00_N15,GRTI,5,Water,0.0,"0.11(-0.03,0.25)","0.29(0.14,0.43)","0.36(0.21,0.51)","0.34(0.19,0.49)"
N00_N15,GRTI,5,Land,0.0,"-0.02(-0.15,0.10)","0.01(-0.12,0.14)","-0.03(-0.17,0.11)","-0.02(-0.17,0.12)"
N00_N15,GRTI,5,Built,0.0,"0.12(-0.00,0.24)","0.34(0.22,0.47)","0.40(0.27,0.53)","0.39(0.25,0.53)"
N00_N15,GRTI,5,Social,0.0,"0.09(-0.03,0.23)","0.03(-0.11,0.18)","0.04(-0.11,0.21)","0.05(-0.14,0.25)"
N00_N15,GRTI,10,EQI,0.0,"0.07(0.04,0.10)","0.17(0.14,0.21)","0.26(0.23,0.31)","0.42(0.37,0.47)"
N00_N15,GRTI,10,Air,0.0,"0.08(0.05,0.12)","0.14(0.10,0.17)","0.28(0.24,0.32)","0.33(0.29,0.38)"
N00_N15,GRTI,10,Water,0.0,"0.03(-0.01,0.07)","0.05(0.01,0.10)","0.07(0.02,0.11)","0.07(0.02,0.12)"
N00_N15,GRTI,10,Land,0.0,"-0.00(-0.04,0.03)","-0.00(-0.04,0.03)","0.01(-0.03,0.05)","0.00(-0.04,0.05)"
N00_N15,GRTI,10,Built,0.0,"0.01(-0.02,0.05)","0.04(0.01,0.08)","0.09(0.05,0.12)","0.12(0.09,0.16)"
N00_N15,GRTI,10,Social,0.0,"-0.00(-0.04,0.03)","-0.01(-0.05,0.03)","0.01(-0.03,0.06)","0.01(-0.05,0.07)"
N00_N15,GRTI,15,EQI,0.0,"0.10(0.07,0.14)","0.26(0.21,0.30)","0.37(0.32,0.42)","0.53(0.48,0.59)"
N00_N15,GRTI,15,Air,0.0,"0.15(0.10,0.19)","0.23(0.18,0.27)","0.37(0.32,0.42)","0.48(0.42,0.54)"
N00_N15,GRTI,15,Water,0.0,"0.00(-0.05,0.05)","0.04(-0.02,0.09)","0.06(0.01,0.12)","0.05(-0.00,0.11)"
N00_N15,GRTI,15,Land,0.0,"0.00(-0.04,0.05)","-0.00(-0.05,0.04)","0.02(-0.03,0.07)","0.02(-0.04,0.07)"
N00_N15,GRTI,15,Built,0.0,"0.07(0.04,0.11)","0.10(0.06,0.14)","0.13(0.08,0.17)","0.13(0.08,0.18)"
N00_N15,GRTI,15,Social,0.0,"-0.01(-0.05,0.03)","-0.01(-0.06,0.04)","-0.01(-0.07,0.05)","-0.04(-0.11,0.03)"
N00_N15,GRTI,20,EQI,0.0,"0.18(0.13,0.23)","0.33(0.27,0.39)","0.47(0.40,0.54)","0.65(0.58,0.73)"
N00_N15,GRTI,20,Air,0.0,"0.17(0.12,0.23)","0.34(0.27,0.40)","0.55(0.48,0.62)","0.64(0.56,0.71)"
N00_N15,GRTI,20,Water,0.0,"0.04(-0.03,0.11)","0.06(-0.02,0.13)","0.10(0.02,0.18)","0.09(0.00,0.17)"
N00_N15,GRTI,20,Land,0.0,"-0.02(-0.07,0.04)","-0.00(-0.07,0.05)","-0.04(-0.11,0.03)","-0.05(-0.12,0.02)"
N00_N15,GRTI,20,Built,0.0,"0.05(0.00,0.10)","0.08(0.03,0.13)","0.12(0.07,0.18)","0.11(0.05,0.17)"
N00_N15,GRTI,20,Social,0.0,"0.00(-0.06,0.06)","0.00(-0.06,0.06)","0.02(-0.06,0.09)","-0.06(-0.15,0.03)"
