ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"C00_C97","2016_2020",15,"Census_Region_3_SVI+SM+UN","0.00","2.92(-1.11,6.91)","10.50(6.40,14.75)","17.02(12.70,21.33)","0.1577","1.0022",2775,3417,"0.0002","1.0024",2521,3167,"0.0002","1.0025",2555,3024
"C00_C97","2021_2024",20,"Census_Region_3_SVI+SM+UN","0.00","-1.67(-6.38,3.00)","5.76(0.87,10.58)","17.49(12.19,22.77)","0.5026","1.0014",3437,3120,"0.0177","1.0004",3069,3370,"0.0002","1.0021",3093,3737
"C00_C97","2006_2010",5,"Census_Region_4_SVI+SM+UN","0.00","4.80(-1.69,11.45)","7.28(0.51,14.26)","7.47(-0.05,14.77)","0.1502","1.0017",4227,3491,"0.0344","1.0008",3686,3496,"0.0510","1.0014",3771,3584
"C00_C97","2011_2015",10,"Census_Region_4_SVI+SM+UN","0.00","3.01(-3.14,9.10)","9.76(3.09,16.24)","10.34(3.07,17.42)","0.3322","1.0004",3838,4027,"0.0056","1.0011",3880,3658,"0.0040","1.0010",3570,3770
"C00_C97","2016_2020",15,"Census_Region_4_SVI+SM+UN","0.00","4.58(-1.06,10.27)","8.24(2.02,14.50)","12.55(5.47,19.32)","0.1135","1.0003",3644,3560,"0.0094","1.0002",3174,3364,"0.0002","1.0010",2765,3590
"C00_C97","2021_2024",20,"Census_Region_4_SVI+SM+UN","0.00","4.14(-2.15,10.66)","8.55(1.95,15.19)","8.13(0.97,15.47)","0.2093","1.0015",4314,3743,"0.0094","1.0017",4246,3793,"0.0294","0.9995",3889,3673
"C00_C97","2006_2010",5,"Climate_Zone_B_SVI+SM+UN","0.00","-0.12(-7.45,7.22)","10.59(3.21,18.17)","10.28(2.79,17.56)","0.9629","0.9999",6198,3791,"0.0035","1.0009",5353,3475,"0.0073","1.0009",5154,3586
"C00_C97","2011_2015",10,"Climate_Zone_B_SVI+SM+UN","0.00","0.40(-6.63,7.42)","10.35(3.10,17.70)","8.13(0.64,15.35)","0.9038","1.0002",8130,3792,"0.0044","1.0007",7604,3807,"0.0373","0.9996",8298,4254
"C00_C97","2016_2020",15,"Climate_Zone_B_SVI+SM+UN","0.00","-0.16(-7.04,6.64)","8.19(1.19,14.96)","9.84(2.99,16.75)","0.9571","1.0012",7150,3740,"0.0215","1.0006",6831,3666,"0.0073","1.0009",5705,3813
"C00_C97","2021_2024",20,"Climate_Zone_B_SVI+SM+UN","0.00","-0.33(-7.72,7.02)","5.67(-2.07,13.38)","8.74(1.28,16.20)","0.9321","1.0010",7280,3472,"0.1523","1.0017",6644,3617,"0.0215","1.0000",6490,2881
"C00_C97","2006_2010",5,"Climate_Zone_C_SVI+SM+UN","0.00","4.25(0.95,7.63)","10.11(6.59,13.64)","15.26(11.38,19.28)","0.0140","1.0009",2443,3184,"0.0002","1.0014",1991,2648,"0.0002","1.0010",1976,2987
"C00_C97","2011_2015",10,"Climate_Zone_C_SVI+SM+UN","0.00","5.00(1.90,8.17)","9.32(6.09,12.55)","13.86(10.15,17.56)","0.0019","1.0010",3190,3748,"0.0002","1.0023",2734,3178,"0.0002","1.0012",2781,3595
"C00_C97","2016_2020",15,"Climate_Zone_C_SVI+SM+UN","0.00","3.93(1.07,6.69)","9.41(6.38,12.38)","16.11(12.65,19.44)","0.0081","1.0016",2308,3359,"0.0002","1.0022",2101,3152,"0.0002","1.0022",2002,3137
"C00_C97","2021_2024",20,"Climate_Zone_C_SVI+SM+UN","0.00","0.99(-2.59,4.62)","6.64(2.77,10.36)","18.02(13.71,22.28)","0.5876","1.0010",3227,3810,"0.0002","1.0015",2555,3373,"0.0002","1.0027",2606,3396
"C00_C97","2006_2010",5,"Climate_Zone_D_SVI+SM+UN","0.00","4.82(0.94,8.70)","3.92(-0.99,8.80)","8.19(0.26,16.12)","0.0102","1.0002",5084,3891,"0.1206","1.0009",4551,4012,"0.0444","1.0013",5665,3732
"C00_C97","2011_2015",10,"Climate_Zone_D_SVI+SM+UN","0.00","6.45(2.84,10.03)","8.26(3.65,12.83)","8.13(0.34,15.85)","0.0010","1.0003",4766,3734,"0.0002","0.9997",4624,3636,"0.0385","1.0035",4746,3525
"C00_C97","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","0.00","6.22(2.99,9.32)","5.28(1.20,9.25)","9.30(2.39,16.27)","0.0002","1.0006",4127,3624,"0.0110","1.0007",3630,3585,"0.0065","1.0000",4182,3393
"C00_C97","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","0.00","7.09(2.74,11.51)","6.06(0.49,11.60)","3.36(-4.81,11.47)","0.0019","1.0022",3606,3368,"0.0327","1.0012",3830,3538,"0.4185","1.0014",4158,3062
"C00_C97","2006_2010",5,"Economic_type_1_SVI+SM+UN","0.00","2.48(-4.85,9.87)","4.84(-2.84,12.78)","13.59(5.42,21.77)","0.5072","1.0005",5453,4049,"0.2177","1.0011",5513,3618,"0.0010","1.0009",4915,3982
"C00_C97","2011_2015",10,"Economic_type_1_SVI+SM+UN","0.00","2.89(-4.53,10.33)","6.46(-1.38,14.43)","11.52(3.72,19.15)","0.4422","1.0010",5846,3617,"0.1002","1.0009",4685,2956,"0.0040","1.0020",3944,3459
"C00_C97","2016_2020",15,"Economic_type_1_SVI+SM+UN","0.00","0.38(-6.62,7.17)","3.58(-3.86,11.10)","10.67(3.23,18.26)","0.9150","1.0011",7121,3605,"0.3443","1.0014",5831,3861,"0.0069","1.0011",5570,3925
"C00_C97","2021_2024",20,"Economic_type_1_SVI+SM+UN","0.00","-0.72(-8.41,7.06)","3.25(-5.23,11.72)","11.72(3.41,19.86)","0.8563","0.9996",7604,3723,"0.4330","1.0034",6522,3344,"0.0044","1.0000",4332,3047
"C00_C97","2006_2010",5,"Economic_type_2_SVI+SM+UN","0.00","-1.73(-9.51,6.18)","0.89(-6.73,8.51)","2.75(-5.55,11.05)","0.6463","1.0006",7217,3680,"0.8213","1.0003",7077,3866,"0.5184","1.0026",6811,3656
"C00_C97","2011_2015",10,"Economic_type_2_SVI+SM+UN","0.00","-3.64(-11.22,4.06)","5.30(-2.20,12.88)","1.43(-6.96,9.46)","0.3472","1.0033",8305,3876,"0.1693","1.0032",7360,3948,"0.7421","1.0012",7816,3553
"C00_C97","2016_2020",15,"Economic_type_2_SVI+SM+UN","0.00","-0.90(-8.53,6.64)","2.39(-5.21,10.12)","2.45(-5.33,10.11)","0.8192","1.0023",7305,3950,"0.5355","1.0005",6247,3604,"0.5263","1.0014",6395,4407
"C00_C97","2021_2024",20,"Economic_type_2_SVI+SM+UN","0.00","0.11(-8.32,8.91)","0.97(-7.25,9.67)","3.57(-5.25,12.29)","0.9938","1.0061",1216,541,"0.8338","1.0103",591,210,"0.4047","1.0081",912,343
"C00_C97","2006_2010",5,"Economic_type_3_SVI+SM+UN","0.00","2.11(-0.85,4.99)","2.94(-0.56,6.19)","7.56(3.27,11.69)","0.1539","1.0014",2786,3482,"0.0969","1.0019",1801,2903,"0.0010","1.0013",2253,3259
"C00_C97","2011_2015",10,"Economic_type_3_SVI+SM+UN","0.00","1.16(-1.69,4.08)","3.75(0.45,7.11)","7.21(3.13,11.53)","0.4347","1.0026",2355,3351,"0.0252","1.0020",1679,2839,"0.0010","1.0012",1986,2847
"C00_C97","2016_2020",15,"Economic_type_3_SVI+SM+UN","0.00","2.55(-0.09,5.30)","5.15(2.06,8.36)","11.53(7.53,15.41)","0.0589","1.0006",2181,2786,"0.0015","1.0005",1723,2331,"0.0002","1.0015",1939,2909
"C00_C97","2021_2024",20,"Economic_type_3_SVI+SM+UN","0.00","1.78(-1.68,5.40)","3.72(-0.27,7.88)","14.07(9.15,19.17)","0.3122","1.0002",2950,3343,"0.0694","1.0003",2399,2978,"0.0002","0.9999",2701,3185
"C00_C97","2006_2010",5,"Economic_type_4_SVI+SM+UN","0.00","3.88(-2.22,10.09)","7.47(1.08,13.99)","1.80(-4.89,8.65)","0.2185","1.0007",4611,3861,"0.0231","1.0014",4377,3943,"0.6126","1.0003",4408,3681
"C00_C97","2011_2015",10,"Economic_type_4_SVI+SM+UN","0.00","3.19(-2.20,8.63)","7.64(1.87,13.30)","6.78(0.45,13.31)","0.2585","0.9999",4091,3545,"0.0094","1.0002",3465,3809,"0.0365","0.9999",3386,3860
"C00_C97","2016_2020",15,"Economic_type_4_SVI+SM+UN","0.00","1.86(-3.23,6.90)","7.04(1.66,12.36)","8.65(2.59,14.34)","0.4701","1.0012",3556,3398,"0.0102","1.0010",3033,3564,"0.0035","1.0017",2849,3432
"C00_C97","2021_2024",20,"Economic_type_4_SVI+SM+UN","0.00","3.93(-2.38,10.21)","5.66(-0.84,12.13)","6.64(-0.43,13.60)","0.2214","0.9994",4748,3925,"0.0894","1.0007",4317,3715,"0.0673","0.9999",4662,3704
"C00_C97","2006_2010",5,"Economic_type_5_SVI+SM+UN","0.00","-0.49(-6.37,5.16)","3.78(-2.35,9.75)","4.30(-2.53,11.39)","0.8671","1.0007",3885,3579,"0.2252","1.0008",4104,3922,"0.2202","1.0015",4496,4014
"C00_C97","2011_2015",10,"Economic_type_5_SVI+SM+UN","0.00","0.71(-4.46,5.98)","3.26(-2.48,9.02)","4.57(-2.44,11.48)","0.7896","0.9999",4230,3555,"0.2656","1.0004",4016,3915,"0.2035","1.0015",4610,3379
"C00_C97","2016_2020",15,"Economic_type_5_SVI+SM+UN","0.00","0.14(-4.42,4.67)","2.30(-2.53,7.19)","4.71(-1.28,10.66)","0.9533","1.0019",3867,3779,"0.3501","1.0017",3185,3589,"0.1181","1.0016",4173,3659
"C00_C97","2021_2024",20,"Economic_type_5_SVI+SM+UN","0.00","1.02(-4.31,6.30)","2.01(-3.57,7.66)","3.54(-3.27,10.55)","0.6934","1.0012",3809,3538,"0.4722","1.0014",3351,3534,"0.3106","1.0020",3745,3233
"C00_C97","2006_2010",5,"Economic_type_6_SVI+SM+UN","0.00","-0.30(-3.76,3.30)","1.70(-2.20,5.55)","3.53(-1.15,8.09)","0.8604","1.0013",5459,4224,"0.4001","1.0008",4444,3639,"0.1331","0.9994",4343,4053
"C00_C97","2011_2015",10,"Economic_type_6_SVI+SM+UN","0.00","0.33(-2.99,3.70)","3.17(-0.78,7.10)","7.06(2.22,11.83)","0.8579","1.0008",5192,3715,"0.1098","1.0020",4179,3680,"0.0031","1.0013",4252,3857
"C00_C97","2016_2020",15,"Economic_type_6_SVI+SM+UN","0.00","1.02(-2.16,4.19)","4.89(1.18,8.53)","9.18(4.70,13.89)","0.5397","1.0006",3749,3661,"0.0102","0.9996",3340,3417,"0.0006","1.0003",2840,3540
"C00_C97","2021_2024",20,"Economic_type_6_SVI+SM+UN","0.00","-2.74(-6.97,1.47)","1.83(-2.87,6.49)","8.46(2.95,13.84)","0.2039","1.0008",4573,3653,"0.4430","1.0004",4031,3615,"0.0019","1.0012",3743,3762
"C00_C97","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","0.00","14.81(9.62,19.88)","15.83(10.36,21.34)","16.52(10.46,22.63)","0.0002","1.0007",3847,3758,"0.0002","1.0013",3315,3514,"0.0002","1.0010",3533,3348
"C00_C97","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","0.00","9.60(4.55,14.84)","15.40(10.05,20.58)","17.42(11.50,23.33)","0.0006","1.0021",4223,4056,"0.0002","1.0016",3815,3452,"0.0002","1.0017",3639,3350
"C00_C97","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","0.00","8.99(4.30,13.52)","13.14(8.27,18.02)","20.85(15.23,26.50)","0.0002","0.9999",3299,3475,"0.0002","1.0002",3160,3585,"0.0002","0.9998",3184,3453
"C00_C97","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","0.00","3.17(-2.18,8.55)","9.46(3.76,14.99)","18.41(11.95,24.58)","0.2602","1.0018",3212,3306,"0.0019","1.0010",2880,2950,"0.0002","1.0018",2721,3121
"C00_C97","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.27(-2.82,5.20)","1.15(-3.36,5.81)","4.36(-1.18,9.86)","0.5376","1.0020",5492,4127,"0.6217","1.0006",4573,3892,"0.1152","1.0002",4849,3581
"C00_C97","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","0.00","3.57(-0.21,7.37)","4.35(0.05,8.81)","8.25(2.87,13.53)","0.0644","1.0016",4725,3947,"0.0485","1.0018",3673,3230,"0.0031","1.0020",4312,3666
"C00_C97","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","0.00","2.73(-0.54,5.91)","4.90(1.09,8.76)","7.61(2.92,12.30)","0.1035","1.0004",3770,3619,"0.0115","0.9998",3106,3167,"0.0010","1.0000",3454,3764
"C00_C97","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","0.00","2.20(-2.29,6.58)","4.17(-0.80,9.22)","7.83(1.92,14.08)","0.3401","1.0002",5108,3535,"0.0944","1.0001",4005,3848,"0.0115","1.0004",4845,3841
"C00_C97","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","0.00","-1.27(-5.00,2.51)","0.43(-4.18,4.92)","3.49(-3.29,9.95)","0.4997","1.0003",5897,3722,"0.8425","1.0003",5265,3796,"0.2752","1.0002",6190,3763
"C00_C97","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","0.00","0.41(-3.13,3.99)","1.64(-2.78,6.15)","1.92(-4.31,7.83)","0.8071","1.0003",6116,4412,"0.4722","1.0000",5509,3912,"0.5430","1.0011",6470,4053
"C00_C97","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","0.00","-0.40(-3.32,2.55)","3.24(-0.73,7.15)","4.68(-1.00,10.52)","0.7896","0.9997",5322,3924,"0.1069","1.0004",4640,3704,"0.1060","1.0012",6084,3697
"C00_C97","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","0.00","2.10(-2.28,6.54)","3.42(-1.90,8.89)","5.06(-1.90,12.11)","0.3626","1.0006",3959,3505,"0.2152","1.0007",3501,3252,"0.1510","1.0006",3610,3832
