ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_B_SVI+PA+UN","0.00","5.54(-0.37,11.64)","5.38(-0.64,11.51)","4.42(-1.82,10.77)","0.0706","1.0019",4248,3433,"0.0852","1.0014",3118,3118,"0.1756","1.0014",2672,3247
"G20_G30_G12.2_F01_F03","2006_2010",5,"Climate_Zone_C_SVI+PA+UN","0.00","2.40(-0.35,5.16)","5.88(3.05,8.68)","3.78(0.70,6.87)","0.0948","1.0019",1909,2913,"0.0002","1.0013",1813,2513,"0.0185","1.0013",1770,2757
"G20_G30_G12.2_F01_F03","2011_2015",10,"Climate_Zone_C_SVI+PA+UN","0.00","1.62(-1.28,4.42)","6.31(3.26,9.32)","5.59(2.12,8.97)","0.2581","1.0026",1973,2687,"0.0002","1.0009",1743,2607,"0.0015","1.0014",1712,2573
"G20_G30_G12.2_F01_F03","2016_2020",15,"Climate_Zone_C_SVI+PA+UN","0.00","2.03(-0.73,4.87)","6.69(3.72,9.60)","8.97(5.60,12.31)","0.1518","1.0028",2054,2682,"0.0002","1.0033",1692,1835,"0.0002","1.0014",1762,2582
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_C_SVI+PA+UN","0.00","2.00(-1.01,4.98)","5.73(2.58,8.85)","9.89(6.38,13.46)","0.1977","1.0018",2440,3339,"0.0006","1.0029",1844,3174,"0.0002","1.0026",1785,3248
"G20_G30_G12.2_F01_F03","2006_2010",5,"Climate_Zone_D_SVI+PA+UN","0.00","3.14(0.94,5.41)","5.35(2.53,8.23)","6.29(0.54,12.08)","0.0048","1.0009",5797,3916,"0.0002","1.0019",4707,3221,"0.0344","1.0021",6313,3666
"G20_G30_G12.2_F01_F03","2011_2015",10,"Climate_Zone_D_SVI+PA+UN","0.00","4.15(1.70,6.60)","9.29(6.12,12.49)","5.50(-0.92,11.84)","0.0010","1.0013",5091,3856,"0.0002","0.9997",4218,3633,"0.0935","1.0012",6053,3667
"G20_G30_G12.2_F01_F03","2016_2020",15,"Climate_Zone_D_SVI+PA+UN","0.00","4.10(1.54,6.66)","9.48(6.10,12.98)","7.43(0.91,13.64)","0.0019","1.0018",4977,3616,"0.0002","1.0012",4074,3493,"0.0252","1.0013",5859,3456
"G20_G30_G12.2_F01_F03","2021_2024",20,"Climate_Zone_D_SVI+PA+UN","0.00","3.67(0.79,6.56)","5.80(1.99,9.54)","1.56(-5.17,8.43)","0.0135","1.0011",5051,3767,"0.0027","1.0013",4499,3520,"0.6534","1.0039",6164,3346
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_1_SVI+PA+UN","0.00","6.20(0.89,11.51)","11.89(5.96,17.88)","10.57(4.68,16.49)","0.0198","1.0017",4682,3693,"0.0006","1.0005",3874,3473,"0.0002","1.0016",3036,3230
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_1_SVI+PA+UN","0.00","2.75(-2.80,8.40)","10.34(3.60,17.08)","9.57(2.97,16.34)","0.3443","1.0013",5134,3708,"0.0027","1.0002",3767,3434,"0.0044","1.0005",3278,3912
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_1_SVI+PA+UN","0.00","2.37(-3.24,7.93)","6.43(-0.06,12.79)","9.05(2.49,15.57)","0.4101","1.0018",4624,3420,"0.0510","1.0008",3494,3659,"0.0065","1.0017",3258,3823
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_1_SVI+PA+UN","0.00","3.21(-3.13,9.42)","4.60(-2.35,11.55)","8.04(1.67,14.63)","0.3126","1.0003",8586,3422,"0.1806","1.0003",6569,3581,"0.0131","0.9996",5991,4071
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_2_SVI+PA+UN","0.00","-5.39(-12.44,1.47)","5.19(-1.30,11.81)","2.11(-4.93,9.61)","0.1339","1.0021",5585,3887,"0.1273","0.9997",5337,4090,"0.5718","0.9997",4928,3732
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_2_SVI+PA+UN","0.00","-4.05(-11.76,3.68)","4.97(-2.25,12.25)","3.68(-4.32,11.47)","0.3014","1.0010",5598,4380,"0.1639","1.0002",4537,3579,"0.3581","1.0000",4792,3730
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_2_SVI+PA+UN","0.00","-0.89(-8.16,6.54)","4.97(-1.46,11.61)","3.45(-3.89,10.70)","0.8109","1.0000",4493,3862,"0.1435","1.0008",3799,3611,"0.3647","0.9993",4107,3804
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_2_SVI+PA+UN","0.00","-1.84(-9.49,6.11)","5.43(-1.48,12.42)","0.76(-7.02,8.34)","0.6201","1.0001",4976,3853,"0.1277","1.0008",3947,3662,"0.8442","1.0005",4539,3784
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_3_SVI+PA+UN","0.00","1.10(-1.68,4.01)","4.61(1.50,7.83)","3.35(-0.57,7.38)","0.4539","1.0010",2691,2817,"0.0031","1.0013",2363,3257,"0.0973","1.0005",2437,3275
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_3_SVI+PA+UN","0.00","1.91(-0.97,4.88)","5.12(1.82,8.40)","3.92(-0.18,8.11)","0.2031","1.0017",2925,3439,"0.0027","1.0033",2122,3301,"0.0598","1.0032",2404,3562
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_3_SVI+PA+UN","0.00","0.57(-2.49,3.66)","5.42(1.99,8.92)","6.88(2.66,11.11)","0.7230","1.0005",3586,3980,"0.0023","0.9998",2803,3597,"0.0010","1.0018",2898,3374
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_3_SVI+PA+UN","0.00","1.78(-1.27,4.91)","4.46(1.01,7.92)","7.25(2.75,11.60)","0.2652","1.0012",3713,3536,"0.0123","1.0018",2934,3498,"0.0019","1.0007",3073,3384
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_4_SVI+PA+UN","0.00","-0.25(-4.97,4.43)","4.79(0.21,9.53)","2.40(-2.52,7.47)","0.9221","1.0008",4446,3783,"0.0402","1.0027",4068,3533,"0.3460","1.0033",4415,3887
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_4_SVI+PA+UN","0.00","-0.53(-5.44,4.36)","6.93(1.99,12.05)","5.61(0.10,11.09)","0.8317","1.0007",4958,4061,"0.0048","1.0010",3966,4355,"0.0460","1.0006",4452,3759
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_4_SVI+PA+UN","0.00","-2.48(-7.14,2.20)","5.10(0.40,9.71)","5.97(0.85,11.09)","0.2897","1.0003",4308,3402,"0.0327","1.0003",4066,3848,"0.0231","1.0029",3866,3551
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_4_SVI+PA+UN","0.00","1.09(-4.15,6.38)","5.70(0.60,10.86)","5.15(-0.35,10.68)","0.6809","1.0004",3293,3561,"0.0298","1.0008",2977,3328,"0.0719","1.0004",2941,3295
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_5_SVI+PA+UN","0.00","2.68(-1.15,6.51)","6.24(1.96,10.30)","5.93(0.88,11.09)","0.1656","1.0007",5800,3882,"0.0044","0.9999",4819,3886,"0.0240","1.0004",6056,3994
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_5_SVI+PA+UN","0.00","1.95(-2.05,6.08)","6.51(1.82,10.96)","6.73(1.04,12.27)","0.3518","1.0005",4357,3517,"0.0060","1.0007",3555,3519,"0.0215","1.0003",3840,3488
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_5_SVI+PA+UN","0.00","2.52(-1.53,6.59)","5.69(1.26,10.20)","8.90(3.28,14.45)","0.2306","1.0000",5987,4215,"0.0148","1.0003",5584,4019,"0.0027","0.9997",5507,3971
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_5_SVI+PA+UN","0.00","3.20(-1.07,7.52)","4.25(-0.60,9.06)","7.91(1.97,14.10)","0.1502","1.0008",4275,3802,"0.0835","1.0008",3871,3713,"0.0081","1.0008",4104,3978
"G20_G30_G12.2_F01_F03","2006_2010",5,"Economic_type_6_SVI+PA+UN","0.00","1.14(-1.66,3.93)","3.56(0.42,6.61)","2.88(-0.93,6.75)","0.4247","1.0006",3995,3486,"0.0269","1.0024",3342,3412,"0.1418","1.0012",2965,3352
"G20_G30_G12.2_F01_F03","2011_2015",10,"Economic_type_6_SVI+PA+UN","0.00","-0.48(-3.41,2.49)","5.28(1.86,8.67)","6.01(1.70,10.35)","0.7609","1.0007",3442,3449,"0.0027","1.0026",2362,3009,"0.0048","1.0029",2439,3496
"G20_G30_G12.2_F01_F03","2016_2020",15,"Economic_type_6_SVI+PA+UN","0.00","-0.09(-2.93,2.89)","4.46(1.16,7.84)","8.12(3.80,12.36)","0.9417","1.0011",3747,3278,"0.0085","1.0005",2599,3442,"0.0006","1.0020",2383,3214
"G20_G30_G12.2_F01_F03","2021_2024",20,"Economic_type_6_SVI+PA+UN","0.00","0.13(-3.07,3.44)","3.18(-0.50,6.84)","10.07(5.46,14.76)","0.9392","0.9998",4843,3682,"0.0881","1.0006",3405,4156,"0.0002","1.0010",3357,3755
"G20_G30_G12.2_F01_F03","2006_2010",5,"Homeownership_tertile_1_SVI+PA+UN","0.00","7.46(3.71,11.25)","12.20(8.52,15.90)","11.68(7.75,15.63)","0.0006","1.0013",3164,3453,"0.0002","1.0017",2677,3381,"0.0002","1.0034",2796,3226
"G20_G30_G12.2_F01_F03","2011_2015",10,"Homeownership_tertile_1_SVI+PA+UN","0.00","4.91(0.96,8.91)","13.97(10.07,17.79)","15.20(10.80,19.49)","0.0106","1.0010",3108,3543,"0.0002","1.0017",2548,3450,"0.0002","1.0024",2430,3261
"G20_G30_G12.2_F01_F03","2016_2020",15,"Homeownership_tertile_1_SVI+PA+UN","0.00","6.10(2.08,10.10)","13.84(9.91,17.80)","18.44(14.07,22.71)","0.0023","1.0019",3366,3779,"0.0002","1.0019",2797,3909,"0.0002","1.0017",2558,3244
"G20_G30_G12.2_F01_F03","2021_2024",20,"Homeownership_tertile_1_SVI+PA+UN","0.00","4.15(-0.13,8.37)","8.11(3.80,12.46)","14.15(9.56,18.73)","0.0598","1.0011",4530,3913,"0.0002","1.0006",3292,3504,"0.0002","1.0003",3424,3578
"G20_G30_G12.2_F01_F03","2006_2010",5,"Homeownership_tertile_2_SVI+PA+UN","0.00","0.28(-2.69,3.32)","7.15(3.74,10.52)","4.32(0.13,8.43)","0.8738","1.0006",3185,3516,"0.0002","1.0010",2846,3582,"0.0452","1.0007",2919,3670
"G20_G30_G12.2_F01_F03","2011_2015",10,"Homeownership_tertile_2_SVI+PA+UN","0.00","3.11(-0.11,6.30)","9.11(5.51,12.68)","8.83(4.15,13.51)","0.0573","1.0011",3501,3673,"0.0002","1.0006",2790,3607,"0.0002","1.0013",2665,3509
"G20_G30_G12.2_F01_F03","2016_2020",15,"Homeownership_tertile_2_SVI+PA+UN","0.00","0.85(-2.21,4.00)","7.08(3.59,10.51)","5.52(0.99,9.86)","0.5863","1.0006",3384,3839,"0.0002","1.0006",2590,3403,"0.0169","1.0001",2901,3685
"G20_G30_G12.2_F01_F03","2021_2024",20,"Homeownership_tertile_2_SVI+PA+UN","0.00","3.27(-0.06,6.67)","6.96(3.26,10.60)","4.02(-0.75,8.61)","0.0527","1.0012",3603,3457,"0.0002","1.0004",2844,3763,"0.1010","0.9998",3399,3627
"G20_G30_G12.2_F01_F03","2006_2010",5,"Homeownership_tertile_3_SVI+PA+UN","0.00","4.88(2.22,7.50)","6.54(3.29,9.78)","4.49(-0.56,9.27)","0.0006","1.0010",4350,3845,"0.0002","1.0008",3515,3651,"0.0760","1.0010",4414,3411
"G20_G30_G12.2_F01_F03","2011_2015",10,"Homeownership_tertile_3_SVI+PA+UN","0.00","2.25(-0.57,5.09)","6.46(2.76,10.20)","5.84(0.75,11.12)","0.1156","1.0005",4059,3577,"0.0015","1.0009",3157,3389,"0.0260","1.0003",4432,3660
"G20_G30_G12.2_F01_F03","2016_2020",15,"Homeownership_tertile_3_SVI+PA+UN","0.00","1.66(-1.17,4.40)","4.47(0.83,8.15)","6.10(0.81,11.25)","0.2510","1.0019",3485,3416,"0.0156","1.0028",3236,3740,"0.0231","1.0026",3605,3944
"G20_G30_G12.2_F01_F03","2021_2024",20,"Homeownership_tertile_3_SVI+PA+UN","0.00","2.11(-0.82,5.14)","4.30(0.48,8.17)","7.39(1.86,12.87)","0.1668","0.9999",5179,3987,"0.0273","1.0008",4435,4500,"0.0098","1.0003",4729,3814
