ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail
"N00_N29_C64_C65","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","0.00","2.14(1.40,2.90)","4.10(3.11,5.06)","6.62(4.43,8.82)","0.0002","1.0004",3362,3610,"0.0002","1.0006",2592,3175,"0.0002","1.0003",2990,3364
"N00_N29_C64_C65","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","0.00","1.87(0.87,2.84)","2.89(1.58,4.24)","4.81(2.12,7.44)","0.0006","1.0011",3534,3429,"0.0002","1.0010",3252,3604,"0.0002","1.0020",3955,3514
"N00_N29_C64_C65","2006_2010",5,"Economic_type_1_SVI+SM+UN","0.00","3.25(0.48,6.03)","4.99(1.55,8.28)","10.79(7.28,14.07)","0.0206","1.0017",5469,3846,"0.0048","1.0004",3761,3679,"0.0002","1.0006",3575,3713
"N00_N29_C64_C65","2011_2015",10,"Economic_type_1_SVI+SM+UN","0.00","1.17(-1.40,3.57)","5.14(1.87,8.45)","7.74(4.30,11.09)","0.3472","1.0019",4300,3869,"0.0023","1.0009",3211,3373,"0.0002","1.0019",2814,3203
"N00_N29_C64_C65","2016_2020",15,"Economic_type_1_SVI+SM+UN","0.00","4.11(1.47,6.84)","3.94(0.57,7.24)","7.93(4.52,11.18)","0.0023","1.0004",3986,3729,"0.0206","1.0009",3109,3222,"0.0002","1.0004",2887,3113
"N00_N29_C64_C65","2021_2024",20,"Economic_type_1_SVI+SM+UN","0.00","1.92(-1.32,5.09)","4.19(0.29,8.12)","10.67(6.79,14.51)","0.2514","1.0017",5456,3559,"0.0365","1.0007",4450,4188,"0.0002","1.0006",3849,3567
"N00_N29_C64_C65","2006_2010",5,"Economic_type_2_SVI+SM+UN","0.00","0.97(-4.15,6.03)","3.04(-2.18,8.12)","5.54(-0.13,11.02)","0.7188","1.0007",3624,3450,"0.2660","1.0010",3512,3571,"0.0589","1.0010",3559,3288
"N00_N29_C64_C65","2011_2015",10,"Economic_type_2_SVI+SM+UN","0.00","-0.67(-5.43,4.08)","1.55(-3.59,6.47)","5.21(-0.36,10.65)","0.7763","1.0004",4002,3716,"0.5518","0.9997",3586,3567,"0.0698","1.0014",3556,3446
"N00_N29_C64_C65","2016_2020",15,"Economic_type_2_SVI+SM+UN","0.00","0.63(-4.38,5.41)","1.45(-3.62,6.51)","6.11(0.73,11.47)","0.7984","1.0023",3728,4011,"0.5626","1.0027",3725,3695,"0.0310","1.0008",3660,3615
"N00_N29_C64_C65","2021_2024",20,"Economic_type_2_SVI+SM+UN","0.00","1.53(-3.79,6.66)","4.26(-1.07,9.56)","7.54(1.78,13.25)","0.5709","1.0005",3734,3815,"0.1202","1.0011",3196,2871,"0.0102","1.0009",3297,3154
"N00_N29_C64_C65","2006_2010",5,"Economic_type_3_SVI+SM+UN","0.00","0.07(-1.05,1.21)","1.47(0.16,2.82)","4.09(2.34,5.82)","0.8954","1.0012",2265,3035,"0.0306","1.0037",1840,2610,"0.0002","1.0018",2064,3348
"N00_N29_C64_C65","2011_2015",10,"Economic_type_3_SVI+SM+UN","0.00","0.36(-0.63,1.39)","1.96(0.77,3.16)","5.19(3.62,6.75)","0.4872","1.0019",2138,2709,"0.0015","1.0023",1675,2581,"0.0002","1.0023",1795,2993
"N00_N29_C64_C65","2016_2020",15,"Economic_type_3_SVI+SM+UN","0.00","1.70(0.70,2.71)","3.52(2.30,4.73)","9.16(7.60,10.70)","0.0023","1.0012",2167,3286,"0.0002","1.0020",1779,2537,"0.0002","1.0012",1924,2752
"N00_N29_C64_C65","2021_2024",20,"Economic_type_3_SVI+SM+UN","0.00","0.94(-0.40,2.31)","3.47(1.91,5.03)","8.74(6.70,10.78)","0.1748","1.0020",2030,3055,"0.0002","1.0026",1663,2819,"0.0002","1.0018",1737,2904
"N00_N29_C64_C65","2006_2010",5,"Economic_type_4_SVI+SM+UN","0.00","4.87(2.62,7.09)","6.65(4.15,9.09)","10.81(8.01,13.55)","0.0002","1.0010",3396,3405,"0.0002","1.0016",2865,3231,"0.0002","1.0012",2868,3335
"N00_N29_C64_C65","2011_2015",10,"Economic_type_4_SVI+SM+UN","0.00","2.43(0.37,4.45)","4.21(1.86,6.50)","7.79(5.08,10.49)","0.0210","1.0007",3320,3560,"0.0006","1.0008",2911,3535,"0.0002","1.0020",2979,3404
"N00_N29_C64_C65","2016_2020",15,"Economic_type_4_SVI+SM+UN","0.00","0.80(-1.32,2.94)","3.66(1.28,6.05)","9.05(6.43,11.67)","0.4730","1.0039",3294,3665,"0.0015","1.0028",2848,3636,"0.0002","1.0038",2734,3254
"N00_N29_C64_C65","2021_2024",20,"Economic_type_4_SVI+SM+UN","0.00","2.11(-0.59,4.76)","4.29(1.41,7.16)","10.08(6.79,13.38)","0.1102","1.0000",3434,3661,"0.0031","1.0004",3003,3295,"0.0002","1.0005",3053,3518
"N00_N29_C64_C65","2006_2010",5,"Economic_type_5_SVI+SM+UN","0.00","1.06(-0.29,2.39)","3.11(1.59,4.56)","6.15(4.21,8.11)","0.1331","1.0019",3452,3919,"0.0002","1.0017",3420,3741,"0.0002","1.0013",3956,3846
"N00_N29_C64_C65","2011_2015",10,"Economic_type_5_SVI+SM+UN","0.00","1.40(0.16,2.62)","2.44(1.01,3.80)","4.75(2.87,6.57)","0.0319","1.0007",3754,4080,"0.0019","1.0021",3022,3864,"0.0002","1.0003",3206,3380
"N00_N29_C64_C65","2016_2020",15,"Economic_type_5_SVI+SM+UN","0.00","1.48(0.32,2.64)","2.90(1.57,4.20)","5.88(4.20,7.55)","0.0094","1.0002",3609,3446,"0.0002","1.0001",3045,3413,"0.0002","1.0008",3363,3496
"N00_N29_C64_C65","2021_2024",20,"Economic_type_5_SVI+SM+UN","0.00","2.49(1.02,3.91)","3.10(1.43,4.75)","6.50(4.43,8.54)","0.0010","1.0009",3558,3700,"0.0006","1.0017",3228,3630,"0.0002","1.0017",3379,3366
"N00_N29_C64_C65","2006_2010",5,"Economic_type_6_SVI+SM+UN","0.00","0.64(-0.47,1.74)","1.99(0.67,3.35)","6.24(4.63,7.89)","0.2622","1.0007",2624,3206,"0.0044","1.0018",2096,3140,"0.0002","1.0017",2010,3126
"N00_N29_C64_C65","2011_2015",10,"Economic_type_6_SVI+SM+UN","0.00","1.91(0.75,3.05)","2.87(1.51,4.23)","6.17(4.44,7.92)","0.0027","1.0009",2437,3195,"0.0002","1.0001",1871,3033,"0.0002","1.0008",1782,2995
"N00_N29_C64_C65","2016_2020",15,"Economic_type_6_SVI+SM+UN","0.00","1.88(0.76,3.04)","3.86(2.54,5.22)","7.08(5.46,8.75)","0.0010","1.0004",3102,3489,"0.0002","1.0014",2156,3340,"0.0002","1.0016",2092,2884
"N00_N29_C64_C65","2021_2024",20,"Economic_type_6_SVI+SM+UN","0.00","0.70(-0.72,2.11)","1.99(0.29,3.71)","7.00(4.77,9.19)","0.3335","1.0017",2808,3465,"0.0248","1.0027",1946,2788,"0.0002","1.0026",1995,2808
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","0.00","4.29(2.86,5.70)","6.81(5.27,8.35)","11.35(9.60,13.10)","0.0002","1.0010",2499,3581,"0.0002","1.0003",2229,3269,"0.0002","1.0018",2235,3324
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","0.00","3.33(1.94,4.76)","6.13(4.55,7.68)","10.14(8.32,11.89)","0.0002","1.0017",2112,3034,"0.0002","1.0010",1638,2688,"0.0002","1.0004",1729,2811
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","0.00","3.25(1.72,4.71)","5.44(3.80,7.04)","10.41(8.59,12.25)","0.0002","1.0009",2635,3433,"0.0002","1.0000",2144,2432,"0.0002","1.0005",2096,2489
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","0.00","2.90(1.04,4.77)","5.16(3.12,7.17)","10.96(8.62,13.23)","0.0023","1.0007",3427,3708,"0.0002","1.0008",2829,3345,"0.0002","1.0006",2576,3446
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.17(-0.06,2.36)","2.83(1.36,4.32)","6.83(4.91,8.74)","0.0639","1.0010",1957,2947,"0.0002","1.0008",1565,2475,"0.0002","1.0013",1647,2819
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.81(0.68,2.92)","3.24(1.79,4.68)","6.94(5.09,8.75)","0.0023","1.0012",2129,3100,"0.0002","1.0016",1707,2729,"0.0002","1.0021",1696,2212
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.84(0.68,2.99)","3.51(1.97,5.01)","8.34(6.44,10.25)","0.0010","1.0027",1824,2931,"0.0002","1.0030",1549,2514,"0.0002","1.0029",1597,2521
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","0.00","1.29(-0.10,2.71)","2.62(0.84,4.35)","6.02(3.81,8.24)","0.0689","1.0022",2229,3145,"0.0035","1.0035",1852,2625,"0.0002","1.0026",1981,2836
"N00_N29_C64_C65","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","0.00","1.45(0.35,2.56)","2.50(1.04,4.00)","8.18(5.86,10.55)","0.0085","1.0006",2338,3433,"0.0006","1.0004",1985,2939,"0.0002","1.0009",2565,3389
"N00_N29_C64_C65","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","0.00","1.44(0.40,2.47)","2.48(1.04,3.93)","5.13(3.00,7.23)","0.0073","1.0014",2462,2976,"0.0019","1.0009",2199,3046,"0.0002","1.0003",2650,3136
"N00_N29_C64_C65","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","0.00","2.34(1.34,3.38)","4.05(2.59,5.49)","6.52(4.30,8.69)","0.0002","1.0030",2408,3011,"0.0002","1.0039",2022,3003,"0.0002","1.0016",2632,3223
"N00_N29_C64_C65","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","0.00","0.78(-0.51,2.08)","2.73(0.96,4.50)","6.80(4.14,9.49)","0.2410","1.0017",2705,3562,"0.0044","1.0026",2221,3132,"0.0002","1.0008",2715,3672
