ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
"C00_C97","2006_2010",5,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.04(0.99,1.09)","1.06(1.00,1.11)","1.06(1.00,1.12)",NA,"0.1502","0.0344","0.0510","1.0017","1.0008","1.0014",4227,3686,3771,3491,3496,3584
"C00_C97","2011_2015",10,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.97,1.08)","1.08(1.03,1.14)","1.09(1.02,1.15)",NA,"0.3322","0.0056","0.0040","1.0004","1.0011","1.0010",3838,3880,3570,4027,3658,3770
"C00_C97","2016_2020",15,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.04(0.99,1.10)","1.07(1.02,1.14)","1.11(1.05,1.18)",NA,"0.1135","0.0094","0.0002","1.0003","1.0002","1.0010",3644,3174,2765,3560,3364,3590
"C00_C97","2021_2024",20,"Census_Region_4_SVI+SM+UN","1.00(1.00,1.00)","1.03(0.98,1.08)","1.06(1.01,1.12)","1.06(1.01,1.12)",NA,"0.2093","0.0094","0.0294","1.0015","1.0017","0.9995",4314,4246,3889,3743,3793,3673
"C00_C97","2006_2010",5,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.05)","1.08(1.02,1.13)","1.07(1.02,1.13)",NA,"0.9629","0.0035","0.0073","0.9999","1.0009","1.0009",6198,5353,5154,3791,3475,3586
"C00_C97","2011_2015",10,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.06)","1.08(1.02,1.14)","1.06(1.00,1.12)",NA,"0.9038","0.0044","0.0373","1.0002","1.0007","0.9996",8130,7604,8298,3792,3807,4254
"C00_C97","2016_2020",15,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.05)","1.06(1.01,1.12)","1.08(1.02,1.14)",NA,"0.9571","0.0215","0.0073","1.0012","1.0006","1.0009",7150,6831,5705,3740,3666,3813
"C00_C97","2021_2024",20,"Climate_Zone_B_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.05)","1.04(0.99,1.09)","1.06(1.01,1.11)",NA,"0.9321","0.1523","0.0215","1.0010","1.0017","1.0000",7280,6644,6490,3472,3617,2881
"C00_C97","2006_2010",5,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.04(1.01,1.08)","1.10(1.06,1.15)","1.15(1.10,1.21)",NA,"0.0140","0.0002","0.0002","1.0009","1.0014","1.0010",2443,1991,1976,3184,2648,2987
"C00_C97","2011_2015",10,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.03(1.01,1.05)","1.05(1.04,1.07)","1.08(1.06,1.10)",NA,"0.0019","0.0002","0.0002","1.0010","1.0023","1.0012",3190,2734,2781,3748,3178,3595
"C00_C97","2016_2020",15,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.03(1.01,1.04)","1.06(1.04,1.08)","1.10(1.08,1.13)",NA,"0.0081","0.0002","0.0002","1.0016","1.0022","1.0022",2308,2101,2002,3359,3152,3137
"C00_C97","2021_2024",20,"Climate_Zone_C_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.03)","1.04(1.02,1.06)","1.11(1.08,1.13)",NA,"0.5876","0.0002","0.0002","1.0010","1.0015","1.0027",3227,2555,2606,3810,3373,3396
"C00_C97","2006_2010",5,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.03(1.01,1.06)","1.02(0.99,1.06)","1.05(1.00,1.10)",NA,"0.0102","0.1206","0.0444","1.0002","1.0009","1.0013",5084,4551,5665,3891,4012,3732
"C00_C97","2011_2015",10,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.04(1.02,1.07)","1.05(1.02,1.09)","1.05(1.00,1.11)",NA,"0.0010","0.0002","0.0385","1.0003","0.9997","1.0035",4766,4624,4746,3734,3636,3525
"C00_C97","2016_2020",15,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.04(1.02,1.07)","1.04(1.01,1.07)","1.07(1.02,1.12)",NA,"0.0002","0.0110","0.0065","1.0006","1.0007","1.0000",4127,3630,4182,3624,3585,3393
"C00_C97","2021_2024",20,"Climate_Zone_D_SVI+SM+UN","1.00(1.00,1.00)","1.05(1.02,1.08)","1.04(1.00,1.08)","1.02(0.97,1.07)",NA,"0.0019","0.0327","0.4185","1.0022","1.0012","1.0014",3606,3830,4158,3368,3538,3062
"C00_C97","2006_2010",5,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.97,1.07)","1.03(0.98,1.09)","1.09(1.04,1.15)",NA,"0.5072","0.2177","0.0010","1.0005","1.0011","1.0009",5453,5513,4915,4049,3618,3982
"C00_C97","2011_2015",10,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.97,1.08)","1.05(0.99,1.11)","1.08(1.03,1.14)",NA,"0.4422","0.1002","0.0040","1.0010","1.0009","1.0020",5846,4685,3944,3617,2956,3459
"C00_C97","2016_2020",15,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.05)","1.03(0.97,1.08)","1.08(1.02,1.14)",NA,"0.9150","0.3443","0.0069","1.0011","1.0014","1.0011",7121,5831,5570,3605,3861,3925
"C00_C97","2021_2024",20,"Economic_type_1_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.95,1.05)","1.02(0.97,1.08)","1.07(1.02,1.13)",NA,"0.8563","0.4330","0.0044","0.9996","1.0034","1.0000",7604,6522,4332,3723,3344,3047
"C00_C97","2006_2010",5,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.95,1.03)","1.00(0.97,1.05)","1.01(0.97,1.06)",NA,"0.6463","0.8213","0.5184","1.0006","1.0003","1.0026",7217,7077,6811,3680,3866,3656
"C00_C97","2011_2015",10,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.98(0.94,1.02)","1.03(0.99,1.08)","1.01(0.96,1.06)",NA,"0.3472","0.1693","0.7421","1.0033","1.0032","1.0012",8305,7360,7816,3876,3948,3553
"C00_C97","2016_2020",15,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.95,1.04)","1.01(0.97,1.06)","1.02(0.97,1.06)",NA,"0.8192","0.5355","0.5263","1.0023","1.0005","1.0014",7305,6247,6395,3950,3604,4407
"C00_C97","2021_2024",20,"Economic_type_2_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.96,1.05)","1.01(0.96,1.05)","1.02(0.97,1.06)",NA,"0.9938","0.8338","0.4047","1.0061","1.0103","1.0081",1216,591,912,541,210,343
"C00_C97","2006_2010",5,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.04)","1.02(1.00,1.05)","1.05(1.02,1.09)",NA,"0.1539","0.0969","0.0010","1.0014","1.0019","1.0013",2786,1801,2253,3482,2903,3259
"C00_C97","2011_2015",10,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.03)","1.03(1.00,1.05)","1.05(1.02,1.08)",NA,"0.4347","0.0252","0.0010","1.0026","1.0020","1.0012",2355,1679,1986,3351,2839,2847
"C00_C97","2016_2020",15,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.02(1.00,1.04)","1.04(1.01,1.06)","1.08(1.05,1.11)",NA,"0.0589","0.0015","0.0002","1.0006","1.0005","1.0015",2181,1723,1939,2786,2331,2909
"C00_C97","2021_2024",20,"Economic_type_3_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.03)","1.02(1.00,1.05)","1.08(1.05,1.12)",NA,"0.3122","0.0694","0.0002","1.0002","1.0003","0.9999",2950,2399,2701,3343,2978,3185
"C00_C97","2006_2010",5,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.99,1.06)","1.04(1.01,1.08)","1.01(0.97,1.05)",NA,"0.2185","0.0231","0.6126","1.0007","1.0014","1.0003",4611,4377,4408,3861,3943,3681
"C00_C97","2011_2015",10,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.99,1.05)","1.05(1.01,1.08)","1.04(1.00,1.08)",NA,"0.2585","0.0094","0.0365","0.9999","1.0002","0.9999",4091,3465,3386,3545,3809,3860
"C00_C97","2016_2020",15,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.98,1.05)","1.05(1.01,1.08)","1.06(1.02,1.10)",NA,"0.4701","0.0102","0.0035","1.0012","1.0010","1.0017",3556,3033,2849,3398,3564,3432
"C00_C97","2021_2024",20,"Economic_type_4_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.99,1.06)","1.03(1.00,1.07)","1.04(1.00,1.08)",NA,"0.2214","0.0894","0.0673","0.9994","1.0007","0.9999",4748,4317,4662,3925,3715,3704
"C00_C97","2006_2010",5,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.96,1.03)","1.02(0.99,1.06)","1.03(0.98,1.07)",NA,"0.8671","0.2252","0.2202","1.0007","1.0008","1.0015",3885,4104,4496,3579,3922,4014
"C00_C97","2011_2015",10,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.97,1.04)","1.02(0.98,1.06)","1.03(0.98,1.08)",NA,"0.7896","0.2656","0.2035","0.9999","1.0004","1.0015",4230,4016,4610,3555,3915,3379
"C00_C97","2016_2020",15,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.97,1.03)","1.02(0.98,1.05)","1.03(0.99,1.08)",NA,"0.9533","0.3501","0.1181","1.0019","1.0017","1.0016",3867,3185,4173,3779,3589,3659
"C00_C97","2021_2024",20,"Economic_type_5_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.97,1.04)","1.01(0.98,1.05)","1.02(0.98,1.07)",NA,"0.6934","0.4722","0.3106","1.0012","1.0014","1.0020",3809,3351,3745,3538,3534,3233
"C00_C97","2006_2010",5,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.01(0.99,1.03)","1.02(0.99,1.05)",NA,"0.8604","0.4001","0.1331","1.0013","1.0008","0.9994",5459,4444,4343,4224,3639,4053
"C00_C97","2011_2015",10,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.02(1.00,1.04)","1.04(1.01,1.07)",NA,"0.8579","0.1098","0.0031","1.0008","1.0020","1.0013",5192,4179,4252,3715,3680,3857
"C00_C97","2016_2020",15,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.03)","1.03(1.01,1.06)","1.06(1.03,1.09)",NA,"0.5397","0.0102","0.0006","1.0006","0.9996","1.0003",3749,3340,2840,3661,3417,3540
"C00_C97","2021_2024",20,"Economic_type_6_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.96,1.01)","1.01(0.98,1.04)","1.05(1.02,1.08)",NA,"0.2039","0.4430","0.0019","1.0008","1.0004","1.0012",4573,4031,3743,3653,3615,3762
"C00_C97","2006_2010",5,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.09(1.06,1.13)","1.10(1.06,1.14)","1.11(1.06,1.15)",NA,"0.0002","0.0002","0.0002","1.0007","1.0013","1.0010",3847,3315,3533,3758,3514,3348
"C00_C97","2011_2015",10,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.07(1.03,1.10)","1.11(1.07,1.14)","1.12(1.08,1.16)",NA,"0.0006","0.0002","0.0002","1.0021","1.0016","1.0017",4223,3815,3639,4056,3452,3350
"C00_C97","2016_2020",15,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.07(1.03,1.10)","1.10(1.06,1.14)","1.15(1.11,1.20)",NA,"0.0002","0.0002","0.0002","0.9999","1.0002","0.9998",3299,3160,3184,3475,3585,3453
"C00_C97","2021_2024",20,"Homeownership_tertile_1_SVI+SM+UN","1.00(1.00,1.00)","1.02(0.99,1.05)","1.06(1.02,1.09)","1.11(1.07,1.15)",NA,"0.2602","0.0019","0.0002","1.0018","1.0010","1.0018",3212,2880,2721,3306,2950,3121
"C00_C97","2006_2010",5,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.98,1.03)","1.01(0.98,1.03)","1.02(0.99,1.06)",NA,"0.5376","0.6217","0.1152","1.0020","1.0006","1.0002",5492,4573,4849,4127,3892,3581
"C00_C97","2011_2015",10,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.02(1.00,1.04)","1.03(1.00,1.05)","1.05(1.02,1.08)",NA,"0.0644","0.0485","0.0031","1.0016","1.0018","1.0020",4725,3673,4312,3947,3230,3666
"C00_C97","2016_2020",15,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.02(1.00,1.04)","1.03(1.01,1.06)","1.05(1.02,1.08)",NA,"0.1035","0.0115","0.0010","1.0004","0.9998","1.0000",3770,3106,3454,3619,3167,3764
"C00_C97","2021_2024",20,"Homeownership_tertile_2_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.04)","1.02(1.00,1.05)","1.04(1.01,1.08)",NA,"0.3401","0.0944","0.0115","1.0002","1.0001","1.0004",5108,4005,4845,3535,3848,3841
"C00_C97","2006_2010",5,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","0.99(0.97,1.01)","1.00(0.98,1.03)","1.02(0.98,1.06)",NA,"0.4997","0.8425","0.2752","1.0003","1.0003","1.0002",5897,5265,6190,3722,3796,3763
"C00_C97","2011_2015",10,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.03)","1.01(0.98,1.04)","1.01(0.97,1.05)",NA,"0.8071","0.4722","0.5430","1.0003","1.0000","1.0011",6116,5509,6470,4412,3912,4053
"C00_C97","2016_2020",15,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.00(0.98,1.02)","1.02(1.00,1.05)","1.03(0.99,1.07)",NA,"0.7896","0.1069","0.1060","0.9997","1.0004","1.0012",5322,4640,6084,3924,3704,3697
"C00_C97","2021_2024",20,"Homeownership_tertile_3_SVI+SM+UN","1.00(1.00,1.00)","1.01(0.99,1.04)","1.02(0.99,1.05)","1.03(0.99,1.07)",NA,"0.3626","0.2152","0.1510","1.0006","1.0007","1.0006",3959,3501,3610,3505,3252,3832
